 Tev(Myr)    type      Mo        Mt      log10(L)  log10(R) log10(Teff)  Mc        Menv              epoch      spin                                  
 2935.6868    3.0000    1.4997    1.4976    1.7501    1.0664    3.6676    0.2493  1.2484E+00     -1.4948  9.6253E+00
 2935.9673    3.0000    1.4997    1.4976    1.7553    1.0697    3.6673    0.2498  1.2478E+00     -1.4948  9.4909E+00
 2936.2449    3.0000    1.4997    1.4976    1.7606    1.0729    3.6670    0.2503  1.2473E+00     -1.4948  9.3584E+00
 2936.5198    3.0000    1.4997    1.4976    1.7658    1.0762    3.6666    0.2508  1.2468E+00     -1.4948  9.2278E+00
 2936.7917    3.0000    1.4997    1.4975    1.7711    1.0794    3.6663    0.2513  1.2462E+00     -1.4948  9.0989E+00
 2937.0610    3.0000    1.4997    1.4975    1.7763    1.0827    3.6660    0.2518  1.2457E+00     -1.4948  8.9718E+00
 2937.3279    3.0000    1.4997    1.4975    1.7815    1.0859    3.6657    0.2523  1.2452E+00     -1.4948  8.8465E+00
 2937.5918    3.0000    1.4997    1.4975    1.7868    1.0892    3.6654    0.2528  1.2446E+00     -1.4948  8.7229E+00
 2937.8533    3.0000    1.4997    1.4974    1.7920    1.0924    3.6651    0.2533  1.2441E+00     -1.4948  8.6010E+00
 2938.1121    3.0000    1.4997    1.4974    1.7972    1.0957    3.6647    0.2538  1.2436E+00     -1.4948  8.4808E+00
 2938.3682    3.0000    1.4997    1.4974    1.8025    1.0989    3.6644    0.2543  1.2430E+00     -1.4948  8.3622E+00
 2938.6218    3.0000    1.4997    1.4973    1.8077    1.1022    3.6641    0.2549  1.2425E+00     -1.4948  8.2453E+00
 2938.8728    3.0000    1.4997    1.4973    1.8130    1.1055    3.6638    0.2554  1.2420E+00     -1.4948  8.1300E+00
 2939.1213    3.0000    1.4997    1.4973    1.8182    1.1087    3.6635    0.2559  1.2414E+00     -1.4948  8.0163E+00
 2939.3674    3.0000    1.4997    1.4973    1.8234    1.1120    3.6631    0.2564  1.2409E+00     -1.4948  7.9042E+00
 2939.6111    3.0000    1.4997    1.4972    1.8287    1.1153    3.6628    0.2569  1.2403E+00     -1.4948  7.7936E+00
 2939.8523    3.0000    1.4997    1.4972    1.8339    1.1185    3.6625    0.2574  1.2398E+00     -1.4948  7.6845E+00
 2940.0911    3.0000    1.4997    1.4972    1.8391    1.1218    3.6622    0.2579  1.2392E+00     -1.4948  7.5770E+00
 2940.3274    3.0000    1.4997    1.4972    1.8444    1.1251    3.6618    0.2585  1.2387E+00     -1.4948  7.4709E+00
 2940.5615    3.0000    1.4997    1.4971    1.8496    1.1283    3.6615    0.2590  1.2381E+00     -1.4948  7.3663E+00
 2940.7932    3.0000    1.4997    1.4971    1.8549    1.1316    3.6612    0.2595  1.2376E+00     -1.4948  7.2632E+00
 2941.0225    3.0000    1.4997    1.4971    1.8601    1.1349    3.6608    0.2600  1.2370E+00     -1.4948  7.1614E+00
 2941.2495    3.0000    1.4997    1.4970    1.8653    1.1382    3.6605    0.2605  1.2365E+00     -1.4948  7.0611E+00
 2941.4744    3.0000    1.4997    1.4970    1.8706    1.1415    3.6602    0.2611  1.2359E+00     -1.4948  6.9622E+00
 2941.6970    3.0000    1.4997    1.4970    1.8758    1.1448    3.6598    0.2616  1.2354E+00     -1.4948  6.8646E+00
 2941.9172    3.0000    1.4997    1.4969    1.8810    1.1480    3.6595    0.2621  1.2348E+00     -1.4948  6.7683E+00
 2942.1353    3.0000    1.4997    1.4969    1.8863    1.1513    3.6592    0.2627  1.2343E+00     -1.4948  6.6734E+00
 2942.3513    3.0000    1.4997    1.4969    1.8915    1.1546    3.6588    0.2632  1.2337E+00     -1.4948  6.5799E+00
 2942.5652    3.0000    1.4997    1.4968    1.8968    1.1579    3.6585    0.2637  1.2331E+00     -1.4948  6.4876E+00
 2942.7766    3.0000    1.4997    1.4968    1.9020    1.1612    3.6582    0.2642  1.2326E+00     -1.4948  6.3965E+00
 2942.9863    3.0000    1.4997    1.4968    1.9072    1.1645    3.6578    0.2648  1.2320E+00     -1.4948  6.3068E+00
 2943.1936    3.0000    1.4997    1.4968    1.9125    1.1678    3.6575    0.2653  1.2314E+00     -1.4948  6.2182E+00
 2943.3989    3.0000    1.4997    1.4967    1.9177    1.1711    3.6571    0.2658  1.2309E+00     -1.4948  6.1309E+00
 2943.6023    3.0000    1.4997    1.4967    1.9230    1.1744    3.6568    0.2664  1.2303E+00     -1.4948  6.0448E+00
 2943.8037    3.0000    1.4997    1.4967    1.9282    1.1777    3.6565    0.2669  1.2297E+00     -1.4948  5.9599E+00
 2944.0029    3.0000    1.4997    1.4966    1.9334    1.1810    3.6561    0.2674  1.2292E+00     -1.4948  5.8762E+00
 2944.2002    3.0000    1.4997    1.4966    1.9387    1.1843    3.6558    0.2680  1.2286E+00     -1.4948  5.7936E+00
 2944.3955    3.0000    1.4997    1.4965    1.9439    1.1876    3.6554    0.2685  1.2280E+00     -1.4948  5.7122E+00
 2944.5889    3.0000    1.4997    1.4965    1.9491    1.1909    3.6551    0.2691  1.2274E+00     -1.4948  5.6318E+00
 2944.7803    3.0000    1.4997    1.4965    1.9544    1.1943    3.6547    0.2696  1.2269E+00     -1.4948  5.5526E+00
 2944.9697    3.0000    1.4997    1.4964    1.9596    1.1976    3.6544    0.2701  1.2263E+00     -1.4948  5.4745E+00
 2945.1572    3.0000    1.4997    1.4964    1.9649    1.2009    3.6540    0.2707  1.2257E+00     -1.4948  5.3975E+00
 2945.3430    3.0000    1.4997    1.4964    1.9701    1.2042    3.6537    0.2712  1.2251E+00     -1.4948  5.3215E+00
 2945.5269    3.0000    1.4997    1.4963    1.9753    1.2075    3.6533    0.2718  1.2246E+00     -1.4948  5.2466E+00
 2945.7087    3.0000    1.4997    1.4963    1.9806    1.2109    3.6530    0.2723  1.2240E+00     -1.4948  5.1727E+00
 2945.8892    3.0000    1.4997    1.4963    1.9858    1.2142    3.6526    0.2729  1.2234E+00     -1.4948  5.0999E+00
 2946.0674    3.0000    1.4997    1.4962    1.9910    1.2175    3.6523    0.2734  1.2228E+00     -1.4948  5.0280E+00
 2946.2441    3.0000    1.4997    1.4962    1.9963    1.2208    3.6519    0.2740  1.2222E+00     -1.4948  4.9571E+00
 2946.4189    3.0000    1.4997    1.4961    2.0015    1.2242    3.6516    0.2745  1.2216E+00     -1.4948  4.8872E+00
 2946.5920    3.0000    1.4997    1.4961    2.0068    1.2275    3.6512    0.2751  1.2210E+00     -1.4948  4.8183E+00
 2946.7634    3.0000    1.4997    1.4961    2.0120    1.2308    3.6509    0.2756  1.2204E+00     -1.4948  4.7504E+00
 2946.9331    3.0000    1.4997    1.4960    2.0172    1.2342    3.6505    0.2762  1.2198E+00     -1.4948  4.6833E+00
 2947.1011    3.0000    1.4997    1.4960    2.0225    1.2375    3.6501    0.2767  1.2192E+00     -1.4948  4.6172E+00
 2947.2673    3.0000    1.4997    1.4959    2.0277    1.2408    3.6498    0.2773  1.2186E+00     -1.4948  4.5521E+00
 2947.4319    3.0000    1.4997    1.4959    2.0329    1.2442    3.6494    0.2779  1.2180E+00     -1.4948  4.4878E+00
 2947.5950    3.0000    1.4997    1.4959    2.0382    1.2475    3.6491    0.2784  1.2174E+00     -1.4948  4.4244E+00
 2947.7563    3.0000    1.4997    1.4958    2.0434    1.2509    3.6487    0.2790  1.2168E+00     -1.4948  4.3619E+00
 2947.9160    3.0000    1.4997    1.4958    2.0487    1.2542    3.6483    0.2795  1.2162E+00     -1.4948  4.3002E+00
 2948.0742    3.0000    1.4997    1.4957    2.0539    1.2576    3.6480    0.2801  1.2156E+00     -1.4948  4.2394E+00
 2948.2307    3.0000    1.4997    1.4957    2.0591    1.2609    3.6476    0.2807  1.2150E+00     -1.4948  4.1795E+00
 2948.3857    3.0000    1.4997    1.4957    2.0644    1.2643    3.6472    0.2812  1.2144E+00     -1.4948  4.1203E+00
 2948.5391    3.0000    1.4997    1.4956    2.0696    1.2676    3.6469    0.2818  1.2138E+00     -1.4948  4.0620E+00
 2948.6909    3.0000    1.4997    1.4956    2.0748    1.2710    3.6465    0.2824  1.2132E+00     -1.4948  4.0045E+00
 2948.8413    3.0000    1.4997    1.4955    2.0801    1.2743    3.6461    0.2829  1.2126E+00     -1.4948  3.9478E+00
 2948.9902    3.0000    1.4997    1.4955    2.0853    1.2777    3.6458    0.2835  1.2120E+00     -1.4948  3.8919E+00
 2949.1377    3.0000    1.4997    1.4954    2.0906    1.2811    3.6454    0.2841  1.2114E+00     -1.4948  3.8368E+00
 2949.2837    3.0000    1.4997    1.4954    2.0958    1.2844    3.6450    0.2846  1.2107E+00     -1.4948  3.7824E+00
 2949.4280    3.0000    1.4997    1.4953    2.1010    1.2878    3.6446    0.2852  1.2101E+00     -1.4948  3.7288E+00
 2949.5710    3.0000    1.4997    1.4953    2.1063    1.2911    3.6443    0.2858  1.2095E+00     -1.4948  3.6759E+00
 2949.7126    3.0000    1.4997    1.4952    2.1115    1.2945    3.6439    0.2864  1.2089E+00     -1.4948  3.6237E+00
 2949.8528    3.0000    1.4997    1.4952    2.1167    1.2979    3.6435    0.2869  1.2083E+00     -1.4948  3.5723E+00
 2949.9915    3.0000    1.4997    1.4951    2.1220    1.3013    3.6431    0.2875  1.2076E+00     -1.4948  3.5216E+00
 2950.1289    3.0000    1.4997    1.4951    2.1272    1.3046    3.6428    0.2881  1.2070E+00     -1.4948  3.4716E+00
 2950.2649    3.0000    1.4997    1.4950    2.1325    1.3080    3.6424    0.2887  1.2064E+00     -1.4948  3.4223E+00
 2950.3997    3.0000    1.4997    1.4950    2.1377    1.3114    3.6420    0.2893  1.2057E+00     -1.4948  3.3736E+00
 2950.5330    3.0000    1.4997    1.4949    2.1429    1.3148    3.6416    0.2898  1.2051E+00     -1.4948  3.3257E+00
 2950.6648    3.0000    1.4997    1.4949    2.1482    1.3181    3.6412    0.2904  1.2045E+00     -1.4948  3.2784E+00
 2950.7954    3.0000    1.4997    1.4948    2.1534    1.3215    3.6409    0.2910  1.2038E+00     -1.4948  3.2318E+00
 2950.9248    3.0000    1.4997    1.4948    2.1587    1.3249    3.6405    0.2916  1.2032E+00     -1.4948  3.1858E+00
 2951.0530    3.0000    1.4997    1.4947    2.1639    1.3283    3.6401    0.2922  1.2026E+00     -1.4948  3.1404E+00
 2951.1797    3.0000    1.4997    1.4947    2.1691    1.3317    3.6397    0.2928  1.2019E+00     -1.4948  3.0957E+00
 2951.3052    3.0000    1.4997    1.4946    2.1744    1.3351    3.6393    0.2934  1.2013E+00     -1.4948  3.0516E+00
 2951.4294    3.0000    1.4997    1.4946    2.1796    1.3385    3.6389    0.2939  1.2006E+00     -1.4948  3.0081E+00
 2951.5525    3.0000    1.4997    1.4945    2.1848    1.3419    3.6386    0.2945  1.2000E+00     -1.4948  2.9653E+00
 2951.6741    3.0000    1.4997    1.4945    2.1901    1.3452    3.6382    0.2951  1.1993E+00     -1.4948  2.9230E+00
 2951.7947    3.0000    1.4997    1.4944    2.1953    1.3486    3.6378    0.2957  1.1987E+00     -1.4948  2.8813E+00
 2951.9141    3.0000    1.4997    1.4944    2.2006    1.3520    3.6374    0.2963  1.1980E+00     -1.4948  2.8402E+00
 2952.0322    3.0000    1.4997    1.4943    2.2058    1.3554    3.6370    0.2969  1.1974E+00     -1.4948  2.7996E+00
 2952.1492    3.0000    1.4997    1.4942    2.2110    1.3588    3.6366    0.2975  1.1967E+00     -1.4948  2.7597E+00
 2952.2649    3.0000    1.4997    1.4942    2.2163    1.3622    3.6362    0.2981  1.1961E+00     -1.4948  2.7202E+00
 2952.3796    3.0000    1.4997    1.4941    2.2215    1.3657    3.6358    0.2987  1.1954E+00     -1.4948  2.6814E+00
 2952.4932    3.0000    1.4997    1.4941    2.2267    1.3691    3.6354    0.2993  1.1948E+00     -1.4948  2.6430E+00
 2952.6055    3.0000    1.4997    1.4940    2.2320    1.3725    3.6350    0.2999  1.1941E+00     -1.4948  2.6052E+00
 2952.7168    3.0000    1.4997    1.4940    2.2372    1.3759    3.6346    0.3005  1.1934E+00     -1.4948  2.5680E+00
 2952.8269    3.0000    1.4997    1.4939    2.2425    1.3793    3.6342    0.3011  1.1928E+00     -1.4948  2.5312E+00
 2952.9358    3.0000    1.4997    1.4938    2.2477    1.3827    3.6338    0.3017  1.1921E+00     -1.4948  2.4950E+00
 2953.0437    3.0000    1.4997    1.4938    2.2529    1.3861    3.6334    0.3023  1.1914E+00     -1.4948  2.4593E+00
 2953.1506    3.0000    1.4997    1.4937    2.2582    1.3895    3.6330    0.3029  1.1908E+00     -1.4948  2.4240E+00
 2953.2563    3.0000    1.4997    1.4936    2.2634    1.3930    3.6326    0.3036  1.1901E+00     -1.4948  2.3893E+00
 2953.3611    3.0000    1.4997    1.4936    2.2686    1.3964    3.6322    0.3042  1.1894E+00     -1.4948  2.3550E+00
 2953.4648    3.0000    1.4997    1.4935    2.2739    1.3998    3.6318    0.3048  1.1887E+00     -1.4948  2.3212E+00
 2953.5674    3.0000    1.4997    1.4935    2.2791    1.4032    3.6314    0.3054  1.1881E+00     -1.4948  2.2879E+00
 2953.6692    3.0000    1.4997    1.4934    2.2844    1.4066    3.6310    0.3060  1.1874E+00     -1.4948  2.2551E+00
 2953.7698    3.0000    1.4997    1.4933    2.2896    1.4101    3.6306    0.3066  1.1867E+00     -1.4948  2.2227E+00
 2953.8694    3.0000    1.4997    1.4933    2.2948    1.4135    3.6302    0.3072  1.1860E+00     -1.4948  2.1908E+00
 2953.9680    3.0000    1.4997    1.4932    2.3001    1.4169    3.6298    0.3079  1.1853E+00     -1.4948  2.1593E+00
 2954.0654    3.0000    1.4997    1.4931    2.3053    1.4204    3.6294    0.3085  1.1846E+00     -1.4948  2.1283E+00
 2954.1621    3.0000    1.4997    1.4931    2.3105    1.4238    3.6290    0.3091  1.1840E+00     -1.4948  2.0977E+00
 2954.2578    3.0000    1.4997    1.4930    2.3158    1.4272    3.6286    0.3097  1.1833E+00     -1.4948  2.0675E+00
 2954.3525    3.0000    1.4997    1.4929    2.3210    1.4307    3.6282    0.3103  1.1826E+00     -1.4948  2.0377E+00
 2954.4463    3.0000    1.4997    1.4928    2.3263    1.4341    3.6278    0.3110  1.1819E+00     -1.4948  2.0084E+00
 2954.5391    3.0000    1.4997    1.4928    2.3315    1.4375    3.6274    0.3116  1.1812E+00     -1.4948  1.9794E+00
 2954.6311    3.0000    1.4997    1.4927    2.3367    1.4410    3.6270    0.3122  1.1805E+00     -1.4948  1.9509E+00
 2954.7219    3.0000    1.4997    1.4926    2.3420    1.4444    3.6265    0.3128  1.1798E+00     -1.4948  1.9228E+00
 2954.8120    3.0000    1.4997    1.4925    2.3472    1.4479    3.6261    0.3135  1.1791E+00     -1.4948  1.8951E+00
 2954.9014    3.0000    1.4997    1.4925    2.3524    1.4513    3.6257    0.3141  1.1784E+00     -1.4948  1.8677E+00
 2954.9895    3.0000    1.4997    1.4924    2.3577    1.4548    3.6253    0.3147  1.1777E+00     -1.4948  1.8407E+00
 2955.0769    3.0000    1.4997    1.4923    2.3629    1.4582    3.6249    0.3154  1.1770E+00     -1.4948  1.8142E+00
 2955.1636    3.0000    1.4997    1.4922    2.3682    1.4617    3.6245    0.3160  1.1762E+00     -1.4948  1.7880E+00
 2955.2490    3.0000    1.4997    1.4922    2.3734    1.4651    3.6241    0.3166  1.1755E+00     -1.4948  1.7621E+00
 2955.3340    3.0000    1.4997    1.4921    2.3786    1.4686    3.6236    0.3173  1.1748E+00     -1.4948  1.7366E+00
 2955.4180    3.0000    1.4997    1.4920    2.3839    1.4720    3.6232    0.3179  1.1741E+00     -1.4948  1.7115E+00
 2955.5010    3.0000    1.4997    1.4919    2.3891    1.4755    3.6228    0.3186  1.1734E+00     -1.4948  1.6867E+00
 2955.5833    3.0000    1.4997    1.4919    2.3944    1.4790    3.6224    0.3192  1.1727E+00     -1.4948  1.6623E+00
 2955.6648    3.0000    1.4997    1.4918    2.3996    1.4824    3.6220    0.3198  1.1719E+00     -1.4948  1.6382E+00
 2955.7454    3.0000    1.4997    1.4917    2.4048    1.4859    3.6215    0.3205  1.1712E+00     -1.4948  1.6145E+00
 2955.8252    3.0000    1.4997    1.4916    2.4101    1.4894    3.6211    0.3211  1.1705E+00     -1.4948  1.5911E+00
 2955.9043    3.0000    1.4997    1.4915    2.4153    1.4928    3.6207    0.3218  1.1697E+00     -1.4948  1.5680E+00
 2955.9824    3.0000    1.4997    1.4914    2.4205    1.4963    3.6203    0.3224  1.1690E+00     -1.4948  1.5453E+00
 2956.0601    3.0000    1.4997    1.4913    2.4258    1.4998    3.6198    0.3231  1.1683E+00     -1.4948  1.5228E+00
 2956.1367    3.0000    1.4997    1.4913    2.4310    1.5032    3.6194    0.3237  1.1675E+00     -1.4948  1.5007E+00
 2956.2126    3.0000    1.4997    1.4912    2.4363    1.5067    3.6190    0.3244  1.1668E+00     -1.4948  1.4789E+00
 2956.2878    3.0000    1.4997    1.4911    2.4415    1.5102    3.6185    0.3250  1.1661E+00     -1.4948  1.4574E+00
 2956.3623    3.0000    1.4997    1.4910    2.4467    1.5137    3.6181    0.3257  1.1653E+00     -1.4948  1.4362E+00
 2956.4358    3.0000    1.4997    1.4909    2.4520    1.5171    3.6177    0.3263  1.1646E+00     -1.4948  1.4153E+00
 2956.5088    3.0000    1.4997    1.4908    2.4572    1.5206    3.6173    0.3270  1.1638E+00     -1.4948  1.3947E+00
 2956.5811    3.0000    1.4997    1.4907    2.4624    1.5241    3.6168    0.3276  1.1631E+00     -1.4948  1.3744E+00
 2956.6526    3.0000    1.4997    1.4906    2.4677    1.5276    3.6164    0.3283  1.1623E+00     -1.4948  1.3544E+00
 2956.7234    3.0000    1.4997    1.4905    2.4729    1.5311    3.6160    0.3290  1.1616E+00     -1.4948  1.3346E+00
 2956.7932    3.0000    1.4997    1.4904    2.4782    1.5346    3.6155    0.3296  1.1608E+00     -1.4948  1.3152E+00
 2956.8628    3.0000    1.4997    1.4903    2.4834    1.5380    3.6151    0.3303  1.1601E+00     -1.4948  1.2960E+00
 2956.9314    3.0000    1.4997    1.4902    2.4886    1.5415    3.6147    0.3310  1.1593E+00     -1.4948  1.2771E+00
 2956.9993    3.0000    1.4997    1.4902    2.4939    1.5450    3.6142    0.3316  1.1585E+00     -1.4948  1.2584E+00
 2957.0667    3.0000    1.4997    1.4901    2.4991    1.5485    3.6138    0.3323  1.1578E+00     -1.4948  1.2400E+00
 2957.1333    3.0000    1.4997    1.4900    2.5043    1.5520    3.6133    0.3330  1.1570E+00     -1.4948  1.2219E+00
 2957.1992    3.0000    1.4997    1.4899    2.5096    1.5555    3.6129    0.3336  1.1562E+00     -1.4948  1.2040E+00
 2957.2644    3.0000    1.4997    1.4898    2.5148    1.5590    3.6125    0.3343  1.1555E+00     -1.4948  1.1864E+00
 2957.3291    3.0000    1.4997    1.4896    2.5201    1.5625    3.6120    0.3350  1.1547E+00     -1.4948  1.1690E+00
 2957.3931    3.0000    1.4997    1.4895    2.5253    1.5660    3.6116    0.3356  1.1539E+00     -1.4948  1.1519E+00
 2957.4565    3.0000    1.4997    1.4894    2.5305    1.5695    3.6111    0.3363  1.1531E+00     -1.4948  1.1350E+00
 2957.5193    3.0000    1.4997    1.4893    2.5358    1.5730    3.6107    0.3370  1.1523E+00     -1.4948  1.1184E+00
 2957.5813    3.0000    1.4997    1.4892    2.5410    1.5765    3.6103    0.3377  1.1515E+00     -1.4948  1.1020E+00
 2957.6428    3.0000    1.4997    1.4891    2.5462    1.5800    3.6098    0.3384  1.1508E+00     -1.4948  1.0858E+00
 2957.7036    3.0000    1.4997    1.4890    2.5515    1.5835    3.6094    0.3390  1.1500E+00     -1.4948  1.0699E+00
 2957.7639    3.0000    1.4997    1.4889    2.5567    1.5870    3.6089    0.3397  1.1492E+00     -1.4948  1.0541E+00
 2957.8237    3.0000    1.4997    1.4888    2.5620    1.5906    3.6085    0.3404  1.1484E+00     -1.4948  1.0386E+00
 2957.8826    3.0000    1.4997    1.4887    2.5672    1.5941    3.6080    0.3411  1.1476E+00     -1.4948  1.0234E+00
 2957.9412    3.0000    1.4997    1.4886    2.5724    1.5976    3.6076    0.3418  1.1468E+00     -1.4948  1.0083E+00
 2957.9990    3.0000    1.4997    1.4884    2.5777    1.6011    3.6071    0.3425  1.1460E+00     -1.4948  9.9345E-01
 2958.0564    3.0000    1.4997    1.4883    2.5829    1.6046    3.6067    0.3432  1.1452E+00     -1.4948  9.7881E-01
 2958.1130    3.0000    1.4997    1.4882    2.5881    1.6081    3.6062    0.3438  1.1444E+00     -1.4948  9.6438E-01
 2958.1692    3.0000    1.4997    1.4881    2.5934    1.6117    3.6058    0.3445  1.1436E+00     -1.4948  9.5016E-01
 2958.2249    3.0000    1.4997    1.4880    2.5986    1.6152    3.6053    0.3452  1.1427E+00     -1.4948  9.3614E-01
 2958.2798    3.0000    1.4997    1.4879    2.6039    1.6187    3.6049    0.3459  1.1419E+00     -1.4948  9.2231E-01
 2958.3345    3.0000    1.4997    1.4877    2.6091    1.6222    3.6044    0.3466  1.1411E+00     -1.4948  9.0869E-01
 2958.3884    3.0000    1.4997    1.4876    2.6143    1.6258    3.6040    0.3473  1.1403E+00     -1.4948  8.9525E-01
 2958.4417    3.0000    1.4997    1.4875    2.6196    1.6293    3.6035    0.3480  1.1395E+00     -1.4948  8.8201E-01
 2958.4946    3.0000    1.4997    1.4874    2.6248    1.6328    3.6031    0.3487  1.1386E+00     -1.4948  8.6896E-01
 2958.5469    3.0000    1.4997    1.4872    2.6300    1.6364    3.6026    0.3494  1.1378E+00     -1.4948  8.5609E-01
 2958.5989    3.0000    1.4997    1.4871    2.6353    1.6399    3.6021    0.3501  1.1370E+00     -1.4948  8.4340E-01
 2958.6501    3.0000    1.4997    1.4870    2.6405    1.6434    3.6017    0.3508  1.1361E+00     -1.4948  8.3090E-01
 2958.7009    3.0000    1.4997    1.4868    2.6458    1.6470    3.6012    0.3515  1.1353E+00     -1.4948  8.1857E-01
 2958.7512    3.0000    1.4997    1.4867    2.6510    1.6505    3.6008    0.3522  1.1345E+00     -1.4948  8.0642E-01
 2958.8010    3.0000    1.4997    1.4866    2.6562    1.6540    3.6003    0.3529  1.1336E+00     -1.4948  7.9444E-01
 2958.8503    3.0000    1.4997    1.4864    2.6615    1.6576    3.5998    0.3537  1.1328E+00     -1.4948  7.8263E-01
 2958.8989    3.0000    1.4997    1.4863    2.6667    1.6611    3.5994    0.3544  1.1319E+00     -1.4948  7.7100E-01
 2958.9473    3.0000    1.4997    1.4862    2.6720    1.6647    3.5989    0.3551  1.1311E+00     -1.4948  7.5952E-01
 2958.9951    3.0000    1.4997    1.4860    2.6772    1.6682    3.5985    0.3558  1.1302E+00     -1.4948  7.4821E-01
 2959.0425    3.0000    1.4997    1.4859    2.6824    1.6718    3.5980    0.3565  1.1294E+00     -1.4948  7.3706E-01
 2959.0894    3.0000    1.4997    1.4857    2.6877    1.6753    3.5975    0.3572  1.1285E+00     -1.4948  7.2608E-01
 2959.1357    3.0000    1.4997    1.4856    2.6929    1.6789    3.5971    0.3579  1.1276E+00     -1.4948  7.1524E-01
 2959.1816    3.0000    1.4997    1.4854    2.6981    1.6824    3.5966    0.3587  1.1268E+00     -1.4948  7.0457E-01
 2959.2271    3.0000    1.4997    1.4853    2.7034    1.6860    3.5961    0.3594  1.1259E+00     -1.4948  6.9404E-01
 2959.2722    3.0000    1.4997    1.4852    2.7086    1.6895    3.5957    0.3601  1.1250E+00     -1.4948  6.8367E-01
 2959.3167    3.0000    1.4997    1.4850    2.7139    1.6931    3.5952    0.3608  1.1242E+00     -1.4948  6.7344E-01
 2959.3608    3.0000    1.4997    1.4848    2.7191    1.6966    3.5947    0.3616  1.1233E+00     -1.4948  6.6336E-01
 2959.4045    3.0000    1.4997    1.4847    2.7243    1.7002    3.5943    0.3623  1.1224E+00     -1.4948  6.5342E-01
 2959.4478    3.0000    1.4997    1.4845    2.7296    1.7038    3.5938    0.3630  1.1215E+00     -1.4948  6.4363E-01
 2959.4907    3.0000    1.4997    1.4844    2.7348    1.7073    3.5933    0.3637  1.1206E+00     -1.4948  6.3397E-01
 2959.5330    3.0000    1.4997    1.4842    2.7400    1.7109    3.5928    0.3645  1.1197E+00     -1.4948  6.2446E-01
 2959.5750    3.0000    1.4997    1.4841    2.7453    1.7144    3.5924    0.3652  1.1189E+00     -1.4948  6.1508E-01
 2959.6165    3.0000    1.4997    1.4839    2.7505    1.7180    3.5919    0.3659  1.1180E+00     -1.4948  6.0583E-01
 2959.6577    3.0000    1.4997    1.4837    2.7558    1.7216    3.5914    0.3667  1.1171E+00     -1.4948  5.9672E-01
 2959.6985    3.0000    1.4997    1.4836    2.7610    1.7251    3.5909    0.3674  1.1162E+00     -1.4948  5.8773E-01
 2959.7388    3.0000    1.4997    1.4834    2.7662    1.7287    3.5905    0.3682  1.1152E+00     -1.4948  5.7888E-01
 2959.7786    3.0000    1.4997    1.4832    2.7715    1.7323    3.5900    0.3689  1.1143E+00     -1.4948  5.7015E-01
 2959.8181    3.0000    1.4997    1.4831    2.7767    1.7359    3.5895    0.3696  1.1134E+00     -1.4948  5.6155E-01
 2959.8572    3.0000    1.4997    1.4829    2.7819    1.7394    3.5890    0.3704  1.1125E+00     -1.4948  5.5307E-01
 2959.8960    3.0000    1.4997    1.4827    2.7872    1.7430    3.5886    0.3711  1.1116E+00     -1.4948  5.4471E-01
 2959.9343    3.0000    1.4997    1.4826    2.7924    1.7466    3.5881    0.3719  1.1107E+00     -1.4948  5.3647E-01
 2959.9722    3.0000    1.4997    1.4824    2.7977    1.7502    3.5876    0.3726  1.1097E+00     -1.4948  5.2835E-01
 2960.0098    3.0000    1.4997    1.4822    2.8029    1.7538    3.5871    0.3734  1.1088E+00     -1.4948  5.2035E-01
 2960.0469    3.0000    1.4997    1.4820    2.8081    1.7573    3.5866    0.3741  1.1079E+00     -1.4948  5.1246E-01
 2960.0837    3.0000    1.4997    1.4818    2.8134    1.7609    3.5861    0.3749  1.1070E+00     -1.4948  5.0469E-01
 2960.1204    3.0000    1.4997    1.4816    2.8186    1.7645    3.5857    0.3756  1.1060E+00     -1.4948  4.9702E-01
 2960.1562    3.0000    1.4997    1.4815    2.8238    1.7681    3.5852    0.3764  1.1051E+00     -1.4948  4.8947E-01
 2960.1921    3.0000    1.4997    1.4813    2.8291    1.7717    3.5847    0.3772  1.1041E+00     -1.4948  4.8203E-01
 2960.2275    3.0000    1.4997    1.4811    2.8343    1.7753    3.5842    0.3779  1.1032E+00     -1.4948  4.7469E-01
 2960.2625    3.0000    1.4997    1.4809    2.8396    1.7789    3.5837    0.3787  1.1022E+00     -1.4948  4.6745E-01
 2960.2971    3.0000    1.4997    1.4807    2.8448    1.7825    3.5832    0.3794  1.1013E+00     -1.4948  4.6033E-01
 2960.3315    3.0000    1.4997    1.4805    2.8500    1.7861    3.5828    0.3802  1.1003E+00     -1.4948  4.5330E-01
 2960.3655    3.0000    1.4997    1.4803    2.8553    1.7897    3.5823    0.3810  1.0993E+00     -1.4948  4.4638E-01
 2960.3992    3.0000    1.4997    1.4801    2.8605    1.7933    3.5818    0.3817  1.0984E+00     -1.4948  4.3955E-01
 2960.4324    3.0000    1.4997    1.4799    2.8657    1.7968    3.5813    0.3825  1.0974E+00     -1.4948  4.3282E-01
 2960.4653    3.0000    1.4997    1.4797    2.8710    1.8005    3.5808    0.3833  1.0964E+00     -1.4948  4.2619E-01
 2960.4980    3.0000    1.4997    1.4795    2.8762    1.8041    3.5803    0.3840  1.0955E+00     -1.4948  4.1966E-01
 2960.5303    3.0000    1.4997    1.4793    2.8815    1.8077    3.5798    0.3848  1.0945E+00     -1.4948  4.1322E-01
