           6
   377.536926    
   379.787720    
   382.211243    
   473.381073    
   476.414154    
   477.568634    
 Tev(Myr)    type      Mo        Mt      log10(L)  log10(R) log10(Teff)  Mc        Menv              epoch      spin                                  
  411.9986    4.0000    2.9998    2.9894    2.1181    1.2156    3.6850    0.5226  3.4949E-01     -0.0624  7.2282E+01
  412.9102    4.0000    2.9998    2.9893    2.1190    1.2159    3.6851    0.5248  2.9682E-01     -0.0624  7.6799E+01
  413.8220    4.0000    2.9998    2.9892    2.1200    1.2162    3.6852    0.5270  2.5182E-01     -0.0624  8.1428E+01
  414.7336    4.0000    2.9998    2.9890    2.1211    1.2166    3.6853    0.5292  2.1344E-01     -0.0624  8.6143E+01
  415.6454    4.0000    2.9998    2.9889    2.1224    1.2170    3.6853    0.5314  1.8077E-01     -0.0624  9.0915E+01
  416.5570    4.0000    2.9998    2.9888    2.1237    1.2175    3.6854    0.5336  1.5301E-01     -0.0624  9.5712E+01
  417.4688    4.0000    2.9998    2.9886    2.1252    1.2180    3.6855    0.5358  1.2946E-01     -0.0624  1.0050E+02
  418.3804    4.0000    2.9998    2.9885    2.1268    1.2186    3.6856    0.5380  1.0951E-01     -0.0624  1.0524E+02
  419.2921    4.0000    2.9998    2.9884    2.1285    1.2193    3.6857    0.5402  9.2638E-02     -0.0624  1.0989E+02
  420.2038    4.0000    2.9998    2.9882    2.1303    1.2200    3.6858    0.5425  7.8393E-02     -0.0624  1.1442E+02
  421.1155    4.0000    2.9998    2.9881    2.1323    1.2208    3.6859    0.5447  6.6382E-02     -0.0624  1.1880E+02
  422.0272    4.0000    2.9998    2.9880    2.1344    1.2217    3.6860    0.5469  5.6267E-02     -0.0624  1.2298E+02
  422.9389    4.0000    2.9998    2.9878    2.1367    1.2226    3.6861    0.5491  4.7758E-02     -0.0624  1.2694E+02
  423.8506    4.0000    2.9998    2.9877    2.1391    1.2236    3.6862    0.5513  4.0608E-02     -0.0624  1.3064E+02
  424.7623    4.0000    2.9998    2.9875    2.1416    1.2247    3.6863    0.5535  3.4606E-02     -0.0624  1.3406E+02
  425.6740    4.0000    2.9998    2.9874    2.1443    1.2259    3.6864    0.5557  2.9572E-02     -0.0624  1.3719E+02
  426.5857    4.0000    2.9998    2.9873    2.1471    1.2272    3.6864    0.5579  2.5354E-02     -0.0624  1.4000E+02
  427.4974    4.0000    2.9998    2.9871    2.1500    1.2286    3.6865    0.5601  2.1821E-02     -0.0624  1.4248E+02
  428.4091    4.0000    2.9998    2.9870    2.1531    1.2300    3.6865    0.5623  1.8865E-02     -0.0624  1.4463E+02
  429.3208    4.0000    2.9998    2.9868    2.1564    1.2316    3.6866    0.5645  1.6394E-02     -0.0624  1.4645E+02
  430.2325    4.0000    2.9998    2.9867    2.1598    1.2332    3.6866    0.5667  1.4329E-02     -0.0624  1.4792E+02
  431.1442    4.0000    2.9998    2.9865    2.1634    1.2350    3.6866    0.5689  1.2608E-02     -0.0624  1.4906E+02
  432.0559    4.0000    2.9998    2.9864    2.1672    1.2369    3.6866    0.5711  1.1174E-02     -0.0624  1.4987E+02
  432.9676    4.0000    2.9998    2.9862    2.1711    1.2388    3.6866    0.5733  9.9847E-03     -0.0624  1.5036E+02
  433.8793    4.0000    2.9998    2.9861    2.1752    1.2409    3.6866    0.5755  9.0014E-03     -0.0624  1.5053E+02
  434.7910    4.0000    2.9998    2.9859    2.1794    1.2431    3.6866    0.5777  8.1937E-03     -0.0624  1.5040E+02
  435.7027    4.0000    2.9998    2.9857    2.1838    1.2454    3.6865    0.5799  7.5369E-03     -0.0624  1.4997E+02
  436.6144    4.0000    2.9998    2.9856    2.1884    1.2479    3.6864    0.5822  7.0107E-03     -0.0624  1.4926E+02
  437.5261    4.0000    2.9998    2.9854    2.1932    1.2505    3.6863    0.5844  6.5992E-03     -0.0624  1.4827E+02
  438.4378    4.0000    2.9998    2.9852    2.1981    1.2531    3.6862    0.5866  6.2903E-03     -0.0624  1.4702E+02
  439.3495    4.0000    2.9998    2.9851    2.2033    1.2560    3.6861    0.5888  6.0750E-03     -0.0624  1.4551E+02
  440.2612    4.0000    2.9998    2.9849    2.2086    1.2589    3.6859    0.5910  5.9476E-03     -0.0624  1.4375E+02
  441.1729    4.0000    2.9998    2.9847    2.2141    1.2620    3.6858    0.5932  5.9050E-03     -0.0624  1.4174E+02
  442.0846    4.0000    2.9998    2.9845    2.2197    1.2653    3.6856    0.5954  5.9471E-03     -0.0624  1.3950E+02
  442.9963    4.0000    2.9998    2.9843    2.2256    1.2687    3.6853    0.5976  6.0770E-03     -0.0624  1.3702E+02
  443.9080    4.0000    2.9998    2.9841    2.2316    1.2722    3.6851    0.5998  6.3008E-03     -0.0624  1.3432E+02
  444.8197    4.0000    2.9998    2.9840    2.2379    1.2759    3.6848    0.6020  6.6281E-03     -0.0624  1.3139E+02
  445.7314    4.0000    2.9998    2.9838    2.2443    1.2797    3.6845    0.6042  7.0729E-03     -0.0624  1.2823E+02
  446.6431    4.0000    2.9998    2.9835    2.2509    1.2837    3.6841    0.6064  7.6542E-03     -0.0624  1.2485E+02
  447.5548    4.0000    2.9998    2.9833    2.2578    1.2879    3.6838    0.6086  8.3968E-03     -0.0624  1.2125E+02
  448.4665    4.0000    2.9998    2.9831    2.2648    1.2922    3.6834    0.6108  9.3333E-03     -0.0624  1.1744E+02
  449.3782    4.0000    2.9998    2.9829    2.2720    1.2967    3.6829    0.6130  1.0505E-02     -0.0624  1.1340E+02
  450.2899    4.0000    2.9998    2.9827    2.2794    1.3014    3.6824    0.6152  1.1967E-02     -0.0624  1.0916E+02
  451.2016    4.0000    2.9998    2.9824    2.2871    1.3062    3.6819    0.6174  1.3785E-02     -0.0624  1.0471E+02
  452.1133    4.0000    2.9998    2.9822    2.2949    1.3112    3.6814    0.6196  1.6047E-02     -0.0624  1.0008E+02
  453.0250    4.0000    2.9998    2.9820    2.3029    1.3164    3.6808    0.6219  1.8864E-02     -0.0624  9.5256E+01
  453.9367    4.0000    2.9998    2.9817    2.3112    1.3218    3.6802    0.6241  2.2374E-02     -0.0624  9.0275E+01
  454.8484    4.0000    2.9998    2.9814    2.3196    1.3273    3.6795    0.6263  2.6757E-02     -0.0624  8.5156E+01
  455.7601    4.0000    2.9998    2.9812    2.3283    1.3331    3.6788    0.6285  3.2238E-02     -0.0624  7.9926E+01
  456.6718    4.0000    2.9998    2.9809    2.3372    1.3390    3.6781    0.6307  3.9104E-02     -0.0624  7.4621E+01
  457.5835    4.0000    2.9998    2.9806    2.3463    1.3451    3.6773    0.6329  4.7718E-02     -0.0624  6.9279E+01
  458.4951    4.0000    2.9998    2.9803    2.3556    1.3515    3.6764    0.6351  5.8541E-02     -0.0624  6.3944E+01
  459.4069    4.0000    2.9998    2.9800    2.3651    1.3580    3.6756    0.6373  7.2157E-02     -0.0624  5.8661E+01
  460.3186    4.0000    2.9998    2.9797    2.3749    1.3647    3.6746    0.6395  8.9305E-02     -0.0624  5.3480E+01
  461.2303    4.0000    2.9998    2.9793    2.3848    1.3717    3.6736    0.6417  1.1092E-01     -0.0624  4.8447E+01
  462.1420    4.0000    2.9998    2.9790    2.3950    1.3788    3.6726    0.6439  1.3819E-01     -0.0624  4.3608E+01
  463.0536    4.0000    2.9998    2.9786    2.4054    1.3862    3.6715    0.6461  1.7259E-01     -0.0624  3.9003E+01
  463.9654    4.0000    2.9998    2.9782    2.4161    1.3938    3.6704    0.6483  2.1602E-01     -0.0624  3.4665E+01
  464.8770    4.0000    2.9998    2.9778    2.4270    1.4016    3.6692    0.6505  2.7085E-01     -0.0624  3.0622E+01
  465.7888    4.0000    2.9998    2.9774    2.4380    1.4096    3.6680    0.6527  3.4005E-01     -0.0624  2.6890E+01
  466.7004    4.0000    2.9998    2.9770    2.4494    1.4179    3.6667    0.6549  4.2738E-01     -0.0624  2.3481E+01
  467.6122    4.0000    2.9998    2.9765    2.4609    1.4263    3.6653    0.6571  5.3754E-01     -0.0624  2.0394E+01
  468.5238    4.0000    2.9998    2.9761    2.4727    1.4351    3.6639    0.6593  6.7643E-01     -0.0624  1.7624E+01
  469.4355    4.0000    2.9998    2.9756    2.4847    1.4440    3.6624    0.6616  8.5145E-01     -0.0624  1.5160E+01
  470.3472    4.0000    2.9998    2.9751    2.4969    1.4532    3.6609    0.6638  1.0718E+00     -0.0624  1.2984E+01
  471.2589    4.0000    2.9998    2.9745    2.5094    1.4626    3.6593    0.6660  1.3491E+00     -0.0624  1.1076E+01
  472.1706    4.0000    2.9998    2.9739    2.5221    1.4723    3.6576    0.6682  1.6977E+00     -0.0624  9.4148E+00
  473.0823    4.0000    2.9998    2.9733    2.5351    1.4823    3.6559    0.6704  2.1355E+00     -0.0624  7.9762E+00
  473.3811    5.0000    2.9998    2.9731    2.5394    1.4856    3.6553    0.6711  2.3020E+00     -0.0624  7.5494E+00
  473.4479    5.0000    2.9998    2.9731    2.5503    1.4927    3.6545    0.6711  2.3020E+00     -0.0624  7.3018E+00
  473.5135    5.0000    2.9998    2.9730    2.5613    1.4999    3.6537    0.6711  2.3019E+00     -0.0624  7.0626E+00
  473.5777    5.0000    2.9998    2.9730    2.5723    1.5070    3.6528    0.6711  2.3019E+00     -0.0624  6.8313E+00
  473.6406    5.0000    2.9998    2.9729    2.5832    1.5142    3.6520    0.6711  2.3018E+00     -0.0624  6.6079E+00
  473.7023    5.0000    2.9998    2.9729    2.5942    1.5213    3.6511    0.6711  2.3018E+00     -0.0624  6.3919E+00
  473.7628    5.0000    2.9998    2.9728    2.6052    1.5285    3.6503    0.6711  2.3017E+00     -0.0624  6.1831E+00
  473.8220    5.0000    2.9998    2.9728    2.6161    1.5357    3.6495    0.6711  2.3017E+00     -0.0624  5.9812E+00
  473.8800    5.0000    2.9998    2.9727    2.6271    1.5429    3.6486    0.6711  2.3016E+00     -0.0624  5.7861E+00
  473.9370    5.0000    2.9998    2.9727    2.6381    1.5501    3.6477    0.6711  2.3016E+00     -0.0624  5.5975E+00
  473.9927    5.0000    2.9998    2.9726    2.6490    1.5573    3.6469    0.6711  2.3015E+00     -0.0624  5.4152E+00
  474.0473    5.0000    2.9998    2.9725    2.6600    1.5645    3.6460    0.6711  2.3014E+00     -0.0624  5.2388E+00
  474.1009    5.0000    2.9998    2.9725    2.6710    1.5717    3.6452    0.6711  2.3014E+00     -0.0624  5.0684E+00
  474.1534    5.0000    2.9998    2.9724    2.6819    1.5789    3.6443    0.6711  2.3013E+00     -0.0624  4.9035E+00
  474.2048    5.0000    2.9998    2.9724    2.6929    1.5861    3.6434    0.6711  2.3013E+00     -0.0624  4.7441E+00
  474.2552    5.0000    2.9998    2.9723    2.7039    1.5934    3.6426    0.6711  2.3012E+00     -0.0624  4.5900E+00
  474.3046    5.0000    2.9998    2.9722    2.7148    1.6006    3.6417    0.6711  2.3011E+00     -0.0624  4.4409E+00
  474.3530    5.0000    2.9998    2.9722    2.7258    1.6078    3.6408    0.6711  2.3011E+00     -0.0624  4.2968E+00
  474.4004    5.0000    2.9998    2.9721    2.7368    1.6151    3.6399    0.6711  2.3010E+00     -0.0624  4.1574E+00
  474.4469    5.0000    2.9998    2.9720    2.7477    1.6223    3.6390    0.6711  2.3009E+00     -0.0624  4.0225E+00
  474.4924    5.0000    2.9998    2.9719    2.7587    1.6296    3.6382    0.6711  2.3008E+00     -0.0624  3.8921E+00
  474.5371    5.0000    2.9998    2.9719    2.7697    1.6369    3.6373    0.6711  2.3008E+00     -0.0624  3.7659E+00
  474.5808    5.0000    2.9998    2.9718    2.7807    1.6441    3.6364    0.6711  2.3007E+00     -0.0624  3.6439E+00
  474.6237    5.0000    2.9998    2.9717    2.7916    1.6514    3.6355    0.6711  2.3006E+00     -0.0624  3.5259E+00
  474.6657    5.0000    2.9998    2.9716    2.8026    1.6587    3.6346    0.6711  2.3005E+00     -0.0624  3.4117E+00
  474.7069    5.0000    2.9998    2.9716    2.8136    1.6660    3.6337    0.6711  2.3005E+00     -0.0624  3.3013E+00
  474.7473    5.0000    2.9998    2.9715    2.8245    1.6733    3.6328    0.6711  2.3004E+00     -0.0624  3.1944E+00
  474.7868    5.0000    2.9998    2.9714    2.8355    1.6806    3.6319    0.6711  2.3003E+00     -0.0624  3.0910E+00
  474.8255    5.0000    2.9998    2.9713    2.8465    1.6879    3.6310    0.6711  2.3002E+00     -0.0624  2.9910E+00
  474.8635    5.0000    2.9998    2.9712    2.8574    1.6952    3.6300    0.6711  2.3001E+00     -0.0624  2.8943E+00
  474.9008    5.0000    2.9998    2.9711    2.8684    1.7025    3.6291    0.6711  2.3000E+00     -0.0624  2.8006E+00
  474.9372    5.0000    2.9998    2.9710    2.8794    1.7098    3.6282    0.6711  2.2999E+00     -0.0624  2.7101E+00
  474.9730    5.0000    2.9998    2.9709    2.8903    1.7171    3.6273    0.6711  2.2998E+00     -0.0624  2.6224E+00
  475.0080    5.0000    2.9998    2.9709    2.9013    1.7245    3.6264    0.6711  2.2998E+00     -0.0624  2.5376E+00
  475.0423    5.0000    2.9998    2.9708    2.9123    1.7318    3.6254    0.6711  2.2997E+00     -0.0624  2.4556E+00
  475.0760    5.0000    2.9998    2.9707    2.9232    1.7391    3.6245    0.6711  2.2996E+00     -0.0624  2.3762E+00
  475.1089    5.0000    2.9998    2.9706    2.9342    1.7465    3.6236    0.6711  2.2995E+00     -0.0624  2.2994E+00
  475.1413    5.0000    2.9998    2.9704    2.9452    1.7538    3.6226    0.6711  2.2993E+00     -0.0624  2.2250E+00
  475.1729    5.0000    2.9998    2.9703    2.9561    1.7612    3.6217    0.6711  2.2992E+00     -0.0624  2.1531E+00
  475.2039    5.0000    2.9998    2.9702    2.9671    1.7686    3.6208    0.6711  2.2991E+00     -0.0624  2.0835E+00
  475.2344    5.0000    2.9998    2.9701    2.9781    1.7759    3.6198    0.6711  2.2990E+00     -0.0624  2.0161E+00
  475.2642    5.0000    2.9998    2.9700    2.9890    1.7833    3.6189    0.6711  2.2989E+00     -0.0624  1.9509E+00
  475.2934    5.0000    2.9998    2.9699    3.0000    1.7907    3.6179    0.6711  2.2988E+00     -0.0624  1.8878E+00
  475.3220    5.0000    2.9998    2.9698    3.0110    1.7981    3.6170    0.6711  2.2987E+00     -0.0624  1.8267E+00
  475.3501    5.0000    2.9998    2.9696    3.0219    1.8055    3.6160    0.6711  2.2985E+00     -0.0624  1.7676E+00
  475.3775    5.0000    2.9998    2.9695    3.0329    1.8129    3.6151    0.6711  2.2984E+00     -0.0624  1.7104E+00
  475.4045    5.0000    2.9998    2.9694    3.0439    1.8203    3.6141    0.6711  2.2983E+00     -0.0624  1.6551E+00
  475.4309    5.0000    2.9998    2.9693    3.0548    1.8277    3.6131    0.6711  2.2982E+00     -0.0624  1.6015E+00
  475.4568    5.0000    2.9998    2.9691    3.0658    1.8351    3.6122    0.6711  2.2980E+00     -0.0624  1.5497E+00
  475.4821    5.0000    2.9998    2.9690    3.0768    1.8425    3.6112    0.6711  2.2979E+00     -0.0624  1.4995E+00
  475.5070    5.0000    2.9998    2.9689    3.0877    1.8499    3.6102    0.6711  2.2978E+00     -0.0624  1.4509E+00
  475.5313    5.0000    2.9998    2.9687    3.0987    1.8573    3.6093    0.6711  2.2976E+00     -0.0624  1.4039E+00
  475.5552    5.0000    2.9998    2.9686    3.1097    1.8648    3.6083    0.6711  2.2975E+00     -0.0624  1.3584E+00
  475.5786    5.0000    2.9998    2.9684    3.1206    1.8722    3.6073    0.6711  2.2973E+00     -0.0624  1.3143E+00
  475.6015    5.0000    2.9998    2.9683    3.1316    1.8797    3.6063    0.6711  2.2972E+00     -0.0624  1.2717E+00
  475.6240    5.0000    2.9998    2.9681    3.1426    1.8871    3.6054    0.6711  2.2970E+00     -0.0624  1.2304E+00
  475.6460    5.0000    2.9998    2.9680    3.1535    1.8946    3.6044    0.6711  2.2969E+00     -0.0624  1.1905E+00
  475.6675    5.0000    2.9998    2.9678    3.1645    1.9020    3.6034    0.6711  2.2967E+00     -0.0624  1.1518E+00
  475.6887    5.0000    2.9998    2.9676    3.1755    1.9095    3.6024    0.6711  2.2965E+00     -0.0624  1.1144E+00
  475.7094    5.0000    2.9998    2.9675    3.1864    1.9169    3.6014    0.6711  2.2964E+00     -0.0624  1.0782E+00
  475.7297    5.0000    2.9998    2.9673    3.1974    1.9244    3.6004    0.6711  2.2962E+00     -0.0624  1.0431E+00
  475.7496    5.0000    2.9998    2.9671    3.2084    1.9319    3.5994    0.6711  2.2960E+00     -0.0624  1.0092E+00
  475.7691    5.0000    2.9998    2.9669    3.2193    1.9394    3.5984    0.6711  2.2958E+00     -0.0624  9.7629E-01
  475.7882    5.0000    2.9998    2.9667    3.2303    1.9469    3.5974    0.6711  2.2956E+00     -0.0624  9.4448E-01
  475.8069    5.0000    2.9998    2.9666    3.2413    1.9543    3.5964    0.6711  2.2955E+00     -0.0624  9.1369E-01
  475.8253    5.0000    2.9998    2.9664    3.2522    1.9618    3.5954    0.6711  2.2953E+00     -0.0624  8.8389E-01
  475.8433    5.0000    2.9998    2.9662    3.2632    1.9693    3.5944    0.6711  2.2951E+00     -0.0624  8.5503E-01
  475.8609    5.0000    2.9998    2.9660    3.2742    1.9768    3.5934    0.6711  2.2949E+00     -0.0624  8.2710E-01
  475.8782    5.0000    2.9998    2.9657    3.2852    1.9844    3.5924    0.6711  2.2946E+00     -0.0624  8.0006E-01
  475.8951    5.0000    2.9998    2.9655    3.2961    1.9919    3.5914    0.6711  2.2944E+00     -0.0624  7.7389E-01
  475.9117    5.0000    2.9998    2.9653    3.3071    1.9994    3.5903    0.6711  2.2942E+00     -0.0624  7.4855E-01
  475.9279    5.0000    2.9998    2.9651    3.3181    2.0069    3.5893    0.6711  2.2940E+00     -0.0624  7.2402E-01
  475.9439    5.0000    2.9998    2.9649    3.3290    2.0144    3.5883    0.6711  2.2938E+00     -0.0624  7.0027E-01
  475.9595    5.0000    2.9998    2.9646    3.3400    2.0220    3.5873    0.6711  2.2935E+00     -0.0624  6.7728E-01
  475.9748    5.0000    2.9998    2.9644    3.3510    2.0295    3.5863    0.6711  2.2933E+00     -0.0624  6.5502E-01
  475.9898    5.0000    2.9998    2.9642    3.3619    2.0371    3.5852    0.6711  2.2931E+00     -0.0624  6.3347E-01
  476.0045    5.0000    2.9998    2.9639    3.3729    2.0446    3.5842    0.6711  2.2928E+00     -0.0624  6.1261E-01
  476.0189    5.0000    2.9998    2.9637    3.3839    2.0522    3.5832    0.6711  2.2926E+00     -0.0624  5.9241E-01
  476.0330    5.0000    2.9998    2.9634    3.3948    2.0597    3.5821    0.6711  2.2923E+00     -0.0624  5.7286E-01
  476.0468    5.0000    2.9998    2.9631    3.4058    2.0673    3.5811    0.6711  2.2920E+00     -0.0624  5.5393E-01
  476.0604    5.0000    2.9998    2.9629    3.4168    2.0748    3.5800    0.6711  2.2918E+00     -0.0624  5.3560E-01
  476.0737    5.0000    2.9998    2.9626    3.4277    2.0824    3.5790    0.6711  2.2915E+00     -0.0624  5.1786E-01
  476.0867    5.0000    2.9998    2.9623    3.4387    2.0900    3.5780    0.6711  2.2912E+00     -0.0624  5.0068E-01
  476.0995    5.0000    2.9998    2.9620    3.4497    2.0976    3.5769    0.6711  2.2909E+00     -0.0624  4.8405E-01
  476.1119    5.0000    2.9998    2.9617    3.4606    2.1051    3.5759    0.6711  2.2906E+00     -0.0624  4.6794E-01
  476.1242    5.0000    2.9998    2.9614    3.4716    2.1127    3.5748    0.6711  2.2903E+00     -0.0624  4.5235E-01
  476.1362    5.0000    2.9998    2.9611    3.4826    2.1203    3.5738    0.6711  2.2900E+00     -0.0624  4.3725E-01
  476.1480    5.0000    2.9998    2.9608    3.4935    2.1279    3.5727    0.6711  2.2897E+00     -0.0624  4.2264E-01
  476.1595    5.0000    2.9998    2.9604    3.5045    2.1355    3.5716    0.6711  2.2893E+00     -0.0624  4.0848E-01
  476.1708    5.0000    2.9998    2.9601    3.5155    2.1431    3.5706    0.6711  2.2890E+00     -0.0624  3.9478E-01
  476.1819    5.0000    2.9998    2.9598    3.5264    2.1507    3.5695    0.6711  2.2887E+00     -0.0624  3.8151E-01
  476.1927    5.0000    2.9998    2.9594    3.5374    2.1583    3.5685    0.6711  2.2883E+00     -0.0624  3.6866E-01
  476.2034    5.0000    2.9998    2.9591    3.5484    2.1659    3.5674    0.6711  2.2880E+00     -0.0624  3.5622E-01
  476.2138    5.0000    2.9998    2.9587    3.5593    2.1736    3.5663    0.6711  2.2876E+00     -0.0624  3.4418E-01
  476.2240    5.0000    2.9998    2.9583    3.5703    2.1812    3.5652    0.6711  2.2872E+00     -0.0624  3.3251E-01
  476.2340    5.0000    2.9998    2.9579    3.5813    2.1888    3.5642    0.6711  2.2868E+00     -0.0624  3.2121E-01
  476.2438    5.0000    2.9998    2.9576    3.5922    2.1965    3.5631    0.6711  2.2865E+00     -0.0624  3.1028E-01
  476.2534    5.0000    2.9998    2.9572    3.6032    2.2041    3.5620    0.6711  2.2861E+00     -0.0624  2.9968E-01
  476.2629    5.0000    2.9998    2.9567    3.6142    2.2117    3.5609    0.6711  2.2856E+00     -0.0624  2.8943E-01
  476.2721    5.0000    2.9998    2.9563    3.6251    2.2194    3.5599    0.6711  2.2852E+00     -0.0624  2.7949E-01
  476.2812    5.0000    2.9998    2.9559    3.6361    2.2270    3.5588    0.6711  2.2848E+00     -0.0624  2.6987E-01
  476.2900    5.0000    2.9998    2.9555    3.6471    2.2347    3.5577    0.6711  2.2844E+00     -0.0624  2.6056E-01
  476.2987    5.0000    2.9998    2.9550    3.6580    2.2423    3.5566    0.6711  2.2839E+00     -0.0624  2.5154E-01
  476.3072    5.0000    2.9998    2.9546    3.6690    2.2500    3.5555    0.6711  2.2835E+00     -0.0624  2.4280E-01
  476.3156    5.0000    2.9998    2.9541    3.6800    2.2577    3.5544    0.6711  2.2830E+00     -0.0624  2.3434E-01
  476.3238    5.0000    2.9998    2.9536    3.6909    2.2653    3.5533    0.6711  2.2825E+00     -0.0624  2.2615E-01
  476.3318    5.0000    2.9998    2.9531    3.7019    2.2730    3.5522    0.6711  2.2820E+00     -0.0624  2.1821E-01
  476.3396    5.0000    2.9998    2.9526    3.7129    2.2807    3.5511    0.6711  2.2815E+00     -0.0624  2.1052E-01
  476.3473    5.0000    2.9998    2.9521    3.7238    2.2884    3.5500    0.6711  2.2810E+00     -0.0624  2.0308E-01
  476.3549    5.0000    2.9998    2.9516    3.7348    2.2961    3.5489    0.6711  2.2805E+00     -0.0624  1.9587E-01
  476.3623    5.0000    2.9998    2.9510    3.7458    2.3038    3.5478    0.6711  2.2799E+00     -0.0624  1.8889E-01
  476.3695    5.0000    2.9998    2.9505    3.7567    2.3115    3.5467    0.6711  2.2794E+00     -0.0624  1.8213E-01
  476.3766    5.0000    2.9998    2.9499    3.7677    2.3192    3.5456    0.6711  2.2788E+00     -0.0624  1.7558E-01
  476.3836    5.0000    2.9998    2.9493    3.7787    2.3269    3.5445    0.6711  2.2782E+00     -0.0624  1.6924E-01
  476.3904    5.0000    2.9998    2.9488    3.7897    2.3346    3.5434    0.6711  2.2777E+00     -0.0624  1.6309E-01
  476.3971    5.0000    2.9998    2.9482    3.8006    2.3423    3.5423    0.6711  2.2771E+00     -0.0624  1.5714E-01
  476.4036    5.0000    2.9998    2.9475    3.8116    2.3500    3.5412    0.6711  2.2764E+00     -0.0624  1.5138E-01
  476.4100    5.0000    2.9998    2.9469    3.8226    2.3577    3.5400    0.6711  2.2758E+00     -0.0624  1.4580E-01
  476.4142    6.0000    2.9998    2.9465    3.8297    2.3628    3.5393    0.6711  2.2754E+00     -0.0624  1.4225E-01
  476.4192    6.0000    2.9998    2.9460    3.8311    2.3638    3.5392    0.6713  2.2747E+00     -0.0624  1.4147E-01
  476.4242    6.0000    2.9998    2.9454    3.8325    2.3648    3.5390    0.6715  2.2739E+00     -0.0624  1.4069E-01
  476.4292    6.0000    2.9998    2.9449    3.8339    2.3658    3.5389    0.6717  2.2732E+00     -0.0624  1.3991E-01
  476.4342    6.0000    2.9998    2.9443    3.8353    2.3668    3.5387    0.6719  2.2725E+00     -0.0624  1.3913E-01
  476.4392    6.0000    2.9998    2.9438    3.8367    2.3678    3.5385    0.6721  2.2717E+00     -0.0624  1.3836E-01
  476.4442    6.0000    2.9998    2.9433    3.8381    2.3688    3.5384    0.6723  2.2710E+00     -0.0624  1.3758E-01
  476.4492    6.0000    2.9998    2.9427    3.8395    2.3698    3.5382    0.6725  2.2702E+00     -0.0624  1.3681E-01
  476.4542    6.0000    2.9998    2.9422    3.8409    2.3708    3.5381    0.6727  2.2695E+00     -0.0624  1.3604E-01
  476.4592    6.0000    2.9998    2.9416    3.8424    2.3719    3.5379    0.6729  2.2687E+00     -0.0624  1.3527E-01
  476.4642    6.0000    2.9998    2.9411    3.8438    2.3729    3.5378    0.6731  2.2680E+00     -0.0624  1.3450E-01
  476.4692    6.0000    2.9998    2.9405    3.8452    2.3739    3.5376    0.6733  2.2672E+00     -0.0624  1.3373E-01
  476.4742    6.0000    2.9998    2.9399    3.8466    2.3750    3.5375    0.6735  2.2664E+00     -0.0624  1.3296E-01
  476.4792    6.0000    2.9998    2.9394    3.8481    2.3760    3.5373    0.6737  2.2657E+00     -0.0624  1.3220E-01
  476.4842    6.0000    2.9998    2.9388    3.8495    2.3770    3.5371    0.6739  2.2649E+00     -0.0624  1.3143E-01
  476.4892    6.0000    2.9998    2.9382    3.8510    2.3781    3.5370    0.6741  2.2641E+00     -0.0624  1.3067E-01
  476.4942    6.0000    2.9998    2.9376    3.8524    2.3791    3.5368    0.6743  2.2633E+00     -0.0624  1.2991E-01
  476.4992    6.0000    2.9998    2.9371    3.8538    2.3802    3.5367    0.6745  2.2625E+00     -0.0624  1.2915E-01
  476.5042    6.0000    2.9998    2.9365    3.8553    2.3812    3.5365    0.6747  2.2617E+00     -0.0624  1.2839E-01
  476.5092    6.0000    2.9998    2.9359    3.8568    2.3823    3.5363    0.6749  2.2610E+00     -0.0624  1.2764E-01
  476.5142    6.0000    2.9998    2.9353    3.8582    2.3833    3.5362    0.6752  2.2602E+00     -0.0624  1.2688E-01
  476.5192    6.0000    2.9998    2.9347    3.8597    2.3844    3.5360    0.6754  2.2593E+00     -0.0624  1.2613E-01
  476.5242    6.0000    2.9998    2.9341    3.8612    2.3854    3.5358    0.6756  2.2585E+00     -0.0624  1.2538E-01
  476.5292    6.0000    2.9998    2.9335    3.8626    2.3865    3.5357    0.6758  2.2577E+00     -0.0624  1.2463E-01
  476.5342    6.0000    2.9998    2.9329    3.8641    2.3876    3.5355    0.6760  2.2569E+00     -0.0624  1.2388E-01
  476.5392    6.0000    2.9998    2.9323    3.8656    2.3886    3.5353    0.6762  2.2561E+00     -0.0624  1.2313E-01
  476.5442    6.0000    2.9998    2.9317    3.8671    2.3897    3.5352    0.6764  2.2553E+00     -0.0624  1.2239E-01
  476.5492    6.0000    2.9998    2.9311    3.8686    2.3908    3.5350    0.6766  2.2544E+00     -0.0624  1.2164E-01
  476.5542    6.0000    2.9998    2.9304    3.8701    2.3919    3.5348    0.6769  2.2536E+00     -0.0624  1.2090E-01
  476.5592    6.0000    2.9998    2.9298    3.8715    2.3929    3.5347    0.6771  2.2528E+00     -0.0624  1.2016E-01
  476.5642    6.0000    2.9998    2.9292    3.8730    2.3940    3.5345    0.6773  2.2519E+00     -0.0624  1.1942E-01
  476.5692    6.0000    2.9998    2.9286    3.8746    2.3951    3.5343    0.6775  2.2511E+00     -0.0624  1.1868E-01
  476.5742    6.0000    2.9998    2.9279    3.8761    2.3962    3.5342    0.6777  2.2502E+00     -0.0624  1.1794E-01
  476.5792    6.0000    2.9998    2.9273    3.8776    2.3973    3.5340    0.6779  2.2494E+00     -0.0624  1.1721E-01
