           6
   377.536926    
   379.787720    
   382.211243    
   473.381073    
   476.414154    
   477.568634    
 Tev(Myr)    type      Mo        Mt      log10(L)  log10(R) log10(Teff)  Mc        Menv              epoch      spin                                  
  379.6751    2.0000    2.9998    2.9998    2.0531    1.1412    3.7060    0.4254  4.4719E-01     -0.0584  6.9748E+01
  379.7877    2.0000    2.9998    2.9998    2.0393    1.1663    3.6899    0.4259  1.2867E+00     -0.0624  3.7460E+01
  379.7877    3.0000    2.9998    2.9998    2.0393    1.1663    3.6899    0.4259  1.2870E+00     -0.0624  3.7455E+01
  379.8199    3.0000    2.9998    2.9998    2.0448    1.1698    3.6896    0.4262  1.3030E+00     -0.0624  3.6780E+01
  379.8517    3.0000    2.9998    2.9998    2.0502    1.1733    3.6892    0.4265  1.3192E+00     -0.0624  3.6118E+01
  379.8832    3.0000    2.9998    2.9998    2.0557    1.1768    3.6888    0.4269  1.3354E+00     -0.0624  3.5468E+01
  379.9145    3.0000    2.9998    2.9998    2.0612    1.1803    3.6884    0.4272  1.3518E+00     -0.0624  3.4831E+01
  379.9453    3.0000    2.9998    2.9998    2.0666    1.1837    3.6881    0.4275  1.3682E+00     -0.0624  3.4206E+01
  379.9759    3.0000    2.9998    2.9998    2.0721    1.1872    3.6877    0.4278  1.3847E+00     -0.0624  3.3593E+01
  380.0062    3.0000    2.9998    2.9998    2.0775    1.1907    3.6873    0.4281  1.4013E+00     -0.0624  3.2992E+01
  380.0362    3.0000    2.9998    2.9998    2.0830    1.1942    3.6869    0.4284  1.4180E+00     -0.0624  3.2401E+01
  380.0659    3.0000    2.9998    2.9998    2.0884    1.1977    3.6865    0.4287  1.4348E+00     -0.0624  3.1823E+01
  380.0952    3.0000    2.9998    2.9998    2.0939    1.2012    3.6861    0.4290  1.4517E+00     -0.0624  3.1255E+01
  380.1243    3.0000    2.9998    2.9998    2.0994    1.2047    3.6857    0.4293  1.4687E+00     -0.0624  3.0697E+01
  380.1531    3.0000    2.9998    2.9998    2.1048    1.2082    3.6854    0.4296  1.4857E+00     -0.0624  3.0151E+01
  380.1816    3.0000    2.9998    2.9998    2.1103    1.2117    3.6850    0.4299  1.5028E+00     -0.0624  2.9614E+01
  380.2099    3.0000    2.9998    2.9998    2.1157    1.2152    3.6846    0.4302  1.5200E+00     -0.0624  2.9088E+01
  380.2378    3.0000    2.9998    2.9998    2.1212    1.2187    3.6842    0.4305  1.5372E+00     -0.0624  2.8571E+01
  380.2655    3.0000    2.9998    2.9998    2.1266    1.2223    3.6838    0.4307  1.5546E+00     -0.0624  2.8065E+01
  380.2928    3.0000    2.9998    2.9998    2.1321    1.2258    3.6834    0.4310  1.5720E+00     -0.0624  2.7567E+01
  380.3199    3.0000    2.9998    2.9997    2.1375    1.2293    3.6830    0.4313  1.5894E+00     -0.0624  2.7079E+01
  380.3468    3.0000    2.9998    2.9997    2.1430    1.2328    3.6826    0.4316  1.6069E+00     -0.0624  2.6600E+01
  380.3734    3.0000    2.9998    2.9997    2.1485    1.2363    3.6822    0.4318  1.6245E+00     -0.0624  2.6131E+01
  380.3997    3.0000    2.9998    2.9997    2.1539    1.2398    3.6818    0.4321  1.6421E+00     -0.0624  2.5669E+01
  380.4257    3.0000    2.9998    2.9997    2.1594    1.2434    3.6814    0.4324  1.6598E+00     -0.0624  2.5217E+01
  380.4515    3.0000    2.9998    2.9997    2.1648    1.2469    3.6810    0.4326  1.6776E+00     -0.0624  2.4773E+01
  380.4770    3.0000    2.9998    2.9997    2.1703    1.2504    3.6806    0.4329  1.6953E+00     -0.0624  2.4337E+01
  380.5023    3.0000    2.9998    2.9997    2.1757    1.2539    3.6802    0.4332  1.7131E+00     -0.0624  2.3909E+01
  380.5273    3.0000    2.9998    2.9997    2.1812    1.2575    3.6798    0.4334  1.7310E+00     -0.0624  2.3489E+01
  380.5521    3.0000    2.9998    2.9997    2.1866    1.2610    3.6794    0.4337  1.7488E+00     -0.0624  2.3077E+01
  380.5766    3.0000    2.9998    2.9997    2.1921    1.2645    3.6790    0.4339  1.7667E+00     -0.0624  2.2672E+01
  380.6009    3.0000    2.9998    2.9997    2.1976    1.2681    3.6786    0.4342  1.7847E+00     -0.0624  2.2275E+01
  380.6249    3.0000    2.9998    2.9997    2.2030    1.2716    3.6782    0.4344  1.8026E+00     -0.0624  2.1885E+01
  380.6487    3.0000    2.9998    2.9997    2.2085    1.2751    3.6778    0.4346  1.8205E+00     -0.0624  2.1502E+01
  380.6722    3.0000    2.9998    2.9997    2.2139    1.2787    3.6774    0.4349  1.8385E+00     -0.0624  2.1127E+01
  380.6956    3.0000    2.9998    2.9997    2.2194    1.2822    3.6770    0.4351  1.8564E+00     -0.0624  2.0758E+01
  380.7186    3.0000    2.9998    2.9997    2.2248    1.2858    3.6766    0.4354  1.8744E+00     -0.0624  2.0396E+01
  380.7415    3.0000    2.9998    2.9997    2.2303    1.2893    3.6762    0.4356  1.8923E+00     -0.0624  2.0040E+01
  380.7641    3.0000    2.9998    2.9997    2.2358    1.2928    3.6758    0.4358  1.9102E+00     -0.0624  1.9692E+01
  380.7865    3.0000    2.9998    2.9997    2.2412    1.2964    3.6754    0.4360  1.9281E+00     -0.0624  1.9349E+01
  380.8087    3.0000    2.9998    2.9997    2.2467    1.2999    3.6750    0.4363  1.9460E+00     -0.0624  1.9013E+01
  380.8306    3.0000    2.9998    2.9996    2.2521    1.3035    3.6746    0.4365  1.9638E+00     -0.0624  1.8683E+01
  380.8524    3.0000    2.9998    2.9996    2.2576    1.3071    3.6741    0.4367  1.9816E+00     -0.0624  1.8358E+01
  380.8739    3.0000    2.9998    2.9996    2.2630    1.3106    3.6737    0.4369  1.9993E+00     -0.0624  1.8040E+01
  380.8952    3.0000    2.9998    2.9996    2.2685    1.3142    3.6733    0.4371  2.0169E+00     -0.0624  1.7728E+01
  380.9163    3.0000    2.9998    2.9996    2.2739    1.3177    3.6729    0.4374  2.0345E+00     -0.0624  1.7421E+01
  380.9372    3.0000    2.9998    2.9996    2.2794    1.3213    3.6725    0.4376  2.0520E+00     -0.0624  1.7119E+01
  380.9578    3.0000    2.9998    2.9996    2.2849    1.3249    3.6721    0.4378  2.0695E+00     -0.0624  1.6824E+01
  380.9783    3.0000    2.9998    2.9996    2.2903    1.3284    3.6716    0.4380  2.0868E+00     -0.0624  1.6533E+01
  380.9985    3.0000    2.9998    2.9996    2.2958    1.3320    3.6712    0.4382  2.1041E+00     -0.0624  1.6248E+01
  381.0186    3.0000    2.9998    2.9996    2.3012    1.3356    3.6708    0.4384  2.1212E+00     -0.0624  1.5967E+01
  381.0385    3.0000    2.9998    2.9996    2.3067    1.3391    3.6704    0.4386  2.1382E+00     -0.0624  1.5692E+01
  381.0581    3.0000    2.9998    2.9996    2.3121    1.3427    3.6700    0.4388  2.1550E+00     -0.0624  1.5422E+01
  381.0775    3.0000    2.9998    2.9996    2.3176    1.3463    3.6695    0.4390  2.1718E+00     -0.0624  1.5157E+01
  381.0968    3.0000    2.9998    2.9996    2.3230    1.3498    3.6691    0.4392  2.1883E+00     -0.0624  1.4896E+01
  381.1159    3.0000    2.9998    2.9996    2.3285    1.3534    3.6687    0.4394  2.2047E+00     -0.0624  1.4640E+01
  381.1348    3.0000    2.9998    2.9996    2.3340    1.3570    3.6683    0.4396  2.2210E+00     -0.0624  1.4389E+01
  381.1535    3.0000    2.9998    2.9996    2.3394    1.3606    3.6678    0.4398  2.2370E+00     -0.0624  1.4142E+01
  381.1720    3.0000    2.9998    2.9996    2.3449    1.3642    3.6674    0.4400  2.2529E+00     -0.0624  1.3900E+01
  381.1903    3.0000    2.9998    2.9995    2.3503    1.3678    3.6670    0.4402  2.2685E+00     -0.0624  1.3661E+01
  381.2084    3.0000    2.9998    2.9995    2.3558    1.3713    3.6665    0.4403  2.2839E+00     -0.0624  1.3427E+01
  381.2264    3.0000    2.9998    2.9995    2.3612    1.3749    3.6661    0.4405  2.2990E+00     -0.0624  1.3198E+01
  381.2441    3.0000    2.9998    2.9995    2.3667    1.3785    3.6657    0.4407  2.3140E+00     -0.0624  1.2972E+01
  381.2617    3.0000    2.9998    2.9995    2.3722    1.3821    3.6653    0.4409  2.3286E+00     -0.0624  1.2750E+01
  381.2792    3.0000    2.9998    2.9995    2.3776    1.3857    3.6648    0.4411  2.3429E+00     -0.0624  1.2533E+01
  381.2964    3.0000    2.9998    2.9995    2.3831    1.3893    3.6644    0.4412  2.3570E+00     -0.0624  1.2319E+01
  381.3135    3.0000    2.9998    2.9995    2.3885    1.3929    3.6640    0.4414  2.3707E+00     -0.0624  1.2108E+01
  381.3304    3.0000    2.9998    2.9995    2.3940    1.3965    3.6635    0.4416  2.3841E+00     -0.0624  1.1902E+01
  381.3471    3.0000    2.9998    2.9995    2.3994    1.4001    3.6631    0.4417  2.3972E+00     -0.0624  1.1699E+01
  381.3637    3.0000    2.9998    2.9995    2.4049    1.4037    3.6626    0.4419  2.4099E+00     -0.0624  1.1500E+01
  381.3801    3.0000    2.9998    2.9995    2.4103    1.4073    3.6622    0.4421  2.4222E+00     -0.0624  1.1304E+01
  381.3963    3.0000    2.9998    2.9995    2.4158    1.4109    3.6618    0.4422  2.4341E+00     -0.0624  1.1112E+01
  381.4124    3.0000    2.9998    2.9995    2.4213    1.4145    3.6613    0.4424  2.4456E+00     -0.0624  1.0923E+01
  381.4283    3.0000    2.9998    2.9995    2.4267    1.4181    3.6609    0.4426  2.4566E+00     -0.0624  1.0738E+01
  381.4441    3.0000    2.9998    2.9994    2.4322    1.4217    3.6604    0.4427  2.4672E+00     -0.0624  1.0555E+01
  381.4597    3.0000    2.9998    2.9994    2.4376    1.4253    3.6600    0.4429  2.4773E+00     -0.0624  1.0376E+01
  381.4751    3.0000    2.9998    2.9994    2.4431    1.4290    3.6596    0.4430  2.4869E+00     -0.0624  1.0200E+01
  381.4904    3.0000    2.9998    2.9994    2.4485    1.4326    3.6591    0.4432  2.4959E+00     -0.0624  1.0027E+01
  381.5056    3.0000    2.9998    2.9994    2.4540    1.4362    3.6587    0.4434  2.5045E+00     -0.0624  9.8575E+00
  381.5205    3.0000    2.9998    2.9994    2.4594    1.4398    3.6582    0.4435  2.5124E+00     -0.0624  9.6906E+00
  381.5354    3.0000    2.9998    2.9994    2.4649    1.4434    3.6578    0.4437  2.5197E+00     -0.0624  9.5266E+00
  381.5500    3.0000    2.9998    2.9994    2.4704    1.4471    3.6573    0.4438  2.5264E+00     -0.0624  9.3654E+00
  381.5646    3.0000    2.9998    2.9994    2.4758    1.4507    3.6569    0.4440  2.5325E+00     -0.0624  9.2071E+00
  381.5790    3.0000    2.9998    2.9994    2.4813    1.4543    3.6564    0.4441  2.5379E+00     -0.0624  9.0515E+00
  381.5932    3.0000    2.9998    2.9994    2.4867    1.4579    3.6560    0.4443  2.5425E+00     -0.0624  8.8986E+00
  381.6073    3.0000    2.9998    2.9994    2.4922    1.4616    3.6555    0.4444  2.5465E+00     -0.0624  8.7484E+00
  381.6213    3.0000    2.9998    2.9993    2.4976    1.4652    3.6551    0.4445  2.5496E+00     -0.0624  8.6007E+00
  381.6351    3.0000    2.9998    2.9993    2.5031    1.4688    3.6546    0.4447  2.5520E+00     -0.0624  8.4557E+00
  381.6488    3.0000    2.9998    2.9993    2.5086    1.4725    3.6542    0.4448  2.5536E+00     -0.0624  8.3131E+00
  381.6624    3.0000    2.9998    2.9993    2.5140    1.4761    3.6537    0.4450  2.5543E+00     -0.0624  8.1730E+00
  381.6758    3.0000    2.9998    2.9993    2.5195    1.4797    3.6533    0.4451  2.5542E+00     -0.0624  8.0353E+00
  381.6891    3.0000    2.9998    2.9993    2.5249    1.4834    3.6528    0.4452  2.5541E+00     -0.0624  7.9000E+00
  381.7022    3.0000    2.9998    2.9993    2.5304    1.4870    3.6524    0.4454  2.5539E+00     -0.0624  7.7670E+00
  381.7152    3.0000    2.9998    2.9993    2.5358    1.4907    3.6519    0.4455  2.5538E+00     -0.0624  7.6364E+00
  381.7281    3.0000    2.9998    2.9993    2.5413    1.4943    3.6514    0.4456  2.5537E+00     -0.0624  7.5079E+00
  381.7409    3.0000    2.9998    2.9993    2.5467    1.4979    3.6510    0.4458  2.5535E+00     -0.0624  7.3817E+00
  381.7535    3.0000    2.9998    2.9993    2.5522    1.5016    3.6505    0.4459  2.5534E+00     -0.0624  7.2577E+00
  381.7660    3.0000    2.9998    2.9993    2.5577    1.5052    3.6501    0.4460  2.5532E+00     -0.0624  7.1358E+00
  381.7784    3.0000    2.9998    2.9992    2.5631    1.5089    3.6496    0.4461  2.5531E+00     -0.0624  7.0160E+00
  381.7906    3.0000    2.9998    2.9992    2.5686    1.5125    3.6491    0.4463  2.5530E+00     -0.0624  6.8982E+00
  381.8028    3.0000    2.9998    2.9992    2.5740    1.5162    3.6487    0.4464  2.5528E+00     -0.0624  6.7825E+00
  381.8148    3.0000    2.9998    2.9992    2.5795    1.5199    3.6482    0.4465  2.5527E+00     -0.0624  6.6687E+00
  381.8267    3.0000    2.9998    2.9992    2.5849    1.5235    3.6477    0.4466  2.5526E+00     -0.0624  6.5569E+00
  381.8385    3.0000    2.9998    2.9992    2.5904    1.5272    3.6473    0.4467  2.5524E+00     -0.0624  6.4470E+00
  381.8501    3.0000    2.9998    2.9992    2.5958    1.5308    3.6468    0.4469  2.5523E+00     -0.0624  6.3390E+00
  381.8617    3.0000    2.9998    2.9992    2.6013    1.5345    3.6464    0.4470  2.5522E+00     -0.0624  6.2328E+00
  381.8731    3.0000    2.9998    2.9992    2.6068    1.5382    3.6459    0.4471  2.5521E+00     -0.0624  6.1284E+00
  381.8844    3.0000    2.9998    2.9992    2.6122    1.5418    3.6454    0.4472  2.5519E+00     -0.0624  6.0258E+00
  381.8956    3.0000    2.9998    2.9991    2.6177    1.5455    3.6449    0.4473  2.5518E+00     -0.0624  5.9250E+00
  381.9066    3.0000    2.9998    2.9991    2.6231    1.5492    3.6445    0.4474  2.5517E+00     -0.0624  5.8259E+00
  381.9176    3.0000    2.9998    2.9991    2.6286    1.5528    3.6440    0.4476  2.5516E+00     -0.0624  5.7285E+00
  381.9285    3.0000    2.9998    2.9991    2.6340    1.5565    3.6435    0.4477  2.5514E+00     -0.0624  5.6327E+00
  381.9392    3.0000    2.9998    2.9991    2.6395    1.5602    3.6431    0.4478  2.5513E+00     -0.0624  5.5386E+00
  381.9499    3.0000    2.9998    2.9991    2.6450    1.5638    3.6426    0.4479  2.5512E+00     -0.0624  5.4460E+00
  381.9604    3.0000    2.9998    2.9991    2.6504    1.5675    3.6421    0.4480  2.5511E+00     -0.0624  5.3550E+00
  381.9709    3.0000    2.9998    2.9991    2.6559    1.5712    3.6416    0.4481  2.5510E+00     -0.0624  5.2656E+00
  381.9812    3.0000    2.9998    2.9991    2.6613    1.5749    3.6412    0.4482  2.5509E+00     -0.0624  5.1777E+00
  381.9914    3.0000    2.9998    2.9990    2.6668    1.5785    3.6407    0.4483  2.5507E+00     -0.0624  5.0913E+00
  382.0016    3.0000    2.9998    2.9990    2.6722    1.5822    3.6402    0.4484  2.5506E+00     -0.0624  5.0063E+00
  382.0116    3.0000    2.9998    2.9990    2.6777    1.5859    3.6397    0.4485  2.5505E+00     -0.0624  4.9228E+00
  382.0215    3.0000    2.9998    2.9990    2.6831    1.5896    3.6393    0.4486  2.5504E+00     -0.0624  4.8407E+00
  382.0313    3.0000    2.9998    2.9990    2.6886    1.5933    3.6388    0.4487  2.5503E+00     -0.0624  4.7600E+00
  382.0410    3.0000    2.9998    2.9990    2.6941    1.5970    3.6383    0.4488  2.5502E+00     -0.0624  4.6806E+00
  382.0507    3.0000    2.9998    2.9990    2.6995    1.6007    3.6378    0.4489  2.5501E+00     -0.0624  4.6026E+00
  382.0602    3.0000    2.9998    2.9990    2.7050    1.6044    3.6373    0.4490  2.5500E+00     -0.0624  4.5259E+00
  382.0696    3.0000    2.9998    2.9989    2.7104    1.6080    3.6369    0.4491  2.5498E+00     -0.0624  4.4505E+00
  382.0790    3.0000    2.9998    2.9989    2.7159    1.6117    3.6364    0.4492  2.5497E+00     -0.0624  4.3764E+00
  382.0882    3.0000    2.9998    2.9989    2.7213    1.6154    3.6359    0.4493  2.5496E+00     -0.0624  4.3035E+00
  382.0974    3.0000    2.9998    2.9989    2.7268    1.6191    3.6354    0.4494  2.5495E+00     -0.0624  4.2319E+00
  382.1065    3.0000    2.9998    2.9989    2.7322    1.6228    3.6349    0.4495  2.5494E+00     -0.0624  4.1614E+00
  382.1154    3.0000    2.9998    2.9989    2.7377    1.6265    3.6344    0.4496  2.5493E+00     -0.0624  4.0922E+00
  382.1243    3.0000    2.9998    2.9989    2.7432    1.6302    3.6339    0.4497  2.5492E+00     -0.0624  4.0241E+00
  382.1331    3.0000    2.9998    2.9988    2.7486    1.6339    3.6335    0.4497  2.5491E+00     -0.0624  3.9571E+00
  382.1418    3.0000    2.9998    2.9988    2.7541    1.6376    3.6330    0.4498  2.5490E+00     -0.0624  3.8913E+00
  382.1505    3.0000    2.9998    2.9988    2.7595    1.6413    3.6325    0.4499  2.5489E+00     -0.0624  3.8266E+00
  382.1590    3.0000    2.9998    2.9988    2.7650    1.6451    3.6320    0.4500  2.5488E+00     -0.0624  3.7629E+00
  382.1674    3.0000    2.9998    2.9988    2.7704    1.6488    3.6315    0.4501  2.5487E+00     -0.0624  3.7004E+00
  382.1758    3.0000    2.9998    2.9988    2.7759    1.6525    3.6310    0.4502  2.5486E+00     -0.0624  3.6389E+00
  382.1841    3.0000    2.9998    2.9988    2.7814    1.6562    3.6305    0.4503  2.5485E+00     -0.0624  3.5784E+00
  382.1923    3.0000    2.9998    2.9987    2.7868    1.6599    3.6300    0.4503  2.5484E+00     -0.0624  3.5189E+00
  382.2004    3.0000    2.9998    2.9987    2.7923    1.6636    3.6295    0.4504  2.5483E+00     -0.0624  3.4604E+00
  382.2084    3.0000    2.9998    2.9987    2.7977    1.6673    3.6290    0.4505  2.5482E+00     -0.0624  3.4029E+00
  382.2112    4.0000    2.9998    2.9987    2.7996    1.6686    3.6289    0.4505  2.5482E+00     -0.0624  3.3829E+00
  382.7859    4.0000    2.9998    2.9976    2.7363    1.6257    3.6345    0.4519  2.5457E+00     -0.0624  4.1055E+00
  383.3994    4.0000    2.9998    2.9966    2.6732    1.5830    3.6401    0.4534  2.5432E+00     -0.0624  4.9843E+00
  384.0592    4.0000    2.9998    2.9958    2.6102    1.5406    3.6455    0.4550  2.5408E+00     -0.0624  6.0533E+00
  384.7748    4.0000    2.9998    2.9952    2.5474    1.4986    3.6508    0.4567  2.5384E+00     -0.0624  7.3541E+00
  385.5593    4.0000    2.9998    2.9946    2.4849    1.4570    3.6560    0.4586  2.5360E+00     -0.0624  8.9366E+00
  386.4710    4.0000    2.9998    2.9941    2.4202    1.4141    3.6613    0.4608  2.5332E+00     -0.0624  1.0951E+01
  387.3827    4.0000    2.9998    2.9936    2.3635    1.3767    3.6658    0.4630  2.5306E+00     -0.0624  1.3104E+01
  388.2944    4.0000    2.9998    2.9933    2.3142    1.3444    3.6696    0.4653  2.5280E+00     -0.0624  1.5334E+01
  389.2061    4.0000    2.9998    2.9930    2.2719    1.3168    3.6729    0.4675  2.5256E+00     -0.0624  1.7567E+01
  390.1178    4.0000    2.9998    2.9928    2.2360    1.2934    3.6756    0.4697  2.5231E+00     -0.0624  1.9731E+01
  391.0295    4.0000    2.9998    2.9926    2.2060    1.2739    3.6778    0.4719  2.5207E+00     -0.0624  2.1758E+01
  391.9412    4.0000    2.9998    2.9924    2.1813    1.2580    3.6796    0.4741  2.5183E+00     -0.0624  2.3589E+01
  392.8529    4.0000    2.9998    2.9922    2.1615    1.2452    3.6811    0.4763  2.5160E+00     -0.0624  2.5183E+01
  393.7646    4.0000    2.9998    2.9921    2.1460    1.2352    3.6822    0.4785  2.5136E+00     -0.0624  2.6514E+01
  394.6763    4.0000    2.9998    2.9919    2.1343    1.2276    3.6830    0.4807  2.5112E+00     -0.0624  2.7574E+01
  395.5880    4.0000    2.9998    2.9918    2.1258    1.2222    3.6836    0.4829  2.5089E+00     -0.0624  2.8374E+01
  396.4997    4.0000    2.9998    2.9917    2.1200    1.2185    3.6840    0.4851  2.5065E+00     -0.0624  2.8938E+01
  397.4114    4.0000    2.9998    2.9915    2.1164    1.2162    3.6843    0.4873  2.5042E+00     -0.0624  2.9300E+01
  398.3231    4.0000    2.9998    2.9914    2.1145    1.2150    3.6844    0.4895  2.5019E+00     -0.0624  2.9503E+01
  399.2348    4.0000    2.9998    2.9913    2.1138    1.2145    3.6845    0.4917  2.4995E+00     -0.0624  2.9596E+01
  400.1465    4.0000    2.9998    2.9911    2.1136    1.2144    3.6845    0.4939  2.4972E+00     -0.0624  2.9629E+01
  401.0582    4.0000    2.9998    2.9910    2.1136    1.2144    3.6845    0.4961  2.2166E+00     -0.0624  3.1491E+01
  401.9699    4.0000    2.9998    2.9909    2.1137    1.2144    3.6845    0.4983  1.9175E+00     -0.0624  3.3881E+01
  402.8816    4.0000    2.9998    2.9907    2.1137    1.2144    3.6845    0.5005  1.6559E+00     -0.0624  3.6444E+01
  403.7933    4.0000    2.9998    2.9906    2.1139    1.2145    3.6845    0.5027  1.4276E+00     -0.0624  3.9186E+01
  404.7050    4.0000    2.9998    2.9905    2.1140    1.2145    3.6845    0.5050  1.2287E+00     -0.0624  4.2113E+01
  405.6167    4.0000    2.9998    2.9904    2.1143    1.2146    3.6846    0.5072  1.0557E+00     -0.0624  4.5229E+01
  406.5284    4.0000    2.9998    2.9902    2.1146    1.2146    3.6846    0.5094  9.0559E-01     -0.0624  4.8538E+01
  407.4401    4.0000    2.9998    2.9901    2.1149    1.2147    3.6846    0.5116  7.7557E-01     -0.0624  5.2040E+01
  408.3517    4.0000    2.9998    2.9900    2.1154    1.2148    3.6847    0.5138  6.6319E-01     -0.0624  5.5733E+01
  409.2635    4.0000    2.9998    2.9898    2.1159    1.2150    3.6848    0.5160  5.6623E-01     -0.0624  5.9613E+01
  410.1751    4.0000    2.9998    2.9897    2.1166    1.2152    3.6848    0.5182  4.8275E-01     -0.0624  6.3673E+01
  411.0869    4.0000    2.9998    2.9896    2.1173    1.2154    3.6849    0.5204  4.1102E-01     -0.0624  6.7901E+01
