           6
   104.171310    
   104.601578    
   104.849945    
   120.358749    
   121.142197    
   121.768318    
 Tev(Myr)    type      Mo        Mt      log10(L)  log10(R) log10(Teff)  Mc        Menv              epoch      spin                                  
  114.9307    4.0000    4.9918    4.9506    3.1739    1.7736    3.6699    1.0730  2.6766E-01     -0.2520  1.3349E+01
  115.0857    4.0000    4.9918    4.9500    3.1779    1.7754    3.6700    1.0762  2.5573E-01     -0.2520  1.3425E+01
  115.2408    4.0000    4.9918    4.9495    3.1819    1.7773    3.6701    1.0795  2.4583E-01     -0.2520  1.3463E+01
  115.3959    4.0000    4.9918    4.9489    3.1859    1.7793    3.6701    1.0827  2.3784E-01     -0.2520  1.3463E+01
  115.5510    4.0000    4.9918    4.9483    3.1899    1.7814    3.6700    1.0860  2.3166E-01     -0.2520  1.3423E+01
  115.7061    4.0000    4.9918    4.9477    3.1940    1.7837    3.6699    1.0892  2.2723E-01     -0.2520  1.3344E+01
  115.8612    4.0000    4.9918    4.9471    3.1980    1.7861    3.6697    1.0925  2.2450E-01     -0.2520  1.3224E+01
  116.0163    4.0000    4.9918    4.9465    3.2020    1.7886    3.6695    1.0957  2.2348E-01     -0.2520  1.3064E+01
  116.1714    4.0000    4.9918    4.9459    3.2060    1.7913    3.6691    1.0990  2.2416E-01     -0.2520  1.2865E+01
  116.3265    4.0000    4.9918    4.9453    3.2101    1.7941    3.6687    1.1022  2.2662E-01     -0.2520  1.2627E+01
  116.4815    4.0000    4.9918    4.9447    3.2141    1.7970    3.6683    1.1055  2.3093E-01     -0.2520  1.2352E+01
  116.6366    4.0000    4.9918    4.9440    3.2181    1.8002    3.6677    1.1087  2.3723E-01     -0.2520  1.2040E+01
  116.7917    4.0000    4.9918    4.9434    3.2221    1.8034    3.6671    1.1120  2.4569E-01     -0.2520  1.1695E+01
  116.9468    4.0000    4.9918    4.9427    3.2261    1.8069    3.6664    1.1152  2.5652E-01     -0.2520  1.1319E+01
  117.1019    4.0000    4.9918    4.9420    3.2302    1.8105    3.6656    1.1185  2.7001E-01     -0.2520  1.0913E+01
  117.2570    4.0000    4.9918    4.9413    3.2342    1.8142    3.6647    1.1217  2.8651E-01     -0.2520  1.0480E+01
  117.4121    4.0000    4.9918    4.9406    3.2382    1.8182    3.6637    1.1250  3.0646E-01     -0.2520  1.0025E+01
  117.5672    4.0000    4.9918    4.9399    3.2422    1.8223    3.6627    1.1282  3.3038E-01     -0.2520  9.5502E+00
  117.7222    4.0000    4.9918    4.9392    3.2463    1.8266    3.6615    1.1315  3.5892E-01     -0.2520  9.0596E+00
  117.8773    4.0000    4.9918    4.9384    3.2503    1.8310    3.6603    1.1347  3.9287E-01     -0.2520  8.5571E+00
  118.0324    4.0000    4.9918    4.9377    3.2543    1.8357    3.6590    1.1380  4.3318E-01     -0.2520  8.0469E+00
  118.1875    4.0000    4.9918    4.9369    3.2583    1.8406    3.6576    1.1412  4.8102E-01     -0.2520  7.5331E+00
  118.3426    4.0000    4.9918    4.9361    3.2623    1.8456    3.6561    1.1445  5.3779E-01     -0.2520  7.0200E+00
  118.4977    4.0000    4.9918    4.9353    3.2664    1.8509    3.6544    1.1477  6.0523E-01     -0.2520  6.5115E+00
  118.6528    4.0000    4.9918    4.9345    3.2704    1.8563    3.6527    1.1510  6.8539E-01     -0.2520  6.0117E+00
  118.8079    4.0000    4.9918    4.9337    3.2744    1.8620    3.6509    1.1542  7.8083E-01     -0.2520  5.5242E+00
  118.9630    4.0000    4.9918    4.9328    3.2784    1.8678    3.6490    1.1575  8.9461E-01     -0.2520  5.0523E+00
  119.1180    4.0000    4.9918    4.9319    3.2824    1.8739    3.6469    1.1607  1.0305E+00     -0.2520  4.5992E+00
  119.2731    4.0000    4.9918    4.9310    3.2865    1.8802    3.6448    1.1640  1.1930E+00     -0.2520  4.1672E+00
  119.4282    4.0000    4.9918    4.9301    3.2905    1.8867    3.6425    1.1672  1.3878E+00     -0.2520  3.7585E+00
  119.5833    4.0000    4.9918    4.9291    3.2945    1.8935    3.6402    1.1705  1.6215E+00     -0.2520  3.3745E+00
  119.7384    4.0000    4.9918    4.9282    3.2985    1.9005    3.6377    1.1737  1.9025E+00     -0.2520  3.0164E+00
  119.8935    4.0000    4.9918    4.9272    3.3025    1.9077    3.6351    1.1770  2.2409E+00     -0.2520  2.6846E+00
  120.0486    4.0000    4.9918    4.9262    3.3065    1.9151    3.6323    1.1802  2.6489E+00     -0.2520  2.3793E+00
  120.2037    4.0000    4.9918    4.9251    3.3105    1.9228    3.6295    1.1835  3.1415E+00     -0.2520  2.1001E+00
  120.3587    4.0000    4.9918    4.9240    3.3145    1.9307    3.6265    1.1867  3.7373E+00     -0.2520  1.8465E+00
  120.3587    5.0000    4.9918    4.9240    3.3146    1.9307    3.6265    1.1867  3.7373E+00     -0.2520  1.8464E+00
  120.3777    5.0000    4.9918    4.9239    3.3255    1.9383    3.6255    1.1867  3.7372E+00     -0.2520  1.7814E+00
  120.3962    5.0000    4.9918    4.9238    3.3365    1.9458    3.6245    1.1867  3.7370E+00     -0.2520  1.7188E+00
  120.4144    5.0000    4.9918    4.9236    3.3475    1.9533    3.6235    1.1867  3.7369E+00     -0.2520  1.6584E+00
  120.4322    5.0000    4.9918    4.9235    3.3584    1.9608    3.6225    1.1867  3.7367E+00     -0.2520  1.6003E+00
  120.4496    5.0000    4.9918    4.9233    3.3694    1.9684    3.6214    1.1867  3.7366E+00     -0.2520  1.5442E+00
  120.4667    5.0000    4.9918    4.9232    3.3804    1.9759    3.6204    1.1867  3.7364E+00     -0.2520  1.4901E+00
  120.4835    5.0000    4.9918    4.9230    3.3913    1.9835    3.6194    1.1867  3.7363E+00     -0.2520  1.4380E+00
  120.4999    5.0000    4.9918    4.9229    3.4023    1.9910    3.6183    1.1867  3.7361E+00     -0.2520  1.3878E+00
  120.5160    5.0000    4.9918    4.9227    3.4133    1.9986    3.6173    1.1867  3.7360E+00     -0.2520  1.3394E+00
  120.5317    5.0000    4.9918    4.9225    3.4242    2.0061    3.6163    1.1867  3.7358E+00     -0.2520  1.2927E+00
  120.5472    5.0000    4.9918    4.9224    3.4352    2.0137    3.6152    1.1867  3.7356E+00     -0.2520  1.2477E+00
  120.5623    5.0000    4.9918    4.9222    3.4462    2.0213    3.6142    1.1867  3.7354E+00     -0.2520  1.2042E+00
  120.5772    5.0000    4.9918    4.9220    3.4571    2.0288    3.6131    1.1867  3.7353E+00     -0.2520  1.1623E+00
  120.5917    5.0000    4.9918    4.9218    3.4681    2.0364    3.6121    1.1867  3.7351E+00     -0.2520  1.1219E+00
  120.6060    5.0000    4.9918    4.9216    3.4791    2.0440    3.6110    1.1867  3.7349E+00     -0.2520  1.0830E+00
  120.6200    5.0000    4.9918    4.9215    3.4900    2.0516    3.6100    1.1867  3.7347E+00     -0.2520  1.0454E+00
  120.6337    5.0000    4.9918    4.9213    3.5010    2.0592    3.6089    1.1867  3.7345E+00     -0.2520  1.0091E+00
  120.6471    5.0000    4.9918    4.9211    3.5120    2.0667    3.6079    1.1867  3.7343E+00     -0.2520  9.7414E-01
  120.6602    5.0000    4.9918    4.9209    3.5229    2.0743    3.6068    1.1867  3.7341E+00     -0.2520  9.4038E-01
  120.6731    5.0000    4.9918    4.9207    3.5339    2.0819    3.6058    1.1867  3.7339E+00     -0.2520  9.0781E-01
  120.6857    5.0000    4.9918    4.9204    3.5449    2.0896    3.6047    1.1867  3.7337E+00     -0.2520  8.7637E-01
  120.6981    5.0000    4.9918    4.9202    3.5558    2.0972    3.6036    1.1867  3.7335E+00     -0.2520  8.4604E-01
  120.7102    5.0000    4.9918    4.9200    3.5668    2.1048    3.6026    1.1867  3.7333E+00     -0.2520  8.1676E-01
  120.7221    5.0000    4.9918    4.9198    3.5778    2.1124    3.6015    1.1867  3.7330E+00     -0.2520  7.8850E-01
  120.7338    5.0000    4.9918    4.9195    3.5887    2.1200    3.6005    1.1867  3.7328E+00     -0.2520  7.6123E-01
  120.7452    5.0000    4.9918    4.9193    3.5997    2.1276    3.5994    1.1867  3.7326E+00     -0.2520  7.3489E-01
  120.7564    5.0000    4.9918    4.9191    3.6107    2.1353    3.5983    1.1867  3.7323E+00     -0.2520  7.0948E-01
  120.7673    5.0000    4.9918    4.9188    3.6216    2.1429    3.5972    1.1867  3.7321E+00     -0.2520  6.8494E-01
  120.7781    5.0000    4.9918    4.9186    3.6326    2.1505    3.5962    1.1867  3.7318E+00     -0.2520  6.6124E-01
  120.7886    5.0000    4.9918    4.9183    3.6436    2.1582    3.5951    1.1867  3.7316E+00     -0.2520  6.3837E-01
  120.7989    5.0000    4.9918    4.9180    3.6545    2.1658    3.5940    1.1867  3.7313E+00     -0.2520  6.1627E-01
  120.8090    5.0000    4.9918    4.9178    3.6655    2.1735    3.5929    1.1867  3.7310E+00     -0.2520  5.9494E-01
  120.8189    5.0000    4.9918    4.9175    3.6765    2.1811    3.5918    1.1867  3.7307E+00     -0.2520  5.7434E-01
  120.8286    5.0000    4.9918    4.9172    3.6874    2.1888    3.5907    1.1867  3.7305E+00     -0.2520  5.5444E-01
  120.8382    5.0000    4.9918    4.9169    3.6984    2.1964    3.5897    1.1867  3.7302E+00     -0.2520  5.3523E-01
  120.8475    5.0000    4.9918    4.9166    3.7094    2.2041    3.5886    1.1867  3.7299E+00     -0.2520  5.1667E-01
  120.8566    5.0000    4.9918    4.9163    3.7203    2.2117    3.5875    1.1867  3.7296E+00     -0.2520  4.9874E-01
  120.8656    5.0000    4.9918    4.9160    3.7313    2.2194    3.5864    1.1867  3.7293E+00     -0.2520  4.8142E-01
  120.8744    5.0000    4.9918    4.9157    3.7423    2.2271    3.5853    1.1867  3.7289E+00     -0.2520  4.6468E-01
  120.8830    5.0000    4.9918    4.9154    3.7533    2.2348    3.5842    1.1867  3.7286E+00     -0.2520  4.4852E-01
  120.8914    5.0000    4.9918    4.9150    3.7642    2.2424    3.5831    1.1867  3.7283E+00     -0.2520  4.3290E-01
  120.8997    5.0000    4.9918    4.9147    3.7752    2.2501    3.5820    1.1867  3.7279E+00     -0.2520  4.1781E-01
  120.9077    5.0000    4.9918    4.9143    3.7862    2.2578    3.5809    1.1867  3.7276E+00     -0.2520  4.0322E-01
  120.9157    5.0000    4.9918    4.9140    3.7971    2.2655    3.5798    1.1867  3.7272E+00     -0.2520  3.8913E-01
  120.9235    5.0000    4.9918    4.9136    3.8081    2.2732    3.5787    1.1867  3.7269E+00     -0.2520  3.7551E-01
  120.9311    5.0000    4.9918    4.9132    3.8191    2.2809    3.5776    1.1867  3.7265E+00     -0.2520  3.6235E-01
  120.9385    5.0000    4.9918    4.9128    3.8300    2.2886    3.5765    1.1867  3.7261E+00     -0.2520  3.4963E-01
  120.9459    5.0000    4.9918    4.9125    3.8410    2.2963    3.5754    1.1867  3.7257E+00     -0.2520  3.3733E-01
  120.9530    5.0000    4.9918    4.9121    3.8520    2.3040    3.5742    1.1867  3.7253E+00     -0.2520  3.2545E-01
  120.9601    5.0000    4.9918    4.9116    3.8629    2.3117    3.5731    1.1867  3.7249E+00     -0.2520  3.1396E-01
  120.9670    5.0000    4.9918    4.9112    3.8739    2.3195    3.5720    1.1867  3.7245E+00     -0.2520  3.0285E-01
  120.9737    5.0000    4.9918    4.9108    3.8849    2.3272    3.5709    1.1867  3.7241E+00     -0.2520  2.9212E-01
  120.9803    5.0000    4.9918    4.9104    3.8958    2.3349    3.5698    1.1867  3.7236E+00     -0.2520  2.8173E-01
  120.9868    5.0000    4.9918    4.9099    3.9068    2.3426    3.5687    1.1867  3.7232E+00     -0.2520  2.7169E-01
  120.9932    5.0000    4.9918    4.9094    3.9178    2.3503    3.5675    1.1867  3.7227E+00     -0.2520  2.6199E-01
  120.9994    5.0000    4.9918    4.9090    3.9287    2.3581    3.5664    1.1867  3.7222E+00     -0.2520  2.5260E-01
  121.0055    5.0000    4.9918    4.9085    3.9397    2.3658    3.5653    1.1867  3.7218E+00     -0.2520  2.4352E-01
  121.0115    5.0000    4.9918    4.9080    3.9507    2.3736    3.5642    1.1867  3.7213E+00     -0.2520  2.3474E-01
  121.0173    5.0000    4.9918    4.9075    3.9616    2.3813    3.5630    1.1867  3.7208E+00     -0.2520  2.2624E-01
  121.0231    5.0000    4.9918    4.9070    3.9726    2.3890    3.5619    1.1867  3.7202E+00     -0.2520  2.1801E-01
  121.0287    5.0000    4.9918    4.9065    3.9836    2.3968    3.5608    1.1867  3.7197E+00     -0.2520  2.1004E-01
  121.0342    5.0000    4.9918    4.9059    3.9945    2.4046    3.5596    1.1867  3.7192E+00     -0.2520  2.0232E-01
  121.0396    5.0000    4.9918    4.9054    4.0055    2.4123    3.5585    1.1867  3.7186E+00     -0.2520  1.9482E-01
  121.0449    5.0000    4.9918    4.9048    4.0165    2.4201    3.5574    1.1867  3.7181E+00     -0.2520  1.8752E-01
  121.0501    5.0000    4.9918    4.9042    4.0274    2.4278    3.5562    1.1867  3.7175E+00     -0.2520  1.8039E-01
  121.0552    5.0000    4.9918    4.9036    4.0384    2.4356    3.5551    1.1867  3.7169E+00     -0.2520  1.7335E-01
  121.0602    5.0000    4.9918    4.9030    4.0494    2.4434    3.5539    1.1867  3.7163E+00     -0.2520  1.6632E-01
  121.0651    5.0000    4.9918    4.9024    4.0603    2.4511    3.5528    1.1867  3.7157E+00     -0.2520  1.5911E-01
  121.0698    5.0000    4.9918    4.9018    4.0713    2.4589    3.5516    1.1867  3.7150E+00     -0.2520  1.5143E-01
  121.0745    5.0000    4.9918    4.9011    4.0823    2.4667    3.5505    1.1867  3.7144E+00     -0.2520  1.4322E-01
  121.0791    5.0000    4.9918    4.9005    4.0932    2.4745    3.5493    1.1867  3.7137E+00     -0.2520  1.3766E-01
  121.0836    5.0000    4.9918    4.8998    4.1042    2.4823    3.5482    1.1867  3.7130E+00     -0.2520  1.3229E-01
  121.0881    5.0000    4.9918    4.8991    4.1152    2.4901    3.5470    1.1867  3.7123E+00     -0.2520  1.2710E-01
  121.0924    5.0000    4.9918    4.8984    4.1261    2.4978    3.5459    1.1867  3.7116E+00     -0.2520  1.2209E-01
  121.0966    5.0000    4.9918    4.8976    4.1371    2.5056    3.5447    1.1867  3.7109E+00     -0.2520  1.1724E-01
  121.1008    5.0000    4.9918    4.8969    4.1481    2.5134    3.5436    1.1867  3.7102E+00     -0.2520  1.1256E-01
  121.1049    5.0000    4.9918    4.8961    4.1590    2.5212    3.5424    1.1867  3.7094E+00     -0.2520  1.0804E-01
  121.1089    5.0000    4.9918    4.8954    4.1700    2.5290    3.5412    1.1867  3.7086E+00     -0.2520  1.0368E-01
  121.1128    5.0000    4.9918    4.8945    4.1810    2.5369    3.5401    1.1867  3.7078E+00     -0.2520  9.9460E-02
  121.1166    5.0000    4.9918    4.8937    4.1919    2.5447    3.5389    1.1867  3.7070E+00     -0.2520  9.5389E-02
  121.1204    5.0000    4.9918    4.8929    4.2029    2.5525    3.5378    1.1867  3.7061E+00     -0.2520  9.1459E-02
  121.1240    5.0000    4.9918    4.8920    4.2139    2.5603    3.5366    1.1867  3.7053E+00     -0.2520  8.7665E-02
  121.1276    5.0000    4.9918    4.8911    4.2248    2.5681    3.5354    1.1867  3.7044E+00     -0.2520  8.4004E-02
  121.1312    5.0000    4.9918    4.8902    4.2358    2.5759    3.5343    1.1867  3.7035E+00     -0.2520  8.0471E-02
  121.1347    5.0000    4.9918    4.8893    4.2468    2.5838    3.5331    1.1867  3.7025E+00     -0.2520  7.7064E-02
  121.1380    5.0000    4.9918    4.8883    4.2578    2.5916    3.5319    1.1867  3.7016E+00     -0.2520  7.3777E-02
  121.1414    5.0000    4.9918    4.8873    4.2687    2.5994    3.5307    1.1867  3.7006E+00     -0.2520  7.0609E-02
  121.1422    6.0000    4.9918    4.8871    4.2715    2.6014    3.5304    0.9702  3.9169E+00     -0.2520  6.9851E-02
  121.1472    6.0000    4.9918    4.8855    4.2741    2.6033    3.5301    0.9703  3.9152E+00     -0.2520  6.9035E-02
  121.1522    6.0000    4.9918    4.8839    4.2768    2.6053    3.5298    0.9704  3.9135E+00     -0.2520  6.8222E-02
  121.1572    6.0000    4.9918    4.8823    4.2795    2.6073    3.5295    0.9705  3.9118E+00     -0.2520  6.7413E-02
  121.1622    6.0000    4.9918    4.8807    4.2822    2.6092    3.5292    0.9706  3.9101E+00     -0.2520  6.6608E-02
  121.1672    6.0000    4.9918    4.8791    4.2849    2.6112    3.5289    0.9708  3.9083E+00     -0.2520  6.5807E-02
  121.1722    6.0000    4.9918    4.8774    4.2876    2.6132    3.5286    0.9709  3.9065E+00     -0.2520  6.5010E-02
  121.1772    6.0000    4.9918    4.8757    4.2904    2.6152    3.5283    0.9710  3.9047E+00     -0.2520  6.4216E-02
  121.1822    6.0000    4.9918    4.8740    4.2931    2.6172    3.5279    0.9711  3.9029E+00     -0.2520  6.3426E-02
  121.1872    6.0000    4.9918    4.8723    4.2959    2.6192    3.5276    0.9713  3.9010E+00     -0.2520  6.2641E-02
  121.1922    6.0000    4.9918    4.8706    4.2987    2.6213    3.5273    0.9714  3.8992E+00     -0.2520  6.1859E-02
  121.1972    6.0000    4.9918    4.8688    4.3015    2.6233    3.5270    0.9715  3.8973E+00     -0.2520  6.1081E-02
  121.2022    6.0000    4.9918    4.8670    4.3043    2.6254    3.5267    0.9716  3.8954E+00     -0.2520  6.0306E-02
  121.2072    6.0000    4.9918    4.8652    4.3071    2.6275    3.5263    0.9718  3.8935E+00     -0.2520  5.9536E-02
  121.2122    6.0000    4.9918    4.8634    4.3100    2.6295    3.5260    0.9719  3.8915E+00     -0.2520  5.8770E-02
  121.2172    6.0000    4.9918    4.8616    4.3128    2.6316    3.5257    0.9720  3.8895E+00     -0.2520  5.8008E-02
  121.2222    6.0000    4.9918    4.8597    4.3157    2.6337    3.5253    0.9722  3.8875E+00     -0.2520  5.7250E-02
  121.2272    6.0000    4.9918    4.8578    4.3186    2.6358    3.5250    0.9723  3.8855E+00     -0.2520  5.6496E-02
  121.2322    6.0000    4.9918    4.8559    4.3215    2.6380    3.5247    0.9724  3.8835E+00     -0.2520  5.5746E-02
  121.2372    6.0000    4.9918    4.8540    4.3244    2.6401    3.5243    0.9726  3.8814E+00     -0.2520  5.5000E-02
  121.2422    6.0000    4.9918    4.8520    4.3274    2.6423    3.5240    0.9727  3.8793E+00     -0.2520  5.4258E-02
  121.2472    6.0000    4.9918    4.8500    4.3303    2.6444    3.5236    0.9728  3.8772E+00     -0.2520  5.3521E-02
  121.2522    6.0000    4.9918    4.8480    4.3333    2.6466    3.5233    0.9730  3.8751E+00     -0.2520  5.2788E-02
  121.2572    6.0000    4.9918    4.8460    4.3363    2.6488    3.5229    0.9731  3.8729E+00     -0.2520  5.2059E-02
  121.2622    6.0000    4.9918    4.8439    4.3393    2.6510    3.5226    0.9732  3.8707E+00     -0.2520  5.1334E-02
  121.2672    6.0000    4.9918    4.8419    4.3423    2.6532    3.5222    0.9734  3.8685E+00     -0.2520  5.0613E-02
  121.2722    6.0000    4.9918    4.8397    4.3453    2.6554    3.5219    0.9735  3.8662E+00     -0.2520  4.9897E-02
  121.2772    6.0000    4.9918    4.8376    4.3484    2.6577    3.5215    0.9737  3.8639E+00     -0.2520  4.9185E-02
  121.2822    6.0000    4.9918    4.8354    4.3514    2.6599    3.5212    0.9738  3.8616E+00     -0.2520  4.8478E-02
  121.2872    6.0000    4.9918    4.8333    4.3545    2.6622    3.5208    0.9739  3.8593E+00     -0.2520  4.7775E-02
  121.2922    6.0000    4.9918    4.8310    4.3576    2.6645    3.5204    0.9741  3.8569E+00     -0.2520  4.7076E-02
  121.2972    6.0000    4.9918    4.8288    4.3607    2.6668    3.5201    0.9742  3.8545E+00     -0.2520  4.6382E-02
  121.3022    6.0000    4.9918    4.8265    4.3639    2.6691    3.5197    0.9744  3.8521E+00     -0.2520  4.5692E-02
  121.3072    6.0000    4.9918    4.8242    4.3670    2.6714    3.5193    0.9745  3.8497E+00     -0.2520  4.5007E-02
  121.3122    6.0000    4.9918    4.8218    4.3702    2.6737    3.5190    0.9747  3.8472E+00     -0.2520  4.4326E-02
  121.3172    6.0000    4.9918    4.8195    4.3734    2.6761    3.5186    0.9748  3.8446E+00     -0.2520  4.3650E-02
  121.3222    6.0000    4.9918    4.8171    4.3766    2.6785    3.5182    0.9750  3.8421E+00     -0.2520  4.2979E-02
  121.3272    6.0000    4.9918    4.8146    4.3799    2.6808    3.5178    0.9751  3.8395E+00     -0.2520  4.2312E-02
  121.3322    6.0000    4.9918    4.8122    4.3831    2.6832    3.5174    0.9753  3.8369E+00     -0.2520  4.1650E-02
  121.3372    6.0000    4.9918    4.8097    4.3864    2.6856    3.5170    0.9754  3.8342E+00     -0.2520  4.0992E-02
  121.3422    6.0000    4.9918    4.8071    4.3897    2.6881    3.5166    0.9756  3.8315E+00     -0.2520  4.0339E-02
  121.3472    6.0000    4.9918    4.8045    4.3930    2.6905    3.5163    0.9757  3.8288E+00     -0.2520  3.9691E-02
  121.3522    6.0000    4.9918    4.8019    4.3963    2.6930    3.5159    0.9759  3.8260E+00     -0.2520  3.9048E-02
  121.3572    6.0000    4.9918    4.7993    4.3997    2.6955    3.5155    0.9761  3.8232E+00     -0.2520  3.8410E-02
  121.3622    6.0000    4.9918    4.7966    4.4030    2.6979    3.5151    0.9762  3.8204E+00     -0.2520  3.7777E-02
  121.3672    6.0000    4.9918    4.7939    4.4064    2.7005    3.5147    0.9764  3.8175E+00     -0.2520  3.7148E-02
  121.3722    6.0000    4.9918    4.7911    4.4098    2.7030    3.5142    0.9765  3.8146E+00     -0.2520  3.6524E-02
  121.3772    6.0000    4.9918    4.7883    4.4133    2.7055    3.5138    0.9767  3.8116E+00     -0.2520  3.5906E-02
  121.3822    6.0000    4.9918    4.7855    4.4167    2.7081    3.5134    0.9769  3.8086E+00     -0.2520  3.5292E-02
  121.3872    6.0000    4.9918    4.7826    4.4202    2.7107    3.5130    0.9770  3.8055E+00     -0.2520  3.4683E-02
  121.3922    6.0000    4.9918    4.7796    4.4237    2.7132    3.5126    0.9772  3.8024E+00     -0.2520  3.4080E-02
  121.3972    6.0000    4.9918    4.7767    4.4273    2.7159    3.5122    0.9774  3.7993E+00     -0.2520  3.3481E-02
  121.4022    6.0000    4.9918    4.7736    4.4308    2.7185    3.5117    0.9776  3.7961E+00     -0.2520  3.2888E-02
  121.4072    6.0000    4.9918    4.7706    4.4344    2.7211    3.5113    0.9777  3.7929E+00     -0.2520  3.2300E-02
  121.4122    6.0000    4.9918    4.7675    4.4380    2.7238    3.5109    0.9779  3.7896E+00     -0.2520  3.1717E-02
  121.4172    6.0000    4.9918    4.7643    4.4416    2.7265    3.5104    0.9781  3.7862E+00     -0.2520  3.1139E-02
  121.4222    6.0000    4.9918    4.7611    4.4452    2.7292    3.5100    0.9782  3.7829E+00     -0.2520  3.0566E-02
  121.4272    6.0000    4.9918    4.7579    4.4489    2.7319    3.5095    0.9784  3.7794E+00     -0.2520  2.9999E-02
  121.4322    6.0000    4.9918    4.7546    4.4526    2.7347    3.5091    0.9786  3.7760E+00     -0.2520  2.9437E-02
  121.4372    6.0000    4.9918    4.7512    4.4563    2.7374    3.5086    0.9788  3.7724E+00     -0.2520  2.8880E-02
  121.4422    6.0000    4.9918    4.7478    4.4601    2.7402    3.5082    0.9790  3.7688E+00     -0.2520  2.8329E-02
  121.4472    6.0000    4.9918    4.7443    4.4638    2.7430    3.5077    0.9792  3.7652E+00     -0.2520  2.7783E-02
  121.4522    6.0000    4.9918    4.7408    4.4676    2.7458    3.5073    0.9793  3.7615E+00     -0.2520  2.7243E-02
  121.4572    6.0000    4.9918    4.7372    4.4715    2.7487    3.5068    0.9795  3.7577E+00     -0.2520  2.6708E-02
  121.4622    6.0000    4.9918    4.7336    4.4753    2.7516    3.5063    0.9797  3.7539E+00     -0.2520  2.6178E-02
  121.4672    6.0000    4.9918    4.7299    4.4792    2.7544    3.5058    0.9799  3.7500E+00     -0.2520  2.5654E-02
  121.4722    6.0000    4.9918    4.7262    4.4831    2.7574    3.5054    0.9801  3.7461E+00     -0.2520  2.5136E-02
  121.4772    6.0000    4.9918    4.7223    4.4870    2.7603    3.5049    0.9803  3.7420E+00     -0.2520  2.4623E-02
  121.4822    6.0000    4.9918    4.7185    4.4910    2.7632    3.5044    0.9805  3.7380E+00     -0.2520  2.4116E-02
  121.4872    6.0000    4.9918    4.7145    4.4950    2.7662    3.5039    0.9807  3.7338E+00     -0.2520  2.3614E-02
  121.4922    6.0000    4.9918    4.7105    4.4990    2.7692    3.5034    0.9809  3.7296E+00     -0.2520  2.3118E-02
  121.4972    6.0000    4.9918    4.7064    4.5031    2.7723    3.5029    0.9811  3.7253E+00     -0.2520  2.2628E-02
  121.5022    6.0000    4.9918    4.7023    4.5072    2.7753    3.5024    0.9813  3.7210E+00     -0.2520  2.2143E-02
  121.5072    6.0000    4.9918    4.6980    4.5113    2.7784    3.5019    0.9815  3.7165E+00     -0.2520  2.1664E-02
  121.5122    6.0000    4.9918    4.6937    4.5154    2.7815    3.5014    0.9817  3.7120E+00     -0.2520  2.1191E-02
  121.5172    6.0000    4.9918    4.6894    4.5196    2.7846    3.5009    0.9819  3.7075E+00     -0.2520  2.0724E-02
  121.5222    6.0000    4.9918    4.6849    4.5238    2.7878    3.5003    0.9821  3.7028E+00     -0.2520  2.0262E-02
  121.5272    6.0000    4.9918    4.6804    4.5281    2.7910    3.4998    0.9823  3.6981E+00     -0.2520  1.9806E-02
  121.5322    6.0000    4.9918    4.6758    4.5323    2.7942    3.4993    0.9825  3.6932E+00     -0.2520  1.9356E-02
  121.5372    6.0000    4.9918    4.6711    4.5366    2.7974    3.4987    0.9828  3.6883E+00     -0.2520  1.8912E-02
  121.5422    6.0000    4.9918    4.6663    4.5410    2.8007    3.4982    0.9830  3.6833E+00     -0.2520  1.8474E-02
  121.5472    6.0000    4.9918    4.6614    4.5454    2.8040    3.4976    0.9832  3.6782E+00     -0.2520  1.8041E-02
  121.5522    6.0000    4.9918    4.6565    4.5498    2.8073    3.4971    0.9834  3.6730E+00     -0.2520  1.7615E-02
  121.5572    6.0000    4.9918    4.6514    4.5542    2.8106    3.4965    0.9837  3.6677E+00     -0.2520  1.7194E-02
  121.5622    6.0000    4.9918    4.6463    4.5587    2.8140    3.4959    0.9839  3.6624E+00     -0.2520  1.6780E-02
  121.5672    6.0000    4.9918    4.6410    4.5632    2.8174    3.4954    0.9841  3.6569E+00     -0.2520  1.6371E-02
  121.5722    6.0000    4.9918    4.6357    4.5678    2.8209    3.4948    0.9844  3.6513E+00     -0.2520  1.5968E-02
  121.5772    6.0000    4.9918    4.6302    4.5724    2.8243    3.4942    0.9846  3.6456E+00     -0.2520  1.5571E-02
  121.5822    6.0000    4.9918    4.6246    4.5771    2.8278    3.4936    0.9848  3.6398E+00     -0.2520  1.5180E-02
  121.5872    6.0000    4.9918    4.6175    4.5817    2.8314    3.4930    0.9851  3.6324E+00     -0.2520  1.4778E-02
  121.5922    6.0000    4.9918    4.6073    4.5865    2.8351    3.4923    0.9853  3.6220E+00     -0.2520  1.4351E-02
  121.5972    6.0000    4.9918    4.5924    4.5912    2.8390    3.4916    0.9856  3.6068E+00     -0.2520  1.3881E-02
  121.6022    6.0000    4.9918    4.5690    4.5960    2.8432    3.4907    0.9858  3.5832E+00     -0.2520  1.3338E-02
  121.6072    6.0000    4.9918    4.5288    4.6009    2.8480    3.4895    0.9861  3.5428E+00     -0.2520  1.2646E-02
  121.6099    6.0000    4.9918    4.4835    4.6036    2.8514    3.4885    0.9862  3.4974E+00     -0.2520  1.2060E-02
  121.6114    6.0000    4.9918    4.4387    4.6050    2.8538    3.4876    0.9863  3.4524E+00     -0.2520  1.1570E-02
