           6
   104.171310    
   104.601578    
   104.849945    
   120.358749    
   121.142197    
   121.768318    
 Tev(Myr)    type      Mo        Mt      log10(L)  log10(R) log10(Teff)  Mc        Menv              epoch      spin                                  
  121.6122    6.0000    4.9918    4.3943    4.6058    2.8559    3.4868    0.9863  3.4080E+00     -0.2520  1.1131E-02
  121.6130    6.0000    4.9918    4.3504    4.6065    2.8579    3.4860    0.9864  3.3640E+00     -0.2520  1.0710E-02
  121.6138    6.0000    4.9918    4.3069    4.6073    2.8599    3.4851    0.9864  3.3205E+00     -0.2520  1.0306E-02
  121.6145    6.0000    4.9918    4.2638    4.6081    2.8619    3.4843    0.9864  3.2774E+00     -0.2520  9.9178E-03
  121.6153    6.0000    4.9918    4.2212    4.6089    2.8639    3.4835    0.9865  3.2347E+00     -0.2520  9.5454E-03
  121.6161    6.0000    4.9918    4.1790    4.6096    2.8660    3.4827    0.9865  3.1924E+00     -0.2520  9.1881E-03
  121.6168    6.0000    4.9918    4.1372    4.6104    2.8679    3.4819    0.9866  3.1417E+00     -0.2520  8.8630E-03
  121.6176    6.0000    4.9918    4.0958    4.6111    2.8697    3.4812    0.9866  3.0839E+00     -0.2520  8.5650E-03
  121.6183    6.0000    4.9918    4.0548    4.6118    2.8715    3.4805    0.9866  3.0270E+00     -0.2520  8.2772E-03
  121.6190    6.0000    4.9918    4.0143    4.6126    2.8733    3.4798    0.9867  2.9709E+00     -0.2520  7.9993E-03
  121.6198    6.0000    4.9918    3.9741    4.6133    2.8751    3.4790    0.9867  2.9155E+00     -0.2520  7.7310E-03
  121.6205    6.0000    4.9918    3.9344    4.6140    2.8769    3.4783    0.9867  2.8608E+00     -0.2520  7.4718E-03
  121.6212    6.0000    4.9918    3.8951    4.6147    2.8787    3.4776    0.9868  2.8069E+00     -0.2520  7.2216E-03
  121.6219    6.0000    4.9918    3.8561    4.6154    2.8804    3.4769    0.9868  2.7538E+00     -0.2520  6.9800E-03
  121.6226    6.0000    4.9918    3.8176    4.6161    2.8822    3.4762    0.9869  2.7014E+00     -0.2520  6.7467E-03
  121.6232    6.0000    4.9918    3.7794    4.6168    2.8840    3.4755    0.9869  2.6497E+00     -0.2520  6.5213E-03
  121.6239    6.0000    4.9918    3.7416    4.6174    2.8857    3.4748    0.9869  2.5987E+00     -0.2520  6.3037E-03
  121.6246    6.0000    4.9918    3.7042    4.6181    2.8875    3.4741    0.9870  2.5484E+00     -0.2520  6.0936E-03
  121.6252    6.0000    4.9918    3.6671    4.6188    2.8892    3.4733    0.9870  2.4988E+00     -0.2520  5.8906E-03
  121.6259    6.0000    4.9918    3.6305    4.6194    2.8910    3.4726    0.9870  2.4499E+00     -0.2520  5.6946E-03
  121.6265    6.0000    4.9918    3.5941    4.6201    2.8927    3.4719    0.9871  2.4016E+00     -0.2520  5.5053E-03
  121.6272    6.0000    4.9918    3.5582    4.6207    2.8944    3.4712    0.9871  2.3541E+00     -0.2520  5.3224E-03
  121.6278    6.0000    4.9918    3.5226    4.6213    2.8961    3.4705    0.9871  2.3072E+00     -0.2520  5.1458E-03
  121.6284    6.0000    4.9918    3.4874    4.6220    2.8978    3.4698    0.9872  2.2609E+00     -0.2520  4.9752E-03
  121.6290    6.0000    4.9918    3.4525    4.6226    2.8995    3.4691    0.9872  2.2153E+00     -0.2520  4.8104E-03
  121.6296    6.0000    4.9918    3.4180    4.6232    2.9012    3.4684    0.9872  2.1703E+00     -0.2520  4.6512E-03
  121.6302    6.0000    4.9918    3.3838    4.6238    2.9029    3.4678    0.9873  2.1260E+00     -0.2520  4.4974E-03
  121.6308    6.0000    4.9918    3.3500    4.6244    2.9046    3.4671    0.9873  2.0823E+00     -0.2520  4.3488E-03
  121.6314    6.0000    4.9918    3.3165    4.6250    2.9063    3.4664    0.9873  2.0392E+00     -0.2520  4.2052E-03
  121.6320    6.0000    4.9918    3.2833    4.6256    2.9080    3.4657    0.9874  1.9967E+00     -0.2520  4.0665E-03
  121.6326    6.0000    4.9918    3.2505    4.6262    2.9096    3.4650    0.9874  1.9548E+00     -0.2520  3.9325E-03
  121.6331    6.0000    4.9918    3.2180    4.6267    2.9113    3.4643    0.9874  1.9136E+00     -0.2520  3.8029E-03
  121.6337    6.0000    4.9918    3.1858    4.6273    2.9129    3.4636    0.9874  1.8729E+00     -0.2520  3.6778E-03
  121.6342    6.0000    4.9918    3.1539    4.6279    2.9146    3.4630    0.9875  1.8328E+00     -0.2520  3.5568E-03
  121.6348    6.0000    4.9918    3.1224    4.6284    2.9162    3.4623    0.9875  1.7932E+00     -0.2520  3.4399E-03
  121.6353    6.0000    4.9918    3.0912    4.6290    2.9178    3.4616    0.9875  1.7543E+00     -0.2520  3.3269E-03
  121.6358    6.0000    4.9918    3.0603    4.6295    2.9194    3.4609    0.9876  1.7159E+00     -0.2520  3.2176E-03
  121.6364    6.0000    4.9918    3.0297    4.6301    2.9211    3.4603    0.9876  1.6780E+00     -0.2520  3.1120E-03
  121.6369    6.0000    4.9918    2.9994    4.6306    2.9227    3.4596    0.9876  1.6408E+00     -0.2520  3.0099E-03
  121.6374    6.0000    4.9918    2.9694    4.6312    2.9243    3.4589    0.9876  1.6040E+00     -0.2520  2.9112E-03
  121.6379    6.0000    4.9918    2.9397    4.6317    2.9259    3.4583    0.9877  1.5678E+00     -0.2520  2.8157E-03
  121.6384    6.0000    4.9918    2.9103    4.6322    2.9275    3.4576    0.9877  1.5322E+00     -0.2520  2.7234E-03
  121.6389    6.0000    4.9918    2.8812    4.6327    2.9290    3.4569    0.9877  1.4970E+00     -0.2520  2.6341E-03
  121.6394    6.0000    4.9918    2.8524    4.6332    2.9306    3.4563    0.9878  1.4624E+00     -0.2520  2.5477E-03
  121.6399    6.0000    4.9918    2.8238    4.6337    2.9322    3.4556    0.9878  1.4283E+00     -0.2520  2.4642E-03
  121.6404    6.0000    4.9918    2.7956    4.6342    2.9337    3.4550    0.9878  1.3948E+00     -0.2520  2.3834E-03
  121.6409    6.0000    4.9918    2.7676    4.6347    2.9353    3.4543    0.9878  1.3617E+00     -0.2520  2.3052E-03
  121.6413    6.0000    4.9918    2.7400    4.6352    2.9368    3.4537    0.9879  1.3291E+00     -0.2520  2.2295E-03
  121.6418    6.0000    4.9918    2.7126    4.6357    2.9384    3.4530    0.9879  1.2971E+00     -0.2520  2.1563E-03
  121.6423    6.0000    4.9918    2.6854    4.6362    2.9399    3.4524    0.9879  1.2655E+00     -0.2520  2.0854E-03
  121.6427    6.0000    4.9918    2.6586    4.6367    2.9414    3.4517    0.9879  1.2344E+00     -0.2520  2.0168E-03
  121.6432    6.0000    4.9918    2.6320    4.6371    2.9429    3.4511    0.9880  1.2038E+00     -0.2520  1.9504E-03
  121.6436    6.0000    4.9918    2.6057    4.6376    2.9444    3.4504    0.9880  1.1737E+00     -0.2520  1.8861E-03
  121.6441    6.0000    4.9918    2.5796    4.6381    2.9459    3.4498    0.9880  1.1441E+00     -0.2520  1.8238E-03
  121.6445    6.0000    4.9918    2.5538    4.6385    2.9474    3.4492    0.9880  1.1149E+00     -0.2520  1.7635E-03
  121.6449    6.0000    4.9918    2.5283    4.6390    2.9489    3.4485    0.9881  1.0862E+00     -0.2520  1.7051E-03
  121.6454    6.0000    4.9918    2.5030    4.6394    2.9504    3.4479    0.9881  1.0580E+00     -0.2520  1.6485E-03
  121.6458    6.0000    4.9918    2.4780    4.6398    2.9519    3.4473    0.9881  1.0302E+00     -0.2520  1.5937E-03
  121.6462    6.0000    4.9918    2.4532    4.6403    2.9533    3.4467    0.9881  1.0028E+00     -0.2520  1.5406E-03
  121.6466    6.0000    4.9918    2.4287    4.6407    2.9548    3.4461    0.9881  9.7595E-01     -0.2520  1.4891E-03
  121.6470    6.0000    4.9918    2.4044    4.6411    2.9562    3.4454    0.9882  9.4951E-01     -0.2520  1.4392E-03
  121.6474    6.0000    4.9918    2.3803    4.6416    2.9577    3.4448    0.9882  9.2351E-01     -0.2520  1.3908E-03
  121.6478    6.0000    4.9918    2.3565    4.6420    2.9591    3.4442    0.9882  8.9794E-01     -0.2520  1.3439E-03
  121.6482    6.0000    4.9918    2.3330    4.6424    2.9605    3.4436    0.9882  8.7280E-01     -0.2520  1.2984E-03
  121.6486    6.0000    4.9918    2.3096    4.6428    2.9619    3.4430    0.9883  8.4810E-01     -0.2520  1.2543E-03
  121.6490    6.0000    4.9918    2.2865    4.6432    2.9633    3.4424    0.9883  8.2382E-01     -0.2520  1.2116E-03
  121.6494    6.0000    4.9918    2.2637    4.6436    2.9647    3.4418    0.9883  7.9996E-01     -0.2520  1.1700E-03
  121.6498    6.0000    4.9918    2.2410    4.6440    2.9661    3.4412    0.9883  7.7651E-01     -0.2520  1.1298E-03
  121.6501    6.0000    4.9918    2.2186    4.6444    2.9675    3.4406    0.9883  7.5349E-01     -0.2520  1.0907E-03
  121.6505    6.0000    4.9918    2.1964    4.6448    2.9689    3.4400    0.9884  7.3087E-01     -0.2520  1.0527E-03
  121.6509    6.0000    4.9918    2.1745    4.6452    2.9702    3.4395    0.9884  7.0866E-01     -0.2520  1.0159E-03
  121.6512    6.0000    4.9918    2.1527    4.6456    2.9716    3.4389    0.9884  6.8685E-01     -0.2520  9.8011E-04
  121.6516    6.0000    4.9918    2.1312    4.6460    2.9729    3.4383    0.9884  6.6544E-01     -0.2520  9.4537E-04
  121.6519    6.0000    4.9918    2.1099    4.6463    2.9743    3.4377    0.9884  6.4443E-01     -0.2520  9.1163E-04
  121.6523    6.0000    4.9918    2.0888    4.6467    2.9756    3.4372    0.9885  6.2381E-01     -0.2520  8.7885E-04
  121.6526    6.0000    4.9918    2.0679    4.6471    2.9769    3.4366    0.9885  6.0359E-01     -0.2520  8.4700E-04
  121.6530    6.0000    4.9918    2.0472    4.6474    2.9782    3.4360    0.9885  5.8375E-01     -0.2520  8.1604E-04
  121.6533    6.0000    4.9918    2.0268    4.6478    2.9795    3.4355    0.9885  5.6429E-01     -0.2520  7.8595E-04
  121.6537    6.0000    4.9918    2.0065    4.6482    2.9808    3.4349    0.9885  5.4522E-01     -0.2520  7.5671E-04
  121.6540    6.0000    4.9918    1.9864    4.6485    2.9828    3.4340    0.9886  5.2653E-01     -0.2520  7.2559E-04
  121.6543    6.0000    4.9918    1.9666    4.6489    2.9859    3.4325    0.9886  5.0821E-01     -0.2520  6.9218E-04
  121.6546    6.0000    4.9918    1.9469    4.6492    2.9890    3.4311    0.9886  4.9026E-01     -0.2520  6.6017E-04
  121.6550    6.0000    4.9918    1.9274    4.6495    2.9919    3.4297    0.9886  4.7268E-01     -0.2520  6.2949E-04
  121.6553    6.0000    4.9918    1.9082    4.6499    2.9948    3.4283    0.9886  4.5547E-01     -0.2520  6.0008E-04
  121.6556    6.0000    4.9918    1.8891    4.6502    2.9977    3.4270    0.9887  4.3863E-01     -0.2520  5.7186E-04
  121.6559    6.0000    4.9918    1.8702    4.6505    3.0005    3.4257    0.9887  4.2214E-01     -0.2520  5.4479E-04
  121.6562    6.0000    4.9918    1.8515    4.6509    3.0032    3.4244    0.9887  4.0602E-01     -0.2520  5.1880E-04
  121.6565    6.0000    4.9918    1.8330    4.6512    3.0059    3.4231    0.9887  3.9025E-01     -0.2520  4.9384E-04
  121.6568    6.0000    4.9918    1.8146    4.6515    3.0085    3.4219    0.9887  3.7483E-01     -0.2520  4.6987E-04
  121.6571    6.0000    4.9918    1.7965    4.6518    3.0110    3.4207    0.9887  3.5977E-01     -0.2520  4.4683E-04
  121.6574    6.0000    4.9918    1.7785    4.6522    3.0123    3.4202    0.9888  3.4505E-01     -0.2520  4.2705E-04
  121.6577    6.0000    4.9918    1.7607    4.6525    3.0135    3.4197    0.9888  3.3068E-01     -0.2520  4.0806E-04
  121.6580    6.0000    4.9918    1.7431    4.6528    3.0146    3.4192    0.9888  3.1666E-01     -0.2520  3.8960E-04
  121.6583    6.0000    4.9918    1.7257    4.6531    3.0156    3.4187    0.9888  3.0297E-01     -0.2520  3.7167E-04
  121.6586    6.0000    4.9918    1.7084    4.6534    3.0166    3.4183    0.9888  2.8963E-01     -0.2520  3.5423E-04
  121.6588    6.0000    4.9918    1.6914    4.6537    3.0176    3.4179    0.9888  2.7662E-01     -0.2520  3.3728E-04
  121.6591    6.0000    4.9918    1.6744    4.6540    3.0186    3.4175    0.9889  2.6394E-01     -0.2520  3.2080E-04
  121.6594    6.0000    4.9918    1.6577    4.6543    3.0195    3.4171    0.9889  2.5160E-01     -0.2520  3.0478E-04
  121.6597    6.0000    4.9918    1.6411    4.6546    3.0204    3.4167    0.9889  2.3959E-01     -0.2520  2.8919E-04
  121.6599    6.0000    4.9918    1.6247    4.6549    3.0213    3.4163    0.9889  2.2790E-01     -0.2520  2.7404E-04
  121.6602    6.0000    4.9918    1.6085    4.6551    3.0221    3.4160    0.9889  2.1654E-01     -0.2520  2.5931E-04
  121.6604    6.0000    4.9918    1.5924    4.6554    3.0229    3.4157    0.9889  2.0550E-01     -0.2520  2.4499E-04
  121.6607    6.0000    4.9918    1.5765    4.6557    3.0236    3.4154    0.9889  1.9478E-01     -0.2520  2.3107E-04
  121.6610    6.0000    4.9918    1.5607    4.6560    3.0243    3.4151    0.9890  1.8438E-01     -0.2520  2.1755E-04
  121.6612    6.0000    4.9918    1.5451    4.6562    3.0250    3.4148    0.9890  1.7430E-01     -0.2520  2.0441E-04
  121.6615    6.0000    4.9918    1.5296    4.6565    3.0256    3.4146    0.9890  1.6453E-01     -0.2520  1.9166E-04
  121.6617    6.0000    4.9918    1.5143    4.6568    3.0262    3.4144    0.9890  1.5507E-01     -0.2520  1.7929E-04
  121.6620    6.0000    4.9918    1.4992    4.6571    3.0267    3.4142    0.9890  1.4593E-01     -0.2520  1.6729E-04
  121.6622    6.0000    4.9918    1.4842    4.6573    3.0272    3.4140    0.9890  1.3709E-01     -0.2520  1.5566E-04
  121.6624    6.0000    4.9918    1.4694    4.6576    3.0277    3.4138    0.9890  1.2855E-01     -0.2520  1.4441E-04
  121.6627    6.0000    4.9918    1.4547    4.6578    3.0281    3.4137    0.9891  1.2032E-01     -0.2520  1.3354E-04
  121.6629    6.0000    4.9918    1.4401    4.6581    3.0285    3.4136    0.9891  1.1239E-01     -0.2520  1.2304E-04
  121.6631    6.0000    4.9918    1.4257    4.6583    3.0288    3.4135    0.9891  1.0475E-01     -0.2520  1.1291E-04
  121.6634    6.0000    4.9918    1.4115    4.6586    3.0290    3.4134    0.9891  9.7417E-02     -0.2520  1.0317E-04
  121.6636    6.0000    4.9918    1.3973    4.6588    3.0293    3.4133    0.9891  9.0374E-02     -0.2520  9.3825E-05
  121.6638    6.0000    4.9918    1.3834    4.6591    3.0294    3.4133    0.9891  8.3621E-02     -0.2520  8.4871E-05
  121.6641    6.0000    4.9918    1.3695    4.6593    3.0295    3.4133    0.9891  7.7158E-02     -0.2520  7.6319E-05
  121.6643    6.0000    4.9918    1.3558    4.6596    3.0296    3.4134    0.9892  7.0981E-02     -0.2520  6.8180E-05
  121.6645    6.0000    4.9918    1.3423    4.6598    3.0296    3.4134    0.9892  6.5087E-02     -0.2520  6.0463E-05
  121.6647    6.0000    4.9918    1.3289    4.6600    3.0295    3.4135    0.9892  5.9475E-02     -0.2520  5.3179E-05
  121.6649    6.0000    4.9918    1.3156    4.6603    3.0294    3.4137    0.9892  5.4141E-02     -0.2520  4.6338E-05
  121.6651    6.0000    4.9918    1.3024    4.6605    3.0291    3.4138    0.9892  4.9082E-02     -0.2520  3.9953E-05
  121.6653    6.0000    4.9918    1.2894    4.6607    3.0289    3.4140    0.9892  4.4296E-02     -0.2520  3.4035E-05
  121.6656    6.0000    4.9918    1.2765    4.6609    3.0285    3.4143    0.9892  3.9780E-02     -0.2520  2.8596E-05
  121.6658    6.0000    4.9918    1.2637    4.6612    3.0280    3.4145    0.9892  3.5530E-02     -0.2520  2.3644E-05
  121.6660    6.0000    4.9918    1.2511    4.6614    3.0275    3.4149    0.9892  3.1542E-02     -0.2520  1.9189E-05
  121.6662    6.0000    4.9918    1.2386    4.6616    3.0268    3.4153    0.9893  2.7814E-02     -0.2520  1.5235E-05
  121.6664    6.0000    4.9918    1.2262    4.6618    3.0260    3.4157    0.9893  2.4342E-02     -0.2520  1.1785E-05
  121.6666    6.0000    4.9918    1.2139    4.6620    3.0251    3.4162    0.9893  2.1122E-02     -0.2520  8.8340E-06
  121.6667    6.0000    4.9918    1.2018    4.6622    3.0241    3.4168    0.9893  1.8149E-02     -0.2520  6.3724E-06
  121.6669    6.0000    4.9918    1.1898    4.6624    3.0229    3.4174    0.9893  1.5419E-02     -0.2520  4.3820E-06
  121.6671    6.0000    4.9918    1.1779    4.6626    3.0215    3.4182    0.9893  1.2929E-02     -0.2520  2.8350E-06
  121.6673    6.0000    4.9918    1.1661    4.6628    3.0199    3.4190    0.9893  1.0672E-02     -0.2520  1.6931E-06
  121.6675    6.0000    4.9918    1.1544    4.6630    3.0180    3.4200    0.9893  8.6444E-03     -0.2520  9.0633E-07
  121.6677    6.0000    4.9918    1.1429    4.6632    3.0158    3.4212    0.9893  6.8409E-03     -0.2520  4.1404E-07
  121.6679    6.0000    4.9918    1.1315    4.6634    3.0133    3.4225    0.9894  5.2563E-03     -0.2520  1.4695E-07
  121.6681    6.0000    4.9918    1.1202    4.6636    3.0102    3.4241    0.9894  3.8860E-03     -0.2520  3.2133E-08
  121.6682    6.0000    4.9918    1.1090    4.6638    3.0065    3.4260    0.9894  2.7259E-03     -0.2520  9.4671E-10
  121.6684    6.0000    4.9918    1.0979    4.6639    3.0019    3.4283    0.9894  1.7731E-03     -0.2520  2.0263E-14
  121.6686    6.0000    4.9918    1.0869    4.6640    2.9960    3.4313    0.9894  1.0269E-03     -0.2520  2.7575E-14
  121.6688    6.0000    4.9918    1.0760    4.6641    2.9881    3.4353    0.9894  4.8864E-04     -0.2520  4.0106E-14
  121.6689    6.0000    4.9918    1.0653    4.6642    2.9769    3.4409    0.9894  1.5842E-04     -0.2520  6.3718E-14
  121.6691    6.0000    4.9918    1.0546    4.6641    2.9598    3.4494    0.9894  1.9592E-05     -0.2520  1.0995E-13
  121.6693    6.0000    4.9918    1.0441    4.6637    2.9308    3.4638    0.9894  1.2092E-08     -0.2520  1.7899E-13
  121.6694    6.0000    4.9918    1.0336    4.6628    2.8745    3.4917    0.9895  1.0000E-10     -0.2520  2.8390E-13
  121.6696    6.0000    4.9918    1.0233    4.6600    2.7424    3.5571    0.9895  1.0000E-10     -0.2520  6.6055E-13
  121.6698    6.0000    4.9918    1.0130    4.6497    2.3416    3.7549    0.9895  1.0000E-10     -0.2520  5.4607E-12
  121.6748    6.0000    4.9918    1.0034    4.5885    0.8095    4.5056    0.9898  1.0000E-10     -0.2520  5.4173E-09
  121.6769    6.0000    4.9918    1.0011    4.5291    0.0861    4.8525    0.9899  1.0000E-10     -0.2520  3.7600E-08
  121.6787    6.0000    4.9918    1.0000    4.4735   -0.3382    5.0507    0.9900  1.0000E-10     -0.2520  7.0104E-08
  121.6805    6.0000    4.9918    0.9991    4.4032   -0.6947    5.2114    0.9901  1.0000E-10     -0.2520  1.0372E-07
  121.6824    6.0000    4.9918    0.9984    4.3179   -0.9823    5.3339    0.9902  1.0000E-10     -0.2520  1.3453E-07
  121.6844    6.0000    4.9918    0.9978    4.2196   -1.2063    5.4213    0.9903  1.0000E-10     -0.2520  1.5993E-07
  121.6866    6.0000    4.9918    0.9973    4.1095   -1.3799    5.4806    0.9905  1.0000E-10     -0.2520  1.7984E-07
  121.6889    6.0000    4.9918    0.9970    4.0006   -1.5041    5.5155    0.9906  1.0000E-10     -0.2520  2.6803E-07
  121.6918    6.0000    4.9918    0.9967    3.8730   -1.6121    5.5376    0.9908  1.0000E-10     -0.2520  3.8114E-07
  121.6950    6.0000    4.9918    0.9965    3.7414   -1.6959    5.5466    0.9910  1.0000E-10     -0.2520  4.9659E-07
  121.6985    6.0000    4.9918    0.9964    3.6034   -1.7638    5.5460    0.9912  1.0000E-10     -0.2520  6.1431E-07
  121.7023    6.0000    4.9918    0.9963    3.4545   -1.8213    5.5375    0.9915  1.0000E-10     -0.2520  7.3717E-07
  121.7066    6.0000    4.9918    0.9962    3.2885   -1.8719    5.5213    0.9917  1.0000E-10     -0.2520  8.7015E-07
  121.7116    6.0000    4.9918    0.9962    3.0881   -1.9198    5.4952    0.9921  1.0000E-10     -0.2520  1.0278E-06
  121.7166    6.0000    4.9918    0.9961    2.8798   -1.9589    5.4627    0.9924  1.0000E-10     -0.2520  1.1926E-06
  121.7216    6.0000    4.9918    0.9961    2.6643   -1.9914    5.4250    0.9927  1.0000E-10     -0.2520  1.3702E-06
  121.7266    6.0000    4.9918    0.9961    2.4464   -2.0182    5.3839    0.9931  1.0000E-10     -0.2520  1.5661E-06
  121.7316    6.0000    4.9918    0.9961    2.2341   -2.0399    5.3417    0.9934  1.0000E-10     -0.2520  1.7869E-06
  121.7366    6.0000    4.9918    0.9961    2.0380   -2.0570    5.3013    0.9938  1.0000E-10     -0.2520  2.0421E-06
  121.7416    6.0000    4.9918    0.9961    1.8690   -2.0700    5.2655    0.9941  1.0000E-10     -0.2520  2.3452E-06
  121.7466    6.0000    4.9918    0.9961    1.7356   -2.0793    5.2368    0.9945  1.0000E-10     -0.2520  2.7182E-06
  121.7516    6.0000    4.9918    0.9961    1.6418   -2.0855    5.2165    0.9949  1.0000E-10     -0.2520  3.1983E-06
  121.7566    6.0000    4.9918    0.9961    1.5860   -2.0891    5.2043    0.9952  1.0000E-10     -0.2520  3.8538E-06
  121.7616    6.0000    4.9918    0.9961    1.5609   -2.0908    5.1989    0.9956  1.0000E-10     -0.2520  4.8232E-06
  121.7666    6.0000    4.9918    0.9961    1.5550   -2.0913    5.1977    0.9960  1.0000E-10     -0.2520  6.4381E-06
  121.7683   11.0000    0.9961    0.9961    1.5550   -2.0914    5.1977    0.9961  1.0000E-10    121.7683  7.2828E-06
  121.8683   11.0000    0.9961    0.9961    1.1998   -2.0914    5.1089    0.9961  1.0000E-10    121.7683  7.2828E-06
  122.8683   11.0000    0.9961    0.9961    0.2815   -2.0914    4.8794    0.9961  1.0000E-10    121.7683  7.2828E-06
  132.8683   11.0000    0.9961    0.9961   -0.8631   -2.0914    4.5932    0.9961  1.0000E-10    121.7683  7.2828E-06
  232.8683   11.0000    0.9961    0.9961   -2.0394   -2.0914    4.2991    0.9961  1.0000E-10    121.7683  7.2828E-06
  732.8683   11.0000    0.9961    0.9961   -2.9127   -2.0914    4.0808    0.9961  1.0000E-10    121.7683  7.2828E-06
 1232.8683   11.0000    0.9961    0.9961   -3.2191   -2.0914    4.0042    0.9961  1.0000E-10    121.7683  7.2828E-06
 1732.8683   11.0000    0.9961    0.9961   -3.4095   -2.0914    3.9566    0.9961  1.0000E-10    121.7683  7.2828E-06
 2232.8684   11.0000    0.9961    0.9961   -3.5480   -2.0914    3.9220    0.9961  1.0000E-10    121.7683  7.2828E-06
 2732.8684   11.0000    0.9961    0.9961   -3.6569   -2.0914    3.8948    0.9961  1.0000E-10    121.7683  7.2828E-06
 3232.8684   11.0000    0.9961    0.9961   -3.7467   -2.0914    3.8723    0.9961  1.0000E-10    121.7683  7.2828E-06
 3732.8684   11.0000    0.9961    0.9961   -3.8230   -2.0914    3.8532    0.9961  1.0000E-10    121.7683  7.2828E-06
 4232.8682   11.0000    0.9961    0.9961   -3.8895   -2.0914    3.8366    0.9961  1.0000E-10    121.7683  7.2828E-06
 4732.8682   11.0000    0.9961    0.9961   -3.9483   -2.0914    3.8219    0.9961  1.0000E-10    121.7683  7.2828E-06
 5232.8682   11.0000    0.9961    0.9961   -4.0011   -2.0914    3.8087    0.9961  1.0000E-10    121.7683  7.2828E-06
 5732.8682   11.0000    0.9961    0.9961   -4.0489   -2.0914    3.7968    0.9961  1.0000E-10    121.7683  7.2828E-06
 6232.8682   11.0000    0.9961    0.9961   -4.0926   -2.0914    3.7858    0.9961  1.0000E-10    121.7683  7.2828E-06
 6732.8682   11.0000    0.9961    0.9961   -4.1329   -2.0914    3.7757    0.9961  1.0000E-10    121.7683  7.2828E-06
 7232.8682   11.0000    0.9961    0.9961   -4.1703   -2.0914    3.7664    0.9961  1.0000E-10    121.7683  7.2828E-06
 7732.8682   11.0000    0.9961    0.9961   -4.2051   -2.0914    3.7577    0.9961  1.0000E-10    121.7683  7.2828E-06
 8232.8682   11.0000    0.9961    0.9961   -4.2377   -2.0914    3.7495    0.9961  1.0000E-10    121.7683  7.2828E-06
 8732.8682   11.0000    0.9961    0.9961   -4.2684   -2.0914    3.7419    0.9961  1.0000E-10    121.7683  7.2828E-06
 9232.8682   11.0000    0.9961    0.9961   -4.3256   -2.0914    3.7276    0.9961  1.0000E-10    121.7683  7.2828E-06
 9732.8682   11.0000    0.9961    0.9961   -4.4759   -2.0914    3.6900    0.9961  1.0000E-10    121.7683  7.2828E-06
10232.8682   11.0000    0.9961    0.9961   -4.6186   -2.0914    3.6543    0.9961  1.0000E-10    121.7683  7.2828E-06
10732.8682   11.0000    0.9961    0.9961   -4.7545   -2.0914    3.6204    0.9961  1.0000E-10    121.7683  7.2828E-06
11232.8682   11.0000    0.9961    0.9961   -4.8840   -2.0914    3.5880    0.9961  1.0000E-10    121.7683  7.2828E-06
11732.8682   11.0000    0.9961    0.9961   -5.0079   -2.0914    3.5570    0.9961  1.0000E-10    121.7683  7.2828E-06
12232.8682   11.0000    0.9961    0.9961   -5.1266   -2.0914    3.5273    0.9961  1.0000E-10    121.7683  7.2828E-06
12732.8682   11.0000    0.9961    0.9961   -5.2404   -2.0914    3.4989    0.9961  1.0000E-10    121.7683  7.2828E-06
13232.8682   11.0000    0.9961    0.9961   -5.3498   -2.0914    3.4715    0.9961  1.0000E-10    121.7683  7.2828E-06
13732.8682   11.0000    0.9961    0.9961   -5.4552   -2.0914    3.4452    0.9961  1.0000E-10    121.7683  7.2828E-06
13800.0000   11.0000    0.9961    0.9961   -5.4690   -2.0914    3.4417    0.9961  1.0000E-10    121.7683  7.2828E-06
