pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,pl_facility
Kepler-295,d,Kepler-295 d,Transit,33.884054,0.000685,-0.000685,0,0.192,,,0,,,,,1787.33,77.39,-77.39,0,14.433,,0,Kepler
Kepler-296,b,Kepler-296 b,Transit,10.864384,0.000051,-0.000046,0,0.079,0.013,-0.013,0,0.33,,,1,226,28,-18,0,15.901,,0,Kepler
Kepler-296,c,Kepler-296 c,Transit,5.8416366,0.00001,-0.00001,0,0.0521,0.0088,-0.0086,0,0.33,,,1,226,28,-18,0,15.901,,0,Kepler
Kepler-296,d,Kepler-296 d,Transit,19.850291,0.000061,-0.000057,0,0.118,0.02,-0.02,0,0.33,,,1,226,28,-18,0,15.901,,0,Kepler
Kepler-296,e,Kepler-296 e,Transit,34.14211,0.00025,-0.00025,0,0.169,0.029,-0.028,0,0.33,,,1,226,28,-18,0,15.901,,0,Kepler
Kepler-296,f,Kepler-296 f,Transit,63.33627,0.0006,-0.00062,0,0.255,0.043,-0.042,0,0.33,,,1,226,28,-18,0,15.901,,0,Kepler
Kepler-297,b,Kepler-297 b,Transit,38.871826,0.000153,-0.000153,0,0.217,,,0,,,,,706.21,8.26,-8.26,0,14.192,,0,Kepler
Kepler-297,c,Kepler-297 c,Transit,74.920137,0.00012,-0.00012,0,0.336,,,0,,,,,706.21,8.26,-8.26,0,14.192,,0,Kepler
Kepler-298,b,Kepler-298 b,Transit,10.475464,0.000027,-0.000027,0,0.08,,,0,,,,,525.98,7.1,-7.1,0,15.418,,0,Kepler
Kepler-298,c,Kepler-298 c,Transit,22.92881,0.00038,-0.00038,0,0.136,,,0,,,,,525.98,7.1,-7.1,0,15.418,,0,Kepler
Kepler-298,d,Kepler-298 d,Transit,77.473633,0.000615,-0.000615,0,0.305,,,0,,,,,525.98,7.1,-7.1,0,15.418,,0,Kepler
Kepler-299,b,Kepler-299 b,Transit,2.927128,0.000033,-0.000033,0,0.04,,,0,,,,,1084.89,27.55,-27.55,0,15.01,,0,Kepler
Kepler-299,c,Kepler-299 c,Transit,6.885875,0.00004,-0.00004,0,0.07,,,0,,,,,1084.89,27.55,-27.55,0,15.01,,0,Kepler
Kepler-299,d,Kepler-299 d,Transit,15.054786,0.000189,-0.000189,0,0.118,,,0,,,,,1084.89,27.55,-27.55,0,15.01,,0,Kepler
Kepler-299,e,Kepler-299 e,Transit,38.285489,0.001428,-0.001428,0,0.22,,,0,,,,,1084.89,27.55,-27.55,0,15.01,,0,Kepler
Kepler-30,b,Kepler-30 b,Transit,29.33434,0.00815,-0.00815,0,0.18,,,0,0.042,0.003,-0.003,0,938.33,28.29,-28.29,0,15.376,,0,Kepler
Kepler-30,c,Kepler-30 c,Transit,60.323105,0.000244,-0.000244,0,0.3,,,0,0.0111,0.001,-0.001,0,938.33,28.29,-28.29,0,15.376,,0,Kepler
Kepler-30,d,Kepler-30 d,Transit,143.34394,0.00858,-0.00858,0,0.5,,,0,0.022,0.005,-0.005,0,938.33,28.29,-28.29,0,15.376,,0,Kepler
Kepler-300,b,Kepler-300 b,Transit,10.446347,0.000043,-0.000043,0,0.094,,,0,,,,,1134.23,20.63,-20.63,0,14.18,,0,Kepler
Kepler-300,c,Kepler-300 c,Transit,40.714955,0.000245,-0.000245,0,0.232,,,0,,,,,1134.23,20.63,-20.63,0,14.18,,0,Kepler
Kepler-301,b,Kepler-301 b,Transit,2.508553,0.000012,-0.000012,0,0.036,,,0,,,,,734.31,10.73,-10.73,0,14.274,,0,Kepler
Kepler-301,c,Kepler-301 c,Transit,5.419026,0.000032,-0.000032,0,0.06,,,0,,,,,734.31,10.73,-10.73,0,14.274,,0,Kepler
Kepler-301,d,Kepler-301 d,Transit,13.751243,0.000081,-0.000081,0,0.112,,,0,,,,,734.31,10.73,-10.73,0,14.274,,0,Kepler
Kepler-302,b,Kepler-302 b,Transit,30.184104,0.000203,-0.000203,0,0.193,,,0,,,,,1459.64,61.16,-61.16,0,15.491,,0,Kepler
Kepler-302,c,Kepler-302 c,Transit,127.282184,0.000427,-0.000427,0,0.503,,,0,,,,,1459.64,61.16,-61.16,0,15.491,,0,Kepler
Kepler-303,b,Kepler-303 b,Transit,1.937055,0.000004,-0.000004,0,0.024,,,0,,,,,211.01,0.94,-0.94,0,14.396,,0,Kepler
Kepler-303,c,Kepler-303 c,Transit,7.061149,0.000019,-0.000019,0,0.057,,,0,,,,,211.01,0.94,-0.94,0,14.396,,0,Kepler
Kepler-304,b,Kepler-304 b,Transit,3.295709,0.000002,-0.000002,0,0.039,,,0,,,,,440.12,5.32,-5.32,0,14.831,,0,Kepler
Kepler-304,c,Kepler-304 c,Transit,5.315946,0.000007,-0.000007,0,0.054,,,0,,,,,440.12,5.32,-5.32,0,14.831,,0,Kepler
Kepler-304,d,Kepler-304 d,Transit,9.653471,0.000015,-0.000015,0,0.08,,,0,,,,,440.12,5.32,-5.32,0,14.831,,0,Kepler
Kepler-304,e,Kepler-304 e,Transit,1.49914695,0.0000028,-0.0000028,0,,,,,,,,,440.12,5.32,-5.32,0,14.831,,0,Kepler
Kepler-305,b,Kepler-305 b,Transit,5.487,,,0,,,,,,,,,889.64,26.92,-26.92,0,15.766,,0,Kepler
Kepler-305,c,Kepler-305 c,Transit,8.291,,,0,,,,,,,,,889.64,26.92,-26.92,0,15.766,,0,Kepler
Kepler-305,d,Kepler-305 d,Transit,16.738661,0.000145,-0.000145,0,0.121,,,0,,,,,889.64,26.92,-26.92,0,15.766,,0,Kepler
Kepler-306,b,Kepler-306 b,Transit,4.646186,0.000025,-0.000025,0,0.05,,,0,,,,,793,19.13,-19.13,0,15.552,,0,Kepler
Kepler-306,c,Kepler-306 c,Transit,7.240193,0.000032,-0.000032,0,0.067,,,0,,,,,793,19.13,-19.13,0,15.552,,0,Kepler
Kepler-306,d,Kepler-306 d,Transit,17.326644,0.000137,-0.000137,0,0.12,,,0,,,,,793,19.13,-19.13,0,15.552,,0,Kepler
Kepler-306,e,Kepler-306 e,Transit,44.840975,0.000439,-0.000439,0,0.227,,,0,,,,,793,19.13,-19.13,0,15.552,,0,Kepler
Kepler-307,b,Kepler-307 b,Transit,10.4208,0.0009,-0.0008,0,,,,,,,,,585.27,5.35,-5.35,0,14.056,,0,Kepler
Kepler-307,c,Kepler-307 c,Transit,13.0729,0.0012,-0.0012,0,,,,,,,,,585.27,5.35,-5.35,0,14.056,,0,Kepler
Kepler-308,b,Kepler-308 b,Transit,9.694928,0.00009,-0.00009,0,0.09,,,0,,,,,1384.3,76.33,-76.33,0,15.851,,0,Kepler
Kepler-308,c,Kepler-308 c,Transit,15.38231,0.000171,-0.000171,0,0.123,,,0,,,,,1384.3,76.33,-76.33,0,15.851,,0,Kepler
Kepler-309,b,Kepler-309 b,Transit,5.923653,0.000028,-0.000028,0,0.059,,,0,,,,,553.2,6.02,-6.02,0,15.126,,0,Kepler
Kepler-309,c,Kepler-309 c,Transit,105.356383,0.000857,-0.000857,0,0.401,,,0,,,,,553.2,6.02,-6.02,0,15.126,,0,Kepler
Kepler-31,b,Kepler-31 b,Transit,20.8613,0.0002,-0.0002,0,0.16,,,0,,,,,1747.58,70.33,-70.33,0,15.224,,0,Kepler
Kepler-31,c,Kepler-31 c,Transit,42.6318,0.0005,-0.0005,0,0.26,,,0,,,,,1747.58,70.33,-70.33,0,15.224,,0,Kepler
Kepler-31,d,Kepler-31 d,Transit,87.6451,0.0014,-0.0014,0,0.4,,,0,,,,,1747.58,70.33,-70.33,0,15.224,,0,Kepler
Kepler-310,b,Kepler-310 b,Transit,13.930698,0.000108,-0.000108,0,0.111,,,0,,,,,612.87,7.14,-7.14,0,14.265,,0,Kepler
Kepler-310,c,Kepler-310 c,Transit,56.47542,0.000207,-0.000207,0,0.281,,,0,,,,,612.87,7.14,-7.14,0,14.265,,0,Kepler
Kepler-310,d,Kepler-310 d,Transit,92.876125,0.000785,-0.000785,0,0.392,,,0,,,,,612.87,7.14,-7.14,0,14.265,,0,Kepler
Kepler-311,b,Kepler-311 b,Transit,9.176092,0.000057,-0.000057,0,0.087,,,0,,,,,796.53,9.57,-9.57,0,13.754,,0,Kepler
Kepler-311,c,Kepler-311 c,Transit,19.738286,0.000205,-0.000205,0,0.145,,,0,,,,,796.53,9.57,-9.57,0,13.754,,0,Kepler
Kepler-312,b,Kepler-312 b,Transit,1.772419,0.000012,-0.000012,0,0.031,,,0,,,,,816.22,14.38,-14.38,0,12.921,,0,Kepler
Kepler-312,c,Kepler-312 c,Transit,19.747412,0.000068,-0.000068,0,0.153,,,0,,,,,816.22,14.38,-14.38,0,12.921,,0,Kepler
Kepler-313,b,Kepler-313 b,Transit,14.970418,0.000114,-0.000114,0,0.125,,,0,,,,,1079.4,88.22,-88.22,0,14.111,,0,Kepler
Kepler-313,c,Kepler-313 c,Transit,32.273273,0.000819,-0.000819,0,0.208,,,0,,,,,1079.4,88.22,-88.22,0,14.111,,0,Kepler
Kepler-314,b,Kepler-314 b,Transit,2.461069,0.000013,-0.000013,0,0.035,,,0,,,,,270.97,1.78,-1.78,0,12.523,,0,Kepler
Kepler-314,c,Kepler-314 c,Transit,5.960392,0.000005,-0.000005,0,0.064,,,0,,,,,270.97,1.78,-1.78,0,12.523,,0,Kepler
Kepler-315,b,Kepler-315 b,Transit,96.101141,0.000918,-0.000918,0,0.402,,,0,,,,,1199.5,37.5,-37.5,0,15.289,,0,Kepler
Kepler-315,c,Kepler-315 c,Transit,265.469335,0.006223,-0.006223,0,0.791,,,0,,,,,1199.5,37.5,-37.5,0,15.289,,0,Kepler
Kepler-316,b,Kepler-316 b,Transit,2.240508,0.000006,-0.000006,0,0.027,,,0,,,,,389.22,3.93,-3.93,0,15.194,,0,Kepler
Kepler-316,c,Kepler-316 c,Transit,6.827766,0.000034,-0.000034,0,0.058,,,0,,,,,389.22,3.93,-3.93,0,15.194,,0,Kepler
Kepler-317,b,Kepler-317 b,Transit,5.524242,0.000027,-0.000027,0,0.061,,,0,,,,,965.85,26.61,-26.61,0,15.457,,0,Kepler
Kepler-317,c,Kepler-317 c,Transit,8.77501,0.000113,-0.000113,0,0.083,,,0,,,,,965.85,26.61,-26.61,0,15.457,,0,Kepler
Kepler-318,b,Kepler-318 b,Transit,4.662715,0.000003,-0.000003,0,0.056,,,0,,,,,496.14,3.29,-3.29,0,13.281,,0,Kepler
Kepler-318,c,Kepler-318 c,Transit,11.815007,0.00002,-0.00002,0,0.105,,,0,,,,,496.14,3.29,-3.29,0,13.281,,0,Kepler
Kepler-319,b,Kepler-319 b,Transit,4.362705,0.000009,-0.000009,0,0.051,,,0,,,,,510.83,4.88,-4.88,0,13.791,,0,Kepler
Kepler-319,c,Kepler-319 c,Transit,6.941357,0.000007,-0.000007,0,0.069,,,0,,,,,510.83,4.88,-4.88,0,13.791,,0,Kepler
Kepler-319,d,Kepler-319 d,Transit,31.781925,0.000105,-0.000105,0,0.191,,,0,,,,,510.83,4.88,-4.88,0,13.791,,0,Kepler
Kepler-32,b,Kepler-32 b,Transit,5.90124,0.0001,-0.0001,0,0.05,,,0,,,,,326.85,3.44,-3.44,0,15.812,,0,Kepler
Kepler-32,c,Kepler-32 c,Transit,8.7522,0.0003,-0.0003,0,0.09,,,0,,,,,326.85,3.44,-3.44,0,15.812,,0,Kepler
Kepler-32,d,Kepler-32 d,Transit,22.7802,0.0005,-0.0005,0,0.13,,,0,,,,,326.85,3.44,-3.44,0,15.812,,0,Kepler
Kepler-32,e,Kepler-32 e,Transit,2.896,0.0003,-0.0003,0,0.033,,,0,,,,,326.85,3.44,-3.44,0,15.812,,0,Kepler
Kepler-32,f,Kepler-32 f,Transit,0.74296,0.00007,-0.00007,0,0.013,,,0,,,,,326.85,3.44,-3.44,0,15.812,,0,Kepler
Kepler-320,b,Kepler-320 b,Transit,8.371554,0.000162,-0.000162,0,0.085,,,0,,,,,846.74,11.03,-11.03,0,13.434,,0,Kepler
Kepler-320,c,Kepler-320 c,Transit,17.934937,0.000281,-0.000281,0,0.142,,,0,,,,,846.74,11.03,-11.03,0,13.434,,0,Kepler
Kepler-321,b,Kepler-321 b,Transit,4.915379,0.00001,-0.00001,0,0.057,,,0,,,,,388.83,3.41,-3.41,0,12.755,,0,Kepler
Kepler-321,c,Kepler-321 c,Transit,13.093921,0.000024,-0.000024,0,0.11,,,0,,,,,388.83,3.41,-3.41,0,12.755,,0,Kepler
Kepler-322,b,Kepler-322 b,Transit,1.653888,0.000006,-0.000006,0,0.027,,,0,,,,,405.16,2.66,-2.66,0,13.503,,0,Kepler
Kepler-322,c,Kepler-322 c,Transit,4.337234,0.000009,-0.000009,0,0.051,,,0,,,,,405.16,2.66,-2.66,0,13.503,,0,Kepler
Kepler-323,b,Kepler-323 b,Transit,1.678327,0.000003,-0.000003,0,0.028,,,0,,,,,460.8,6.66,-6.66,0,12.658,,0,Kepler
Kepler-323,c,Kepler-323 c,Transit,3.553822,0.000008,-0.000008,0,0.046,,,0,,,,,460.8,6.66,-6.66,0,12.658,,0,Kepler
Kepler-324,b,Kepler-324 b,Transit,4.385315,0.000025,-0.000025,0,0.05,,,0,,,,,508.94,3.73,-3.73,0,14.091,,0,Kepler
Kepler-324,c,Kepler-324 c,Transit,51.805612,0.000314,-0.000314,0,0.26,,,0,,,,,508.94,3.73,-3.73,0,14.091,,0,Kepler
Kepler-325,b,Kepler-325 b,Transit,4.544439,0.000008,-0.000008,0,0.053,,,0,,,,,843.12,14.79,-14.79,0,15.005,,0,Kepler
Kepler-325,c,Kepler-325 c,Transit,12.762172,0.000064,-0.000064,0,0.105,,,0,,,,,843.12,14.79,-14.79,0,15.005,,0,Kepler
Kepler-325,d,Kepler-325 d,Transit,38.715185,0.00022,-0.00022,0,0.22,,,0,,,,,843.12,14.79,-14.79,0,15.005,,0,Kepler
Kepler-326,b,Kepler-326 b,Transit,2.248329,0.000004,-0.000004,0,0.032,,,0,,,,,494.3,10.89,-10.89,0,13.679,,0,Kepler
Kepler-326,c,Kepler-326 c,Transit,4.580358,0.00001,-0.00001,0,0.051,,,0,,,,,494.3,10.89,-10.89,0,13.679,,0,Kepler
Kepler-326,d,Kepler-326 d,Transit,6.766888,0.000023,-0.000023,0,0.066,,,0,,,,,494.3,10.89,-10.89,0,13.679,,0,Kepler
Kepler-327,b,Kepler-327 b,Transit,2.549575,0.000006,-0.000006,0,0.029,,,0,,,,,243.68,1.48,-1.48,0,14.98,,0,Kepler
Kepler-327,c,Kepler-327 c,Transit,5.212333,0.000019,-0.000019,0,0.047,,,0,,,,,243.68,1.48,-1.48,0,14.98,,0,Kepler
Kepler-327,d,Kepler-327 d,Transit,13.969457,0.000031,-0.000031,0,0.09,,,0,,,,,243.68,1.48,-1.48,0,14.98,,0,Kepler
Kepler-328,b,Kepler-328 b,Transit,34.921,,,0,,,,,,,,,2354.42,167.35,-167.35,0,15.604,,0,Kepler
Kepler-328,c,Kepler-328 c,Transit,71.312,,,0,,,,,,,,,2354.42,167.35,-167.35,0,15.604,,0,Kepler
Kepler-329,b,Kepler-329 b,Transit,7.416397,0.000046,-0.000046,0,0.061,,,0,,,,,445.2,7.19,-7.19,0,15.431,,0,Kepler
Kepler-329,c,Kepler-329 c,Transit,18.684737,0.000089,-0.000089,0,0.113,,,0,,,,,445.2,7.19,-7.19,0,15.431,,0,Kepler
Kepler-33,b,Kepler-33 b,Transit,5.66793,0.00012,-0.00012,0,0.0677,0.0014,-0.0014,0,0,,,0,1252.84,23.64,-23.64,0,13.951,,0,Kepler
Kepler-33,c,Kepler-33 c,Transit,13.17562,0.00014,-0.00014,0,0.1189,0.0025,-0.0025,0,0,,,0,1252.84,23.64,-23.64,0,13.951,,0,Kepler
Kepler-33,d,Kepler-33 d,Transit,21.77596,0.00011,-0.00011,0,0.1662,0.0035,-0.0035,0,0,,,0,1252.84,23.64,-23.64,0,13.951,,0,Kepler
Kepler-33,e,Kepler-33 e,Transit,31.7844,0.00039,-0.00039,0,0.2138,0.0045,-0.0045,0,0,,,0,1252.84,23.64,-23.64,0,13.951,,0,Kepler
Kepler-33,f,Kepler-33 f,Transit,41.02902,0.00042,-0.00042,0,0.2535,0.0054,-0.0054,0,0,,,0,1252.84,23.64,-23.64,0,13.951,,0,Kepler
Kepler-330,b,Kepler-330 b,Transit,8.25978,0.000076,-0.000076,0,0.075,,,0,,,,,732.46,14.27,-14.27,0,15.263,,0,Kepler
Kepler-330,c,Kepler-330 c,Transit,15.955387,0.000076,-0.000076,0,0.116,,,0,,,,,732.46,14.27,-14.27,0,15.263,,0,Kepler
Kepler-331,b,Kepler-331 b,Transit,8.457496,0.000024,-0.000024,0,0.065,,,0,,,,,589.63,12.55,-12.55,0,15.836,,0,Kepler
Kepler-331,c,Kepler-331 c,Transit,17.28111,0.000064,-0.000064,0,0.105,,,0,,,,,589.63,12.55,-12.55,0,15.836,,0,Kepler
Kepler-331,d,Kepler-331 d,Transit,32.134328,0.000216,-0.000216,0,0.159,,,0,,,,,589.63,12.55,-12.55,0,15.836,,0,Kepler
Kepler-332,b,Kepler-332 b,Transit,7.626324,0.000028,-0.000028,0,0.07,,,0,,,,,347.65,1.83,-1.83,0,14.003,,0,Kepler
Kepler-332,c,Kepler-332 c,Transit,15.995622,0.000108,-0.000108,0,0.114,,,0,,,,,347.65,1.83,-1.83,0,14.003,,0,Kepler
Kepler-332,d,Kepler-332 d,Transit,34.21154,0.000326,-0.000326,0,0.189,,,0,,,,,347.65,1.83,-1.83,0,14.003,,0,Kepler
Kepler-333,b,Kepler-333 b,Transit,12.551158,0.000044,-0.000044,0,0.087,,,0,,,,,327.47,2.17,-2.17,0,14.721,,0,Kepler
Kepler-333,c,Kepler-333 c,Transit,24.08821,0.000207,-0.000207,0,0.135,,,0,,,,,327.47,2.17,-2.17,0,14.721,,0,Kepler
Kepler-334,b,Kepler-334 b,Transit,5.470319,0.000021,-0.000021,0,0.061,,,0,,,,,431.86,4.53,-4.53,0,12.73,,0,Kepler
Kepler-334,c,Kepler-334 c,Transit,12.758005,0.000055,-0.000055,0,0.107,,,0,,,,,431.86,4.53,-4.53,0,12.73,,0,Kepler
Kepler-334,d,Kepler-334 d,Transit,25.09849,0.000142,-0.000142,0,0.168,,,0,,,,,431.86,4.53,-4.53,0,12.73,,0,Kepler
Kepler-335,b,Kepler-335 b,Transit,6.562331,0.000031,-0.000031,0,0.075,,,0,,,,,1327.48,30.78,-30.78,0,13.96,,0,Kepler
Kepler-335,c,Kepler-335 c,Transit,67.844469,0.001423,-0.001423,0,0.356,,,0,,,,,1327.48,30.78,-30.78,0,13.96,,0,Kepler
Kepler-336,b,Kepler-336 b,Transit,2.024823,0.000017,-0.000017,0,0.033,,,0,,,,,2331.54,2067.64,-2067.64,0,13.584,,0,Kepler
Kepler-336,c,Kepler-336 c,Transit,9.600001,0.000035,-0.000035,0,0.092,,,0,,,,,2331.54,2067.64,-2067.64,0,13.584,,0,Kepler
Kepler-336,d,Kepler-336 d,Transit,20.678772,0.000102,-0.000102,0,0.154,,,0,,,,,2331.54,2067.64,-2067.64,0,13.584,,0,Kepler
Kepler-337,b,Kepler-337 b,Transit,3.292781,0.000019,-0.000019,0,0.045,,,0,,,,,691.41,9.59,-9.59,0,12.708,,0,Kepler
Kepler-337,c,Kepler-337 c,Transit,9.693201,0.000047,-0.000047,0,0.093,,,0,,,,,691.41,9.59,-9.59,0,12.708,,0,Kepler
Kepler-338,b,Kepler-338 b,Transit,13.726976,0.000059,-0.000059,0,0.117,,,0,,,,,561.69,6.89,-6.89,0,12.083,,0,Kepler
Kepler-338,c,Kepler-338 c,Transit,24.310856,0.000158,-0.000158,0,0.172,,,0,,,,,561.69,6.89,-6.89,0,12.083,,0,Kepler
Kepler-338,d,Kepler-338 d,Transit,44.431014,0.000368,-0.000368,0,0.257,,,0,,,,,561.69,6.89,-6.89,0,12.083,,0,Kepler
Kepler-338,e,Kepler-338 e,Transit Timing Variations,9.341,,,0,,,,,,,,,561.69,6.89,-6.89,0,12.083,,0,Kepler
Kepler-339,b,Kepler-339 b,Transit,4.977656,0.000019,-0.000019,0,0.055,,,0,,,,,627.67,9.6,-9.6,0,14.513,,0,Kepler
Kepler-339,c,Kepler-339 c,Transit,6.988055,0.000053,-0.000053,0,0.069,,,0,,,,,627.67,9.6,-9.6,0,14.513,,0,Kepler
Kepler-339,d,Kepler-339 d,Transit,10.558345,0.000081,-0.000081,0,0.091,,,0,,,,,627.67,9.6,-9.6,0,14.513,,0,Kepler
Kepler-34,b,Kepler-34 b,Transit,288.822,0.063,-0.081,0,1.0896,0.0009,-0.0009,0,0.182,0.016,-0.02,0,1499,33,-33,0,14.83,,0,Kepler
Kepler-340,b,Kepler-340 b,Transit,14.844387,0.000473,-0.000473,0,0.134,,,0,,,,,827.41,20.19,-20.19,0,12.303,,0,Kepler
Kepler-340,c,Kepler-340 c,Transit,22.824669,0.000481,-0.000481,0,0.178,,,0,,,,,827.41,20.19,-20.19,0,12.303,,0,Kepler
Kepler-341,b,Kepler-341 b,Transit,5.195528,0.000053,-0.000053,0,0.06,,,0,,,,,1079.46,21.24,-21.24,0,14.567,,0,Kepler
Kepler-341,c,Kepler-341 c,Transit,8.01041,0.000049,-0.000049,0,0.08,,,0,,,,,1079.46,21.24,-21.24,0,14.567,,0,Kepler
Kepler-341,d,Kepler-341 d,Transit,27.666313,0.000297,-0.000297,0,0.182,,,0,,,,,1079.46,21.24,-21.24,0,14.567,,0,Kepler
Kepler-341,e,Kepler-341 e,Transit,42.473269,0.000633,-0.000633,0,0.242,,,0,,,,,1079.46,21.24,-21.24,0,14.567,,0,Kepler
Kepler-342,b,Kepler-342 b,Transit,15.170318,0.000059,-0.000059,0,0.128,,,0,,,,,799.59,9.98,-9.98,0,13.099,,0,Kepler
Kepler-342,c,Kepler-342 c,Transit,26.234138,0.000163,-0.000163,0,0.185,,,0,,,,,799.59,9.98,-9.98,0,13.099,,0,Kepler
Kepler-342,d,Kepler-342 d,Transit,39.459357,0.000375,-0.000375,0,0.242,,,0,,,,,799.59,9.98,-9.98,0,13.099,,0,Kepler
Kepler-342,e,Kepler-342 e,Transit,1.64422461,0.00000621,-0.00000621,0,,,,,,,,,799.59,9.98,-9.98,0,13.099,,0,Kepler
Kepler-343,b,Kepler-343 b,Transit,8.96855,0.000058,-0.000058,0,0.088,,,0,,,,,952.34,19.68,-19.68,0,14.11,,0,Kepler
Kepler-343,c,Kepler-343 c,Transit,23.22182,0.000234,-0.000234,0,0.167,,,0,,,,,952.34,19.68,-19.68,0,14.11,,0,Kepler
Kepler-344,b,Kepler-344 b,Transit,21.963945,0.000108,-0.000108,0,0.153,,,0,,,,,1032.08,31.23,-31.23,0,15.303,,0,Kepler
Kepler-344,c,Kepler-344 c,Transit,125.596809,0.001728,-0.001728,0,0.488,,,0,,,,,1032.08,31.23,-31.23,0,15.303,,0,Kepler
Kepler-345,b,Kepler-345 b,Transit,7.415563,0.000054,-0.000054,0,0.066,,,0,,,,,362.46,17.12,-17.12,0,14.034,,0,Kepler
Kepler-345,c,Kepler-345 c,Transit,9.387427,0.000028,-0.000028,0,0.077,,,0,,,,,362.46,17.12,-17.12,0,14.034,,0,Kepler
Kepler-346,b,Kepler-346 b,Transit,6.511127,0.000017,-0.000017,0,0.071,,,0,,,,,1012.42,27.39,-27.39,0,15.155,,0,Kepler
Kepler-346,c,Kepler-346 c,Transit,23.851549,0.000098,-0.000098,0,0.168,,,0,,,,,1012.42,27.39,-27.39,0,15.155,,0,Kepler
Kepler-347,b,Kepler-347 b,Transit,12.79836,0.000106,-0.000106,0,0.11,,,0,,,,,1349.45,30.27,-30.27,0,14.489,,0,Kepler
Kepler-347,c,Kepler-347 c,Transit,27.320871,0.000457,-0.000457,0,0.183,,,0,,,,,1349.45,30.27,-30.27,0,14.489,,0,Kepler
Kepler-348,b,Kepler-348 b,Transit,7.05677,0.000031,-0.000031,0,0.076,,,0,,,,,580.2,8.13,-8.13,0,12.588,,0,Kepler
Kepler-348,c,Kepler-348 c,Transit,17.265427,0.000179,-0.000179,0,0.138,,,0,,,,,580.2,8.13,-8.13,0,12.588,,0,Kepler
Kepler-349,b,Kepler-349 b,Transit,5.929778,0.00002,-0.00002,0,0.065,,,0,,,,,966.63,19.68,-19.68,0,14.721,,0,Kepler
Kepler-349,c,Kepler-349 c,Transit,12.247629,0.000063,-0.000063,0,0.105,,,0,,,,,966.63,19.68,-19.68,0,14.721,,0,Kepler
Kepler-35,b,Kepler-35 b,Transit,131.458,0.077,-0.105,0,0.60347,0.00101,-0.00103,0,0.042,0.007,-0.004,0,1645,43,-43,0,15.735,,0,Kepler
Kepler-350,b,Kepler-350 b,Transit,11.189562,0.000119,-0.000119,0,0.104,,,0,,,,,983.79,20.78,-20.78,0,13.761,,0,Kepler
Kepler-350,c,Kepler-350 c,Transit,17.849,,,0,,,,,,,,,983.79,20.78,-20.78,0,13.761,,0,Kepler
Kepler-350,d,Kepler-350 d,Transit,26.136,,,0,,,,,,,,,983.79,20.78,-20.78,0,13.761,,0,Kepler
Kepler-351,b,Kepler-351 b,Transit,37.054919,0.000484,-0.000484,0,0.214,,,0,,,,,1117.85,44.27,-44.27,0,15.966,,0,Kepler
Kepler-351,c,Kepler-351 c,Transit,57.24809,0.000599,-0.000599,0,0.287,,,0,,,,,1117.85,44.27,-44.27,0,15.966,,0,Kepler
Kepler-351,d,Kepler-351 d,Transit,142.544247,0.002303,-0.002303,0,,,,,,,,,1117.85,44.27,-44.27,0,15.966,,0,Kepler
Kepler-352,b,Kepler-352 b,Transit,10.05537,0.000194,-0.000194,0,0.085,,,0,,,,,254.59,1.4,-1.4,0,12.956,,0,Kepler
Kepler-352,c,Kepler-352 c,Transit,16.332995,0.000272,-0.000272,0,0.118,,,0,,,,,254.59,1.4,-1.4,0,12.956,,0,Kepler
Kepler-353,b,Kepler-353 b,Transit,5.795278,0.000055,-0.000055,0,0.051,,,0,,,,,388.92,5.02,-5.02,0,15.725,,0,Kepler
Kepler-353,c,Kepler-353 c,Transit,8.410894,0.000039,-0.000039,0,0.065,,,0,,,,,388.92,5.02,-5.02,0,15.725,,0,Kepler
Kepler-354,b,Kepler-354 b,Transit,5.47666,0.000024,-0.000024,0,0.054,,,0,,,,,562.96,8.08,-8.08,0,15.556,,0,Kepler
Kepler-354,c,Kepler-354 c,Transit,16.934402,0.000228,-0.000228,0,0.115,,,0,,,,,562.96,8.08,-8.08,0,15.556,,0,Kepler
Kepler-354,d,Kepler-354 d,Transit,24.209842,0.000403,-0.000403,0,0.146,,,0,,,,,562.96,8.08,-8.08,0,15.556,,0,Kepler
Kepler-355,b,Kepler-355 b,Transit,11.03189,0.000338,-0.000338,0,0.102,,,0,,,,,1493.7,51.11,-51.11,0,15.066,,0,Kepler
Kepler-355,c,Kepler-355 c,Transit,25.762294,0.000267,-0.000267,0,0.179,,,0,,,,,1493.7,51.11,-51.11,0,15.066,,0,Kepler
Kepler-356,b,Kepler-356 b,Transit,4.612696,0.000021,-0.000021,0,0.057,,,0,,,,,722.14,10.7,-10.7,0,12.965,,0,Kepler
Kepler-356,c,Kepler-356 c,Transit,13.121632,0.000088,-0.000088,0,0.115,,,0,,,,,722.14,10.7,-10.7,0,12.965,,0,Kepler
Kepler-357,b,Kepler-357 b,Transit,6.475434,0.000034,-0.000034,0,0.063,,,0,,,,,702.21,14.68,-14.68,0,15.522,,0,Kepler
