pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_cbflag,pl_facility
HD 40307,b,HD 40307 b,Radial Velocity,0.0468,0.0024,-0.0023,0,0.2,0.14,-0.16,0,0,La Silla Observatory
HD 40307,c,HD 40307 c,Radial Velocity,0.0799,0.004,-0.004,0,0.06,0.11,-0.06,0,0,La Silla Observatory
HD 40307,d,HD 40307 d,Radial Velocity,0.1321,0.0066,-0.0066,0,0.07,0.11,-0.07,0,0,La Silla Observatory
HD 40307,f,HD 40307 f,Radial Velocity,0.247,0.011,-0.014,0,0.02,0.2,-0.02,0,0,La Silla Observatory
HD 40307,g,HD 40307 g,Radial Velocity,0.6,0.034,-0.033,0,0.29,0.31,-0.29,0,0,La Silla Observatory
HD 40956,b,HD 40956 b,Radial Velocity,1.4,0.1,-0.1,0,0.24,0.05,-0.05,0,0,Multiple Observatories
HD 40979,b,HD 40979 b,Radial Velocity,0.85,0.01,-0.01,0,0.25,0.01,-0.01,0,0,Multiple Observatories
HD 41004 A,b,HD 41004 A b,Radial Velocity,,,,,0.74,0.2,-0.2,0,0,La Silla Observatory
HD 41004 B,b,HD 41004 B b,Radial Velocity,,,,,0.081,0.012,-0.012,0,0,La Silla Observatory
HD 4113,b,HD 4113 b,Radial Velocity,1.28,,,0,0.903,0.005,-0.005,0,0,La Silla Observatory
HD 42012,b,HD 42012 b,Radial Velocity,1.67,0.05,-0.06,0,0.2,,,1,0,Haute-Provence Observatory
HD 4203,b,HD 4203 b,Radial Velocity,1.17,0.02,-0.02,0,0.52,0.03,-0.03,0,0,W. M. Keck Observatory
HD 4203,c,HD 4203 c,Radial Velocity,6.95,1.93,-0.56,0,0.24,0.13,-0.13,0,0,Gemini Observatory
HD 4208,b,HD 4208 b,Radial Velocity,1.662,0.015,-0.015,0,0.042,0.039,-0.029,0,0,W. M. Keck Observatory
HD 42618,b,HD 42618 b,Radial Velocity,0.554,0.011,-0.011,0,0.19,0.15,-0.12,0,0,Multiple Observatories
HD 4308,b,HD 4308 b,Radial Velocity,0.12,0,0,0,0,,,0,0,La Silla Observatory
HD 4313,b,HD 4313 b,Radial Velocity,1.157,0.097,-0.097,0,0.147,0.047,-0.047,0,0,W. M. Keck Observatory
HD 43197,b,HD 43197 b,Radial Velocity,0.92,0.01,-0.02,0,0.83,0.05,-0.01,0,0,La Silla Observatory
HD 43691,b,HD 43691 b,Radial Velocity,0.238,0.015,-0.015,0,0.0796,0.0067,-0.0067,0,0,Haute-Provence Observatory
HD 44219,b,HD 44219 b,Radial Velocity,1.19,0.02,-0.02,0,0.61,0.07,-0.09,0,0,La Silla Observatory
HD 45184,b,HD 45184 b,Radial Velocity,0.0644,0.002,-0.0021,0,0.07,0.05,-0.05,0,0,La Silla Observatory
HD 45184,c,HD 45184 c,Radial Velocity,0.11,0.0034,-0.0036,0,0.07,0.07,-0.05,0,0,La Silla Observatory
HD 45350,b,HD 45350 b,Radial Velocity,1.92,0.07,-0.07,0,0.778,0.009,-0.009,0,0,W. M. Keck Observatory
HD 45364,b,HD 45364 b,Radial Velocity,0.6813,,,0,0.1684,0.019,-0.019,0,0,La Silla Observatory
HD 45364,c,HD 45364 c,Radial Velocity,0.8972,,,0,0.0974,0.012,-0.012,0,0,La Silla Observatory
HD 45652,b,HD 45652 b,Radial Velocity,0.237,0.011,-0.011,0,0.607,0.026,-0.026,0,0,Haute-Provence Observatory
HD 46375,b,HD 46375 b,Radial Velocity,0.0398,0.0023,-0.0023,0,0.063,0.026,-0.026,0,0,W. M. Keck Observatory
HD 47186,b,HD 47186 b,Radial Velocity,0.05,0,0,0,0.04,0.02,-0.02,0,0,La Silla Observatory
HD 47186,c,HD 47186 c,Radial Velocity,2.395,,,0,0.249,0.073,-0.073,0,0,La Silla Observatory
HD 4732,b,HD 4732 b,Radial Velocity,1.19,0.05,-0.05,0,0.13,0.06,-0.06,0,0,Multiple Observatories
HD 4732,c,HD 4732 c,Radial Velocity,4.6,0.23,-0.23,0,0.23,0.07,-0.07,0,0,Multiple Observatories
HD 47366,b,HD 47366 b,Radial Velocity,1.28,0.05,-0.06,0,0.06,0.04,-0.04,0,0,Okayama Astrophysical Observatory
HD 47366,c,HD 47366 c,Radial Velocity,1.97,0.08,-0.09,0,0.1,0.11,-0.08,0,0,Okayama Astrophysical Observatory
HD 47536,b,HD 47536 b,Radial Velocity,1.93,0.32,-0.32,0,0.2,0.08,-0.08,0,0,La Silla Observatory
HD 48265,b,HD 48265 b,Radial Velocity,1.814,0.03,-0.031,0,0.211,0.089,-0.096,0,0,Las Campanas Observatory
HD 4917,b,HD 4917 b,Radial Velocity,1.167,0.065,-0.065,0,0.066,0.041,-0.041,0,0,W. M. Keck Observatory
HD 49674,b,HD 49674 b,Radial Velocity,0.06,0,0,0,0.09,0.09,-0.09,0,0,W. M. Keck Observatory
HD 50499,b,HD 50499 b,Radial Velocity,3.833,0.0305,-0.03,0,0.266,0.044,-0.044,0,0,W. M. Keck Observatory
HD 50499,c,HD 50499 c,Radial Velocity,9.02,1.73,-0.33,0,0,0.14,-0.02,0,0,La Silla Observatory
HD 50554,b,HD 50554 b,Radial Velocity,2.353,0.0452,-0.0452,0,0.501,0.03,-0.03,0,0,Lick Observatory
HD 51608,b,HD 51608 b,Radial Velocity,0.1059,0.0043,-0.0046,0,0.09,0.04,-0.04,0,0,La Silla Observatory
HD 51608,c,HD 51608 c,Radial Velocity,0.3809,0.0153,-0.0164,0,0.14,0.07,-0.07,0,0,La Silla Observatory
HD 52265,b,HD 52265 b,Radial Velocity,0.52,0.009,-0.009,0,0.27,0.02,-0.02,0,0,W. M. Keck Observatory
HD 5319,b,HD 5319 b,Radial Velocity,1.57,0.11,-0.11,0,0.092,0.025,-0.025,0,0,W. M. Keck Observatory
HD 5319,c,HD 5319 c,Radial Velocity,1.93,0.13,-0.13,0,0.183,0.064,-0.064,0,0,W. M. Keck Observatory
HD 55696,b,HD 55696 b,Radial Velocity,3.18,0.18,-0.18,0,0.705,0.022,-0.022,0,0,W. M. Keck Observatory
HD 5583,b,HD 5583 b,Radial Velocity,0.53,0.02,-0.02,0,0.076,0.07,-0.023,0,0,Roque de los Muchachos Observatory
HD 5608,b,HD 5608 b,Radial Velocity,1.911,0.088,-0.088,0,0.056,0.039,-0.039,0,0,Okayama Astrophysical Observatory
HD 564,b,HD 564 b,Radial Velocity,1.2,0.02,-0.02,0,0.096,0.067,-0.067,0,0,La Silla Observatory
HD 5891,b,HD 5891 b,Radial Velocity,0.64,0.04,-0.04,0,0.07,0.02,-0.02,0,0,W. M. Keck Observatory
HD 59686 A,b,HD 59686 A b,Radial Velocity,1.086,0.0006,-0.0007,0,0.05,0.03,-0.02,0,0,Lick Observatory
HD 60532,b,HD 60532 b,Radial Velocity,0.77,0.02,-0.02,0,0.26,0.02,-0.02,0,0,La Silla Observatory
HD 60532,c,HD 60532 c,Radial Velocity,1.6,0.04,-0.04,0,0.03,0.02,-0.02,0,0,La Silla Observatory
HD 62509,b,HD 62509 b,Radial Velocity,1.64,0.27,-0.27,0,0.02,0.03,-0.03,0,0,Multiple Observatories
HD 63454,b,HD 63454 b,Radial Velocity,0.04,0,0,0,0,,,0,0,La Silla Observatory
HD 63765,b,HD 63765 b,Radial Velocity,0.94,0.02,-0.02,0,0.24,0.04,-0.04,0,0,La Silla Observatory
HD 64114,b,HD 64114 b,Radial Velocity,0.246,0.005,-0.005,0,0.12,0.08,-0.08,0,0,Las Campanas Observatory
HD 6434,b,HD 6434 b,Radial Velocity,0.14,0,0,0,0.17,0.03,-0.03,0,0,La Silla Observatory
HD 65216,b,HD 65216 b,Radial Velocity,1.301,0.02,-0.02,0,0.27,0.02,-0.02,0,0,La Silla Observatory
HD 65216,c,HD 65216 c,Radial Velocity,5.75,0.09,-0.09,0,0.17,0.04,-0.04,0,0,La Silla Observatory
HD 66141,b,HD 66141 b,Radial Velocity,1.2,0.1,-0.1,0,0.07,0.03,-0.03,0,0,Bohyunsan Optical Astronomical Observatory
HD 66428,b,HD 66428 b,Radial Velocity,3.467,0.024,-0.024,0,0.493,0.015,-0.015,0,0,W. M. Keck Observatory
HD 67087,b,HD 67087 b,Radial Velocity,1.08,0.04,-0.04,0,0.17,0.07,-0.07,0,0,Multiple Observatories
HD 67087,c,HD 67087 c,Radial Velocity,3.86,0.43,-0.37,0,0.76,0.17,-0.24,0,0,Multiple Observatories
HD 6718,b,HD 6718 b,Radial Velocity,3.55,0.18,-0.18,0,0.1,0.08,-0.08,0,0,La Silla Observatory
HD 68402,b,HD 68402 b,Radial Velocity,2.18,0.09,-0.09,0,0.03,0.06,-0.06,0,0,Multiple Observatories
HD 68988,b,HD 68988 b,Radial Velocity,0.07,0,0,0,0.12,0.01,-0.01,0,0,Multiple Observatories
HD 69830,b,HD 69830 b,Radial Velocity,0.0785,,,0,0.1,0.04,-0.04,0,0,La Silla Observatory
HD 69830,c,HD 69830 c,Radial Velocity,0.186,,,0,0.13,0.06,-0.06,0,0,La Silla Observatory
HD 69830,d,HD 69830 d,Radial Velocity,0.63,,,0,0.07,0.07,-0.07,0,0,La Silla Observatory
HD 70573,b,HD 70573 b,Radial Velocity,1.76,0.05,-0.05,0,0.4,0.1,-0.1,0,0,La Silla Observatory
HD 70642,b,HD 70642 b,Radial Velocity,3.318,0.022,-0.021,0,0.175,0.044,-0.044,0,0,Anglo-Australian Telescope
HD 7199,b,HD 7199 b,Radial Velocity,1.36,0.02,-0.02,0,0.19,0.16,-0.16,0,0,La Silla Observatory
HD 72490,b,HD 72490 b,Radial Velocity,1.88,0.21,-0.21,0,0.124,0.046,-0.046,0,0,W. M. Keck Observatory
HD 72659,b,HD 72659 b,Radial Velocity,4.75,0.08,-0.08,0,0.22,0.03,-0.03,0,0,W. M. Keck Observatory
HD 72892,b,HD 72892 b,Radial Velocity,0.228,0.008,-0.008,0,0.423,0.006,-0.006,0,0,Multiple Observatories
HD 73267,b,HD 73267 b,Radial Velocity,2.187,0.016,-0.016,0,0.23,0.014,-0.014,0,0,La Silla Observatory
HD 73526,b,HD 73526 b,Radial Velocity,0.65,0.01,-0.01,0,0.19,0.05,-0.05,0,0,Anglo-Australian Telescope
HD 73526,c,HD 73526 c,Radial Velocity,1.03,0.02,-0.02,0,0.28,0.05,-0.05,0,0,Anglo-Australian Telescope
HD 73534,b,HD 73534 b,Radial Velocity,2.99,0.15,-0.15,0,0.126,0.057,-0.057,0,0,W. M. Keck Observatory
HD 74156,b,HD 74156 b,Radial Velocity,0.292,0.004,-0.004,0,0.627,0.009,-0.009,0,0,Haute-Provence Observatory
HD 74156,c,HD 74156 c,Radial Velocity,3.85,0.054,-0.054,0,0.432,0.013,-0.013,0,0,Haute-Provence Observatory
HD 7449,b,HD 7449 b,Radial Velocity,2.38,0.04,-0.04,0,0.92,0.03,-0.03,0,0,La Silla Observatory
HD 75289,b,HD 75289 b,Radial Velocity,0.05,0,0,0,0.03,0.03,-0.03,0,0,La Silla Observatory
HD 75784,b,HD 75784 b,Radial Velocity,1.032,0.066,-0.066,0,0.097,0.063,-0.063,0,0,W. M. Keck Observatory
HD 75784,c,HD 75784 c,Radial Velocity,8.4,1.4,-1.4,0,0.489,0.092,-0.092,0,0,W. M. Keck Observatory
HD 75898,b,HD 75898 b,Radial Velocity,1.191,0.073,-0.073,0,0.11,0.01,-0.01,0,0,W. M. Keck Observatory
HD 76700,b,HD 76700 b,Radial Velocity,0.05,0,0,0,0.09,0.08,-0.08,0,0,Anglo-Australian Telescope
HD 76920,b,HD 76920 b,Radial Velocity,1.149,0.017,-0.017,0,0.856,0.009,-0.009,0,0,Multiple Observatories
HD 77338,b,HD 77338 b,Radial Velocity,0.06,0,0,0,0.09,0.22,-0.22,0,0,La Silla Observatory
HD 7924,b,HD 7924 b,Radial Velocity,0.06,0,0,0,0.06,0.05,-0.05,0,0,W. M. Keck Observatory
HD 7924,c,HD 7924 c,Radial Velocity,0.1134,0.0013,-0.0014,0,0.098,0.096,-0.069,0,0,W. M. Keck Observatory
HD 7924,d,HD 7924 d,Radial Velocity,0.1551,0.0018,-0.0019,0,0.21,0.13,-0.12,0,0,W. M. Keck Observatory
HD 79498,b,HD 79498 b,Radial Velocity,2.98,0.15,-0.15,0,0.575,0.023,-0.023,0,0,McDonald Observatory
HD 80606,b,HD 80606 b,Radial Velocity,,,,0,0.93,0,0,0,0,Multiple Observatories
HD 80653,b,HD 80653 b,Transit,0.0166,0.0003,-0.0003,0,,,,0,0,K2
HD 81040,b,HD 81040 b,Radial Velocity,1.94,0.03,-0.03,0,0.53,0.04,-0.04,0,0,Multiple Observatories
HD 81688,b,HD 81688 b,Radial Velocity,0.81,,,0,0,,,0,0,Okayama Astrophysical Observatory
HD 82886,b,HD 82886 b,Radial Velocity,1.58,0.08,-0.08,0,0.07,0.17,-0.17,0,0,W. M. Keck Observatory
HD 82943,b,HD 82943 b,Radial Velocity,1.18306,0.00062,-0.00062,0,0.162,0.036,-0.036,0,0,La Silla Observatory
HD 82943,c,HD 82943 c,Radial Velocity,0.74345,0.00012,-0.00012,0,0.3663,0.0097,-0.0097,0,0,La Silla Observatory
HD 8326,b,HD 8326 b,Radial Velocity,0.533,0.011,-0.011,0,0.2,0.11,-0.11,0,0,Las Campanas Observatory
HD 83443,b,HD 83443 b,Radial Velocity,0.04,0,0,0,0.01,0.01,-0.01,0,0,Multiple Observatories
HD 8535,b,HD 8535 b,Radial Velocity,2.45,0.04,-0.06,0,0.15,0.09,-0.05,0,0,La Silla Observatory
HD 85390,b,HD 85390 b,Radial Velocity,1.373,0.035,-0.035,0,0.5,0.05,-0.05,0,0,La Silla Observatory
HD 85512,b,HD 85512 b,Radial Velocity,0.26,0,0,0,0.11,0.1,-0.1,0,0,La Silla Observatory
HD 8574,b,HD 8574 b,Radial Velocity,0.76,0.01,-0.01,0,0.3,0.03,-0.03,0,0,Haute-Provence Observatory
HD 86081,b,HD 86081 b,Radial Velocity,0.0346,0.0027,-0.0027,0,0.0119,0.0047,-0.0047,0,0,W. M. Keck Observatory
HD 86226,b,HD 86226 b,Radial Velocity,2.84,0.06,-0.06,0,0.15,0.09,-0.09,0,0,Las Campanas Observatory
HD 86264,b,HD 86264 b,Radial Velocity,2.86,0.07,-0.07,0,0.7,0.2,-0.2,0,0,Lick Observatory
HD 8673,b,HD 8673 b,Radial Velocity,3.02,0.15,-0.15,0,0.723,0.016,-0.016,0,0,Thueringer Landessternwarte Tautenburg
HD 86950,b,HD 86950 b,Radial Velocity,2.72,0.08,-0.08,0,0.17,0.16,-0.16,0,0,Multiple Observatories
HD 87646,b,HD 87646 b,Radial Velocity,0.117,0.003,-0.003,0,0.05,0.02,-0.02,0,0,Apache Point Observatory
HD 87883,b,HD 87883 b,Radial Velocity,3.58,0.1,-0.1,0,0.53,0.12,-0.12,0,0,Lick Observatory
HD 88133,b,HD 88133 b,Radial Velocity,0.0479,0.0033,-0.0033,0,0.031,0.021,-0.021,0,0,W. M. Keck Observatory
HD 89307,b,HD 89307 b,Radial Velocity,3.27,0.07,-0.07,0,0.2,0.05,-0.05,0,0,Lick Observatory
HD 89345,b,HD 89345 b,Transit,0.1066,0.0012,-0.0014,0,0.22,0.095,-0.13,0,0,K2
HD 89744,b,HD 89744 b,Radial Velocity,0.917,0.009,-0.009,0,0.677,0.003,-0.003,0,0,Fred Lawrence Whipple Observatory
HD 90156,b,HD 90156 b,Radial Velocity,0.25,0.004,-0.004,0,0.31,0.1,-0.1,0,0,La Silla Observatory
HD 9174,b,HD 9174 b,Radial Velocity,2.2,0.09,-0.09,0,0.12,0.05,-0.05,0,0,Multiple Observatories
HD 92788,b,HD 92788 b,Radial Velocity,0.97,0.02,-0.02,0,0.35,0.004,-0.005,0,0,Multiple Observatories
HD 92788,c,HD 92788 c,Radial Velocity,10.5,2.9,-0.55,0,0.46,0.12,-0.03,0,0,La Silla Observatory
HD 92987,b,HD 92987 b,Radial Velocity,9.62,0.36,-0.26,0,0.21,0.02,-0.01,0,0,La Silla Observatory
HD 93083,b,HD 93083 b,Radial Velocity,0.477,,,0,0.14,0.03,-0.03,0,0,La Silla Observatory
HD 9446,b,HD 9446 b,Radial Velocity,0.189,0.006,-0.006,0,0.2,0.06,-0.06,0,0,Haute-Provence Observatory
HD 9446,c,HD 9446 c,Radial Velocity,0.654,0.022,-0.022,0,0.06,0.06,-0.06,0,0,Haute-Provence Observatory
HD 94834,b,HD 94834 b,Radial Velocity,2.74,0.18,-0.18,0,0.14,0.1,-0.1,0,0,W. M. Keck Observatory
HD 95086,b,HD 95086 b,Imaging,55.7,2.5,-2.5,0,,,,,0,Paranal Observatory
HD 95089,b,HD 95089 b,Radial Velocity,1.36,0.13,-0.13,0,0.119,0.072,-0.072,0,0,W. M. Keck Observatory
HD 95089,c,HD 95089 c,Radial Velocity,3.33,0.31,-0.31,0,0.284,0.042,-0.042,0,0,W. M. Keck Observatory
HD 95127,b,HD 95127 b,Radial Velocity,1.28,0.08,-0.08,0,0.11,0.1,-0.1,0,0,McDonald Observatory
HD 95872,b,HD 95872 b,Radial Velocity,5.15,0.16,-0.16,0,0.06,0.04,-0.04,0,0,Multiple Facilities
HD 96063,b,HD 96063 b,Radial Velocity,1.11,0.14,-0.14,0,0.17,0.11,-0.11,0,0,W. M. Keck Observatory
HD 96127,b,HD 96127 b,Radial Velocity,1.42,0.13,-0.13,0,0.3,0.1,-0.1,0,0,McDonald Observatory
HD 96167,b,HD 96167 b,Radial Velocity,1.332,0.098,-0.098,0,0.685,0.029,-0.029,0,0,W. M. Keck Observatory
HD 97048,b,HD 97048 b,Disk Kinematics,130,,,0,,,,0,0,Atacama Large Millimeter Array (ALMA)
HD 97658,b,HD 97658 b,Radial Velocity,,,,0,0.06,0.05,-0.05,0,0,W. M. Keck Observatory
HD 98219,b,HD 98219 b,Radial Velocity,1.26,0.12,-0.12,0,0.079,0.04,-0.04,0,0,W. M. Keck Observatory
HD 98649,b,HD 98649 b,Radial Velocity,6.57,0.31,-0.23,0,0.86,0.04,-0.02,0,0,La Silla Observatory
HD 98736,b,HD 98736 b,Radial Velocity,1.864,0.091,-0.091,0,0.226,0.064,-0.064,0,0,W. M. Keck Observatory
HD 99109,b,HD 99109 b,Radial Velocity,1.11,0.02,-0.02,0,0.09,0.12,-0.12,0,0,W. M. Keck Observatory
HD 99492,b,HD 99492 b,Radial Velocity,0.12,0,0,0,0.25,0.09,-0.09,0,0,W. M. Keck Observatory
HD 99706,b,HD 99706 b,Radial Velocity,1.98,0.14,-0.14,0,0.25,0.16,-0.16,0,0,W. M. Keck Observatory
HD 99706,c,HD 99706 c,Radial Velocity,,,,0,0.411,0.231,-0.178,0,0,W. M. Keck Observatory
HIP 105854,b,HIP 105854 b,Radial Velocity,0.81,0.03,-0.03,0,0.02,0.03,-0.03,0,0,Multiple Observatories
HIP 107773,b,HIP 107773 b,Radial Velocity,0.72,0.03,-0.03,0,0.09,0.06,-0.06,0,0,Multiple Observatories
HIP 109384,b,HIP 109384 b,Radial Velocity,1.134,0.029,-0.029,0,0.549,0.003,-0.003,0,0,Haute-Provence Observatory
HIP 109600,b,HIP 109600 b,Radial Velocity,0.706,0.016,-0.016,0,0.163,0.006,-0.006,0,0,Haute-Provence Observatory
HIP 116454,b,HIP 116454 b,Transit,,,,0,0.2,0.07,-0.07,0,0,K2
HIP 12961,b,HIP 12961 b,Radial Velocity,0.25,0.01,-0.01,0,0.17,0.03,-0.03,0,0,La Silla Observatory
HIP 14810,b,HIP 14810 b,Radial Velocity,0.0696,0.0044,-0.0044,0,0.14399,0.00087,-0.00087,0,0,W. M. Keck Observatory
HIP 14810,c,HIP 14810 c,Radial Velocity,0.549,0.034,-0.034,0,0.1566,0.0099,-0.0099,0,0,W. M. Keck Observatory
HIP 14810,d,HIP 14810 d,Radial Velocity,1.94,0.13,-0.13,0,0.185,0.035,-0.035,0,0,W. M. Keck Observatory
HIP 35173,b,HIP 35173 b,Radial Velocity,0.217,0.004,-0.004,0,0.16,0.11,-0.11,0,0,Las Campanas Observatory
HIP 41378,b,HIP 41378 b,Transit,,,,0,,,,0,0,K2
HIP 41378,c,HIP 41378 c,Transit,,,,0,,,,0,0,K2
HIP 41378,d,HIP 41378 d,Transit,,,,0,,,,0,0,K2
HIP 41378,e,HIP 41378 e,Transit,,,,0,,,,0,0,K2
HIP 41378,f,HIP 41378 f,Transit,,,,0,,,,0,0,K2
HIP 5158,b,HIP 5158 b,Radial Velocity,0.89,,,0,0.52,0.08,-0.08,0,0,La Silla Observatory
HIP 5158,c,HIP 5158 c,Radial Velocity,7.7,1.88,-1.88,0,0.14,0.1,-0.1,0,0,La Silla Observatory
HIP 54373,b,HIP 54373 b,Radial Velocity,0.063,0.001,-0.001,0,0.2,0.11,-0.11,0,0,Las Campanas Observatory
HIP 54373,c,HIP 54373 c,Radial Velocity,0.099,0.002,-0.002,0,0.2,0.12,-0.12,0,0,Las Campanas Observatory
HIP 57274,b,HIP 57274 b,Radial Velocity,0.07,0,0,0,0.19,0.1,-0.1,0,0,W. M. Keck Observatory
HIP 57274,c,HIP 57274 c,Radial Velocity,0.178,,,0,0.05,0.02,-0.02,0,0,W. M. Keck Observatory
HIP 57274,d,HIP 57274 d,Radial Velocity,1.01,,,0,0.27,0.05,-0.05,0,0,W. M. Keck Observatory
HIP 63242,b,HIP 63242 b,Radial Velocity,0.565,,,0,0.23,,,0,0,Multiple Observatories
HIP 65407,b,HIP 65407 b,Radial Velocity,0.177,0.005,-0.005,0,0.14,0.07,-0.07,0,0,Haute-Provence Observatory
HIP 65407,c,HIP 65407 c,Radial Velocity,0.316,0.008,-0.008,0,0.12,0.04,-0.04,0,0,Haute-Provence Observatory
HIP 65426,b,HIP 65426 b,Imaging,92,,,0,,,,0,0,Paranal Observatory
HIP 65891,b,HIP 65891 b,Radial Velocity,2.81,0.09,-0.09,0,0.13,0.05,-0.05,0,0,Multiple Observatories
HIP 67537,b,HIP 67537 b,Radial Velocity,4.91,0.14,-0.13,0,0.59,0.05,-0.02,0,0,Multiple Observatories
HIP 67851,b,HIP 67851 b,Radial Velocity,0.46,0.02,-0.02,0,0.05,0.04,-0.04,0,0,Multiple Observatories
HIP 67851,c,HIP 67851 c,Radial Velocity,3.82,0.23,-0.23,0,0.17,0.06,-0.06,0,0,Multiple Observatories
HIP 70849,b,HIP 70849 b,Radial Velocity,20.25,15.75,-15.75,0,0.715,0.245,-0.245,0,0,La Silla Observatory
HIP 71135,b,HIP 71135 b,Radial Velocity,0.335,0.007,-0.007,0,0.21,0.13,-0.13,0,0,Las Campanas Observatory
HIP 74890,b,HIP 74890 b,Radial Velocity,2.1,0.09,-0.09,0,0.07,0.07,-0.07,0,0,Multiple Observatories
HIP 78530,b,HIP 78530 b,Imaging,740,60,-60,0,,,,,0,Gemini Observatory
HIP 79098 AB,b,HIP 79098 AB b,Imaging,345,6,-6,0,,,,0,1,Paranal Observatory
HIP 79431,b,HIP 79431 b,Radial Velocity,0.36,,,0,0.29,0.02,-0.02,0,0,W. M. Keck Observatory
HIP 8541,b,HIP 8541 b,Radial Velocity,2.8,0.25,-0.25,0,0.16,0.06,-0.06,0,0,Multiple Observatories
HIP 91258,b,HIP 91258 b,Radial Velocity,0.06,0,0,0,0.02,0.01,-0.01,0,0,Haute-Provence Observatory
HIP 97233,b,HIP 97233 b,Radial Velocity,2.55,0.05,-0.05,0,0.61,0.03,-0.03,0,0,Multiple Observatories
HN Peg,b,HN Peg b,Imaging,773,13,-13,0,,,,,0,Spitzer Space Telescope
HR 2562,b,HR 2562 b,Imaging,20.3,0.3,-0.3,0,,,,,0,Gemini Observatory
HR 5183,b,HR 5183 b,Radial Velocity,18,6,-4,0,0.84,0.04,-0.04,0,0,Multiple Observatories
HR 810,b,HR 810 b,Radial Velocity,0.92,0.02,-0.02,0,0.14,0.13,-0.13,0,0,La Silla Observatory
HR 858,b,HR 858 b,Transit,0.048,0.001,-0.0011,0,0.3,,,1,0,Transiting Exoplanet Survey Satellite (TESS)
HR 858,c,HR 858 c,Transit,0.0674,0.0014,-0.0016,0,0.19,,,1,0,Transiting Exoplanet Survey Satellite (TESS)
HR 858,d,HR 858 d,Transit,0.1027,0.0022,-0.0025,0,0.28,,,1,0,Transiting Exoplanet Survey Satellite (TESS)
HR 8799,b,HR 8799 b,Imaging,68,,,0,,,,,0,Gemini Observatory
HR 8799,c,HR 8799 c,Imaging,38,,,0,,,,,0,Gemini Observatory
HR 8799,d,HR 8799 d,Imaging,24,,,0,,,,,0,W. M. Keck Observatory
HR 8799,e,HR 8799 e,Imaging,16.4,2.1,-1.1,0,0.15,0.08,-0.08,0,0,W. M. Keck Observatory
HU Aqr,b,HU Aqr AB b,Eclipse Timing Variations,3.6,0.8,-0.8,0,0,,,0,1,Yunnan Astronomical Observatory
HU Aqr,c,HU Aqr AB c,Eclipse Timing Variations,5.4,0.9,-0.9,0,0.51,0.15,-0.15,0,1,Yunnan Astronomical Observatory
HW Vir,b,HW Vir b,Eclipse Timing Variations,4.69,0.06,-0.06,0,0.4,0.1,-0.1,0,1,McDonald Observatory
IC 4651 9122,b,IC 4651 9122 b,Radial Velocity,2.038,0.039,-0.039,0,0.18,0.09,-0.09,0,0,La Silla Observatory
K2-10,b,K2-10 b,Transit,,,,,0.31,0.16,-0.18,0,0,K2
K2-100,b,K2-100 b,Transit,0.0296,0.0002,-0.0002,0,,,,0,0,K2
K2-101,b,K2-101 b,Transit,,,,,0.1,0.18,-0.08,0,0,K2
K2-102,b,K2-102 b,Transit,,,,,0.1,0.16,-0.07,0,0,K2
K2-104,b,K2-104 b,Transit,0.023,0.001,-0.001,0,0.09,0.167783,-0.07267,0,0,K2
K2-105,b,K2-105 b,Transit,0.0796,0.0007,-0.0007,0,,,,0,0,K2
K2-107,b,K2-107 b,Transit,0.0475,0.0006,-0.0006,0,,,,0,0,K2
K2-108,b,K2-108 b,Transit,0.0581,0.0009,-0.0009,0,,,,0,0,K2
K2-11,b,K2-11 b,Transit,0.2257,0.0143,-0.0143,0,,,,,0,K2
K2-110,b,K2-110 b,Transit,0.1027,0.0011,-0.0011,0,,,,0,0,K2
K2-111,b,K2-111 b,Transit,0.0621,0.0092,-0.0085,0,0,,,0,0,K2
K2-113,b,K2-113 b,Transit,0.0642,0.0009,-0.0009,0,,,,0,0,K2
K2-114,b,K2-114 b,Transit,0.0954,0.0011,-0.0011,0,,,,0,0,K2
K2-115,b,K2-115 b,Transit,0.143,0.0012,-0.0012,0,,,,0,0,K2
K2-116,b,K2-116 b,Transit,0.048,0.002,-0.002,0,0.06,0.141966,-0.053272,0,0,K2
K2-117,b,K2-117 b,Transit,0.0189,0.0001,-0.0001,0,,,,0,0,K2
K2-117,c,K2-117 c,Transit,0.0492,0.0003,-0.0003,0,,,,0,0,K2
K2-118,b,K2-118 b,Transit,0.245,0.008,-0.008,0,0.2,0.183774,-0.159064,0,0,K2
K2-119,b,K2-119 b,Transit,0.0698,0.0006,-0.0006,0,,,,0,0,K2
K2-12,b,K2-12 b,Transit,0.0802,0.0021,-0.0021,0,,,,,0,K2
K2-120,b,K2-120 b,Transit,0.078,0.003,-0.003,0,0.14,0.168421,-0.105016,0,0,K2
K2-121,b,K2-121 b,Transit,0.0525,0.0003,-0.0003,0,,,,0,0,K2
K2-122,b,K2-122 b,Transit,0.0285,0.0002,-0.0002,0,,,,0,0,K2
K2-123,b,K2-123 b,Transit,0.1649,0.0008,-0.0008,0,,,,0,0,K2
K2-124,b,K2-124 b,Transit,0.049,0.002,-0.002,0,,,,0,0,K2
