source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error
2103393437886300544,284.38067608331176,0.4026030652943754,39.94290051829233,0.6433109410377749,0.509077565303061,0.5123992701272022,-1.2749905008442064,0.8785025493039256,0.442958486102584,1.139873645798023
2103347464556353280,284.5457436662637,0.272462070197204,39.940905626643406,0.4116892009785814,0.9202502496616076,0.3823175422462304,-0.59013205467167,0.6367589644833834,8.98546048741315,0.9529278347240809
2103392922490224768,284.4837934579731,0.6846235926154235,39.94471796046165,0.9709070993558947,-0.6316763286468735,0.8552006566669553,-3.867678599511914,1.8493999499560132,-5.08107589475644,2.0246440318603747
2103347705074607616,284.5855860497772,2.319134211702174,39.975598940673194,2.2264898600382166,,,,,,
2103396598984022016,284.3143833920813,0.6221518044437384,39.95057421723059,0.9357245517875927,-0.8279485642033124,0.8496154444299123,-7.453612798025532,1.381857246786393,1.0308130404468536,2.2002541279013
2103393231727771392,284.3663255309789,0.5614621629285249,39.90384779423775,0.7209071897755162,-0.21769373868222205,0.7309028019191033,-4.394262205421533,1.28356923856787,-10.50748283929257,1.6147700062114465
2103392475813489536,284.39078003065583,0.09520003991713813,39.8858711711094,0.12413875116827978,0.17557055771892963,0.11968800421050417,-3.6264187944666157,0.2114312999069387,-3.5490635908979753,0.23411133290183853
2103346571203050752,284.6246032863439,0.19248366206624495,39.901501686552756,0.27678942936442746,0.7372987448519464,0.2622592002748882,1.2500608934973583,0.4384983428536252,0.8271927063870257,0.5442014104771592
2103396564622553216,284.3405087365735,0.5118029316175948,39.966503082451375,0.6761812667202376,-0.5440621960515918,0.7063030135195573,-6.022873691998216,1.1123505326849843,-9.885917668525003,1.4168661991338358
2103346536843340416,284.65390624048956,1.6761991830462253,39.912042292994784,6.197035183048792,,,,,,
2103346502483573888,284.6312532446394,0.23990091571041516,39.90153914418195,0.37631396494228286,-0.04094873583458311,0.33370975660815544,-0.62095736335031,0.5263069731068549,-2.648653498016934,0.794829619710565
2103395224592937600,284.51458322504214,0.3727153846702739,40.03455026256045,0.5330274435630281,-0.3200953233683622,0.4428558212126911,0.7360982241767222,0.8507300265207037,0.4759328348025893,1.1383024402982953
